DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,Damage numeric,DamageModel text,DamageEffect text,LaunchSpeed_mps numeric,targetFlags numeric,MinLaunchAlt_m numeric,MaxLaunchAlt_m numeric,MinRange_km numeric,MaxRange_km numeric,ProbNoFaults numeric,PayloadClass text,PayloadQuantity numeric,DatalinkRange_km real,AcceptsUserCommands numeric,DetonationRange_m numeric,BallisticType numeric,AngleError_rad numeric,BurstCount numeric,BurstDuration_s numeric,ClusterCount numeric,ClusterEffectRadius_m numeric,SensorClass numeric,SmartMaxClimb_rad numeric,SmartError_m numeric,LockOnAfterLaunch numeric
"RBU-Cluster","","14","512","3100","925","0","1960","2999","","","","ball/mk84ico.jpg","mk-84.xml","RBU test weapon","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Blast0.1kg","ToughWeapon","300","16","0","99999","0.2","20","1","RBU-Rocket","12","0","0","10000","0","0.0032","0","","1","0","","0","0","0"
"RBU-Rocket","","14","512","3100","925","0","1960","2999","","","","ball/mk84ico.jpg","mk-84.xml","RBU test weapon","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Blast0.1kg","ToughWeapon","0","16","0","99999","0.2","20","1","RBU Test","1","0","0","1","1","0.0288","0","","1","0","","0","0","0"
"Durandal","","14","512","56000","185","0","1976","2999","","","","ball/icoDURANDAL.jpg","mk-84.xml","","","1000","Pen15kg","ToughWeapon","0","5","75","10000","0.2","20","1","","","0","0","0","1","0.0042","0","","","","","","","0"
"30x150mm GIAT","","14","512","0","0.39","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","30 mm ammunition for GIAT30 aircraft cannon","No data just copied 30mm OP-84 FRAG Tracer AK-306  30mm OP-84 FRAG Tracer AK-306 - Range 4km - Damage 19.61 - ETA 5 Seconds","19.61","SolidProjectile","ToughWeapon","900","15","0","99999","0.2","4","1","","","0","0","0","2","0.0022","4","0.24","","","","0","0","0"
"30mm DEFA","","14","512","0","0.39","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","30 mm ammunition for DEFA 30 mm twin cannon for Super Etendard","No data just copied 30mm OP-84 FRAG Tracer AK-306  30mm OP-84 FRAG Tracer AK-306 - Range 4km - Damage 19.61 - ETA 5 Seconds","19.61","SolidProjectile","ToughWeapon","815","15","0","99999","0.2","4","1","","","0","0","0","2","0.0022","5","0.2307","","","","0","0","0"
"20mm F2","","14","512","0","0.108","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","altered to match the alignment of the other weapons.","0.28","SolidProjectile","ToughWeapon","1050","7","0","99999","0.2","1.8","1","","","0","0","0","0","0.00198","3","0.225","","","","0","0","0"
"20x102 mm burst","","14","512","0","0.1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20x102 mm M621 burst AP-T","800 rounds per minute, 10 round burst in 0.75 s","0.15","SolidProjectile","ToughWeapon","1005","7","0","99999","0.02","2","1","","","0","0","0","2","0.002","10","","","","","0","0","0"
"40 mm L70 HE x5","","14","512","0","0.96","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","5 round burst from twin Bofors L70 cannon","600 rounds per minute, 10 per second, 0.5 s for 5 rounds","1.15","SolidProjectile","ToughWeapon","1021","15","0","99999","0.1","8","1","","","0","0","3","0","0.00248","5","0.5","","","","0","0","0"
"76x900mm HE","","14","512","0","6.3","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","Round for Otobreda 76/62 Super Rapid","","5.18","SolidPen0.45kg","ToughWeapon","925","7","0","99999","0.2","30","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"12.7mm YaKB Burst","","14","512","0","0.05","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","4500 rpm 25 round bursthttp://www.fas.org/man/dod-101/sys/ac/row/mi-24.htm","0.06","SolidProjectile","ToughWeapon","850","7","0","99999","0.1","1.5","1","","","0","0","0","2","0.00195","25","0.33","","","","0","0","0"
"S-5M Rocket","","24","512","0","3.86","0","1955","2999","","","","ball/icoS-5M.jpg","5-inch.xml","","altered according to janes air launched weapons.","0.33","Blast1.4kg","ToughWeapon","690","5","0","99999","0.2","3.5","0.98","","","0","0","3","5","0.03","0","","","","","0","0","0"
"S-5K Rocket","","24","512","0","3.64","0","1955","2999","","","","ball/icoS-5K.jpg","5-inch.xml","","altered according to janes air launched weapons","0.33","Pen2kg","ToughWeapon","550","5","0","99999","0.2","3.5","0.96","","","0","0","0","5","0.03","0","","","","","0","0","0"
"406mm Mk8 AP","","14","512","0","1225","10.22","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","Armor piercing shell from Mark 7 16 inch gun","","5.18","Pen19kg","ToughWeapon","762","5","0","99999","1","38","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"406mm Mk13 HC","","14","512","0","862","10.22","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","High explosive shell from Mark 7 16 inch gun","These shells had a CEP of 500m at a range or 31400m, or 0.64% of the range.  This is an error cone of 0.00637 radians, so angular error would be half that, at 0.00319","5.18","Blast70kg","ToughWeapon","820","5","0","99999","1","38","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"127mm mk 34 AAC","","14","512","0","25","1","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","26.07","BlastFrag3.3kg","ToughWeapon","780","2","0","99999","0.2","14","1","","","0","0","5","0","0.00284","0","","","","","0","0","0"
"127mm mk 32","","14","512","0","24.5","1","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","26.07","ExplosiveProjectile3kg","ToughWeapon","780","5","0","99999","0.2","14","1","","","0","0","0","0","0.00284","0","","","","","0","0","0"
"100mm AA","","14","512","0","15","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","Generic 100mm AA round for air or surface targets, fitted with radio proximity fuze","","12.18","BlastFrag1.5kg","ToughWeapon","880","15","0","99999","0.2","6","1","","","0","0","5","0","0.00236","0","","","","","0","0","0"
"100mm FRAG","","14","512","0","15","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","Generic 100mm fragmentation projectile for shore and sea surface targets","","12.18","BlastFrag1.5kg","ToughWeapon","880","5","0","99999","0.2","12","1","","","0","0","0","0","0.00272","0","","","","","0","0","0"
"20x110 mm","","14","512","0","0.52","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20x110 mm USN burst","","0.15","SolidProjectile","ToughWeapon","1010","7","0","99999","0.02","2","0.95","","","0","0","0","2","0.002","4","0.24","","","","0","0","0"
"Zuni 127 mm","","24","512","0","40","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","0.33","Pen20kg","ToughWeapon","400","5","0","99999","0.2","6","0.98","","","0","0","0","5","0.00236","0","","","","","0","0","0"
"20mm Rh202 HE-T","","14","512","0","0.134","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20mm HE-T","","0.28","SolidProjectile","ToughWeapon","1050","7","0","99999","0.2","2","1","","","0","0","0","0","0.002","4","0.24","","","","0","0","0"
"27mm DM10 FAPDS","","14","512","0","0.26","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","0.28","SolidProjectile","ToughWeapon","1100","7","0","99999","0.2","4","1","","","0","0","0","0","0.0022","7","0.2333","","","","0","0","0"
"100mm OEA Mle 1928","","14","512","0","22.7","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","100mm OEA Mle 1928 - Range 15.9km","","9.05","BlastFrag1.2kg","ToughWeapon","780","15","0","99999","0.2","15.9","1","","","0","0","5","2","0.0022","0","","","","","0","0","0"
"Mk-40 FFAR","","14","512","0","6.2","0","1940","2999","","","","ball/icoMK-40FFAR40.jpg","5-inch.xml","","","0.33","Blast1.5kg","ToughWeapon","739","5","0","99999","0.2","6","1","","","0","0","0","5","0.0036","0","","","","","0","0","0"
"Mk 16 Zuni FFAR","","24","512","0","48.5","0","1952","2999","","","","ball/icoMKZUNI16.jpg","5-inch.xml","","","0.33","Pen20kg","ToughWeapon","722","5","0","99999","0.2","8","0.98","","","0","0","0","5","0.004","0","","","","","0","0","0"
"Mk 71 Zuni WAFAR","","24","512","0","48.5","0","1952","2999","","","","ball/icoZUNI71.jpg","5-inch.xml","","","0.33","Pen20kg","ToughWeapon","722","5","0","99999","0.2","8","0.98","","","0","0","0","5","0.0032","0","","","","","0","0","0"
"5in HVAR","","24","512","0","64","0","1944","1955","","","","ball/ico5IN5HVAR.jpg","5-inch.xml","","","0.33","Pen20kg","ToughWeapon","425","5","0","99999","0.2","6","0.96","","","0","0","0","5","0.0044","0","","","","","0","0","0"
"5in FFAR","","24","512","0","36","0","1943","1946","","","","ball/ico5IN5FFAR.jpg","5-inch.xml","","","0.33","Pen20kg","ToughWeapon","217","5","0","2000","0.2","1.55","0.9","","","0","0","0","5","0.005","0","","","","","0","0","0"
"DART test","","21","512","","4","0","1900","2999","","","","ball/gunammoico.jpg","mk-84.xml","","0.3 mils accuracy, this is, simply, crazy, at 6km range this is a CEP of just 3.6m, 1.8m radius.  Considering the warhead has a detonation range of 10m, then its likely to detonate ahead of the target, very small fragspread values may be workable.","1000","Harmless","ToughWeapon","2245","11","0","6000","0.2","6","1","DART Test","1","","0","200","3","0.00026","0","","","","","","","0"
"DART Test","","21","512","","4","0.3","1900","2999","","","","ball/gunammoico.jpg","mk-84.xml","","","1000","DART 0.4kg","ToughWeapon","2245","8","0","4000","0","6","1","","","","0","10","3","0.0003","0","","","","TV seeker 15km","0.03","2","1"
"40mm HE Mk1 Md1","","14","512","0","0.9","","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","5.18","BlastFrag0.1kg","ToughWeapon","881","10","0","99999","0.05","10.25","1","","","0","0","20","0","0.02","","","","","","0","0","0"
"20mm HE-T x10","","14","512","0","0.1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20mm HE-T - Range 2km - Damage 0.28 - ETA 2 Seconds","","0.28","SolidProjectile","ToughWeapon","1050","7","0","99999","0.02","2","1","","","0","0","0","0","0.002","20","0.375","","","","0","0","0"
"40mm HE Mk1 Md1 x8","","14","512","0","0.9","","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","8 round salvo, for combining launchers.","","5.18","BlastFrag0.1kg","ToughWeapon","881","10","0","99999","0.05","10.25","1","","","0","0","20","0","0.02","8","0.25","","","","0","0","0"
"40mm HE Mk1 Md1 x2","","14","512","0","0.9","","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","2 round salvo, for combining launchers.","","5.18","BlastFrag0.1kg","ToughWeapon","881","10","0","99999","0.05","10.25","1","","","0","0","20","0","0.02","2","0.25","","","","0","0","0"
"40mm HE Mk1 Md1 x4","","14","512","0","0.9","","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","4 round salvo, for combining launchers.","","5.18","BlastFrag0.1kg","ToughWeapon","881","10","0","99999","0.05","10.25","1","","","0","0","20","0","0.02","4","0.25","","","","0","0","0"
"20mm HE-T x2","","14","512","0","0.1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20mm HE-T - Range 2km - Damage 0.28 - ETA 2 Seconds","","0.28","Blast0.1kg","ToughWeapon","1050","7","0","99999","0.02","2","1","","","0","0","0","0","0.006","4","0.375","","","","0","0","0"
"76mm HE Mk27","","14","512","0","5.9","1","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","26.07","BlastFrag0.3kg","ToughWeapon","823","5","0","99999","0.2","14.6","1","","","0","0","0","0","0.00284","0","","","","","0","0","0"
"76mm AA Mk27","","14","512","0","5.9","1","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","26.07","BlastFrag0.3kg","ToughWeapon","823","15","0","99999","0.2","14.6","1","","","0","0","1","0","0.00284","0","","","","","0","0","0"
"76mm Mk 31 Md1 AA VT","","14","512","0","5.9","1","1948","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","26.07","BlastFrag0.3kg","ToughWeapon","823","10","0","99999","0.2","13.35","1","","","0","0","2","0","0.00284","0","","","","","0","0","0"
"76mm Mk 27 Md1 HC","","14","512","0","5.9","1","1948","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","26.07","BlastFrag0.4kg","ToughWeapon","823","5","0","99999","0.2","13.35","1","","","0","0","0","0","0.00284","0","","","","","0","0","0"
"30mm NR-30 HEI","","14","512","0","0.84","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","30mm HEI","","3.55","SolidProjectile","ToughWeapon","780","7","0","99999","0","3","1","","","0","0","0","0","0.0021","4","0.27429","","","","0","0","0"
"30mm NR-30 HEI x2","","14","512","0","0.84","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","30mm HEI","","3.55","SolidProjectile","ToughWeapon","780","7","0","99999","0","3","1","","","0","0","0","0","0.0021","7","0.24","","","","0","0","0"
"S-3K 160mm","","24","512","0","64","0","1944","1955","","","","ball/icoS-3K.jpg","5-inch.xml","","","0.33","Pen7kg","ToughWeapon","370","5","0","99999","0.2","2","0.96","","","0","0","0","5","0.022","0","","","","","0","0","0"
"S-5K 57mm","","24","512","0","3.64","0","1955","2999","","","","ball/icoS-5K.jpg","5-inch.xml","","","0.33","Pen2kg","ToughWeapon","550","5","0","99999","0.2","3.5","0.96","","","0","0","0","5","0.03","0","","","","","0","0","0"
"S-8B 80mm","","24","512","0","15.2","0","1955","2999","","","","ball/icoS-8B.jpg","5-inch.xml","","","0.33","Blast3.6kg","ToughWeapon","690","5","0","99999","1.2","2.2","0.96","","","0","0","0","5","0.02","0","","","","","0","0","0"
"S-8K 80mm","","24","512","0","11.3","0","1955","2999","","","","ball/icoS-8K.jpg","5-inch.xml","","","0.33","Pen4kg","ToughWeapon","690","5","0","99999","1.3","4","0.96","","","0","0","0","5","0.02","0","","","","","0","0","0"
"S-25C 266mm","","24","512","0","385","0","1971","2999","","","","ball/icoS-25C.jpg","5-inch.xml","","","0.33","Blast150kg","ToughWeapon","540","5","0","99999","2","3","0.96","","","0","0","0","5","0.003","0","","","","","0","0","0"
"S-25OF 266mm","","24","512","0","380","0","1971","2999","","","","ball/icoS-25OF.jpg","5-inch.xml","","","0.33","BlastFrag150kg","ToughWeapon","550","5","0","99999","2","3","0.96","","","0","0","0","5","0.003","0","","","","","0","0","0"
"S-24B 240mm","","24","512","0","232","0","1973","2999","","","","ball/icoS-24B.jpg","5-inch.xml","","","0.33","Pen125kg","ToughWeapon","410","5","0","99999","2","3","0.96","","","0","0","0","5","0.003","0","","","","","0","0","0"
"CBU-1000","","14","512","300","222","0","1960","2999","","","","ball/icoCBU-1000.jpg","mk-82.xml","Mk-20 Rockeye","","250","Pen1kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","5","1","0.0126","0","","247","461","","0","0","0"
"76mm HC","","14","512","0","5.9","1","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","26.07","BlastFrag1kg","ToughWeapon","760","5","0","99999","0.2","13","1","","","0","0","0","0","0.003","0","","","","","0","0","0"
"68mm SNEB Rockets","","24","512","0","6.8","0","1952","2999","","","","ball/icoSNEB 68.jpg","5-inch.xml","","","0.33","Pen2kg","ToughWeapon","722","5","0","99999","0.1","2","0.98","","","0","0","0","5","0.0032","0","","","","","0","0","0"
"152mm AP B-35","","14","512","0","55","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","27.9","Pen1kg","ToughWeapon","950","5","0","99999","0.2","30.125","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"152mm SAP PB-35","","14","512","0","55","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","27.9","Pen4kg","ToughWeapon","950","5","0","99999","0.2","30.125","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"152mm HE OF-35","","14","512","0","55","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","27.9","BlastFrag6kg","ToughWeapon","950","5","0","99999","0.2","30.125","1","","","0","0","5","0","0.0032","0","","","","","0","0","0"
"100mm F-55 HE","","14","512","0","15.6","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","12.18","Blast1.1kg","ToughWeapon","1000","5","0","99999","0.2","24.2","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"100mm OF-55 FRAG","","14","512","0","15.6","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","12.18","BlastFrag1.2kg","ToughWeapon","1000","5","0","99999","0.2","24.2","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"100mm ZS-55P AA","","14","512","0","15.9","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","12.18","BlastFrag8.2kg","ToughWeapon","995","10","0","99999","0.2","21.4","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"37mm HE-FRAG Tracer","","14","512","0","1.496","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","5","BlastFrag0.7kg","ToughWeapon","880","10","0","99999","0.2","4.4","1","","","","0","0.06","0","0.00248","2","0.33333","","","","0","0","0"
"37mm HE-FRAG Tracer x2","","14","512","0","1.496","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","5","BlastFrag0.7kg","ToughWeapon","880","2","0","99999","0.02","4.4","1","","","","0","0.06","0","0.00248","4","0.33333","","","","0","0","0"
"FAB-1500","","14","512","5000","1500","0","1900","2999","","","","ball/icoFAB-1500.jpg","mk-84.xml","1500 kg gravity bomb","","500","BlastFrag820kg","ToughWeapon","0","4","200","99999","0.2","20","1","","","0","0","0","1","0.0042","0","","","","","0","0","0"
"FAB-3000","","14","512","5000","3000","0","1900","2999","","","","ball/icoFAB-3000.jpg","mk-84.xml","3000 kg gravity bomb","","500","BlastFrag2000kg","ToughWeapon","0","4","200","99999","0.2","20","1","","","0","0","0","1","0.0042","0","","","","","0","0","0"
"23mm AM/NR-23 HEI","","14","512","0","0.2","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","23x115mm Russian AM-23 round burst","","0.15","SolidProjectile","ToughWeapon","690","7","0","99999","0.02","2","1","","","0","0","0","2","0.008","3","0.225","","","","0","0","0"
"23mm AM/NR-23 HEI x2","","14","512","0","0.2","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","23x115mm Russian AM-23 round burst","","0.15","SolidProjectile","ToughWeapon","690","2","0","99999","0.02","2","1","","","0","0","0","2","0.008","6","0.225","","","","0","0","0"
"RP-3 HE","","24","512","0","37","0","1943","1947","","","","ball/icoRP3H.jpg","5-inch.xml","","","0.33","Blast60kg","ToughWeapon","480","5","0","99999","0.1","1","0.98","","","0","0","0","5","0.0048","0","","","","","0","0","0"
"RP-3 AP","","24","512","0","21","0","1943","1947","","","","ball/icoRP3P.jpg","5-inch.xml","","","0.33","Pen11kg","ToughWeapon","540","5","0","99999","0.1","1","0.98","","","0","0","0","5","0.0048","0","","","","","0","0","0"
"GP MC 250","","14","512","","104.36","0","1940","1960","","","","ball/icoGPMC250.jpg","mk-84.xml","105kg iron gravity bomb","","1000","Blast30kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0252","0","","","","","0","0","0"
"GP MC 500","","14","512","","203.25","0","1940","1960","","","","ball/icoGPMC500.jpg","mk-84.xml","213kg iron gravity bomb","","1000","Blast65kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0252","0","","","","","0","0","0"
"GP MC 1000","","14","512","","486.39","0","1940","1960","","","","ball/icoGPMC1000.jpg","mk-84.xml","486kg iron gravity bomb","","1000","Blast160kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0252","0","","","","","0","0","0"
"AP 1500","","14","512","","662.43","0","1940","2999","","","","ball/icoAP1500.jpg","mk-84.xml","662kg iron gravity bomb","","1000","Pen100kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0252","0","","","","","0","0","0"
"GP MC 1900","","14","512","","809.89","0","1940","1960","","","","ball/icoGPMC1900.jpg","mk-84.xml","810kg iron gravity bomb","","1000","Blast210kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0252","0","","","","","0","0","0"
"GP MC 4000","","14","512","","1707.8","0","1943","1960","","","","ball/icoGPMC4000.jpg","mk-84.xml","1710kg iron gravity bomb","","1000","Blast980kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0252","0","","","","","0","0","0"
"GP HC 8000","","14","512","","3566.24","0","1942","1970","","","","ball/icoGPHC8000.jpg","mk-84.xml","3566kg iron gravity bomb","","1000","Blast2400kg","ToughWeapon","0","5","200","99999","0.2","20","1","","","0","0","0","1","0.0252","0","","","","","0","0","0"
"20mm HS.404","","14","512","0","0.13","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20mm HE-T - Range 2km - Damage 0.28 - ETA 2 Seconds","","0.28","Blast0.1kg","ToughWeapon","880","7","0","99999","0.02","0.8","1","","","0","0","0","0","0.00188","3","0.257143","","","","0","0","0"
"50mm (2in) FFAR Rockets","","24","512","0","3.4","0","1900","2999","","","","ball/icoSNEB 68.jpg","5-inch.xml","","","0.33","Blast1kg","ToughWeapon","920","7","0","99999","0.1","1.4","0.98","","","0","0","0","5","0.0048","0","","","","","0","0","0"
"Red Beard 20kT","","14","512","","794","0","1962","1971","","","","ball/icoMARK 1_15KT.jpg","mk-84.xml","","","1000","Nuclear-20kT","ToughWeapon","0","5","0","99999","0.2","20","1","","","0","0","198","1","0.0032","0","","","","","0","0","0"
"40mm HE-T x2","","14","512","0","0.96","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","40mm HE-T - Range 12km - Damage 1.15 - ETA 12 Seconds","","1.15","SolidProjectile","ToughWeapon","1005","7","0","99999","0.2","12","1","","","0","0","0","0","0.00272","4","0.25","","","","0","0","0"
"40mm PFHE x2","","14","512","0","0.88","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","40mm PFHE - Range 12km - Damage 1.25 - ETA 12 Seconds","","1.25","SolidProjectile","ToughWeapon","1025","15","0","99999","0.2","12","1","","","0","0","0","0","0.0025","4","0.25","","","","0","0","0"
"20mm Meroka APDS-T","","14","512","0","0.075","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20mm APDS-T - Range 2km - Damage 0.49 - ETA 2 Seconds","","0.49","SolidProjectile","ToughWeapon","1290","15","0","99999","0.05","2","1","","","0","0","0","2","0.012","6","0.25","","","","0","0","0"
"20mm M53 API","","14","512","0","0.1","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","0.42","SolidPen0.05kg","ToughWeapon","1030","7","0","99999","0.05","2","1","","","0","0","0","2","0.002","3","0.247","","","","0","0","0"
"12cm/50 Mdl50 HE","","14","512","0","23.5","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","12.18","Pen3kg","ToughWeapon","825","5","0","99999","0.2","19.1","1","","","0","0","0","0","0.004","0","0","","","","0","0","0"
"GBU-RBU","","21","512","3100","468","0","2002","2999","","","","ball/icoGBU-32B.jpg","mk-84.xml","JDAM guided version of BLU-110/B","GPS guidance only.  Uses BLU-110/B as its payload.","500","Harmless","ToughWeapon","800","17","0","10000","0.2","40","1","Mk-9 DC","12","0","0","500","3","0.0032","0","","","","","-.5","500","0"
"57mm Type 59 HE-T","","14","512","0","2.4","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","0.002417","1.72","SolidProjectile","ToughWeapon","1020","15","0","99999","0.2","6.95","1","","","0","0","0","0","0","1","0.352941176","","","","0","0","0"
"25mm HE-I-T","","14","512","0","0.281","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","0.5","SolidProjectile","ToughWeapon","900","7","0","99999","0.2","2.8","1","","","0","0","0","0","0.00205","2","0.4","","","","0","0","0"
"37mm Type 676 HE-FRAG","","14","512","0","0.732","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","5","SolidProjectile","ToughWeapon","880","15","0","99999","0.2","8","1","","","","0","0.06","2","0.00248","2","0.4","","","","0","0","0"
"30mm Type 730","","14","512","500","0.39","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","30mm AA rounds","","2","SolidProjectile","ToughWeapon","940","10","0","99999","0.1","4","1","","","0","0","0","2","0.0022","15","0.214286","","","","0","0","0"
"RBU-6000","","14","512","","1320","0","1960","2999","","","","ball/mk84ico.jpg","mk-84.xml","test setup for RBU-6000","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Harmless","ToughWeapon","300","16","0","99999","0.2","5.85","1","RBU-Rocket-RGB-60","12","0","0","10000","0","0.0032","0","","1","0","","0","0","0"
"RBU-Rocket-RGB-60","","14","512","","110","0","1960","2999","","","","ball/mk84ico.jpg","mk-84.xml","test setup for RBU-6000","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Blast25kg","ToughWeapon","0","16","0","99999","0.2","20","1","RBU Test","1","0","0","1","1","0.0288","0","","1","0","","0","0","0"
"EDS-25A ASW Mortar","","14","512","","400","0","1900","2999","","","","ball/icoEDS25A.jpg","mk-84.xml","5 tube version for Type 53 frigates","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Harmless","ToughWeapon","300","20","0","99999","0.2","2","1","RBU-Rocket-EDS-25A","5","0","0","10000","0","0.0032","0","","1","0","","0","0","0"
"RBU-Rocket-EDS-25A","","14","512","","400","0","1900","2999","","","","ball/mk84ico.jpg","mk-84.xml","","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Harmless","ToughWeapon","300","16","0","99999","0.2","2","1","RBU-DC-EDS-25A","1","0","0","0.5","0","0.0032","0","","1","0","","0","0","0"
"130mm PB-42 SAP","","14","512","","33.4","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","10","SolidProjectile","ToughWeapon","950","5","0","99999","0.2","30","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"130mm OF-42 HE-FRAG","","14","512","","33","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","10","Blast2.5kg","ToughWeapon","950","5","0","99999","0.2","30","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"130mm ZS-42P AA","","14","512","","33.08","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","10","Blast5kg","ToughWeapon","950","2","0","99999","0.2","30","1","","","0","0","2","0","0.0032","0","","","","","0","0","0"
"EDS-25B ASW Mortar","","14","512","","400","0","1900","2999","","","","ball/icoEDS25B.jpg","mk-84.xml","12 tube version for Type 51 destroyers","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Harmless","ToughWeapon","300","20","0","99999","0.2","2","1","RBU-Rocket-EDS-25A","12","0","0","10000","0","0.0032","0","","1","0","","0","0","0"
"EDS-32 ASW Mortar","","14","512","","500","0","1900","2999","","","","ball/icoEDS32.jpg","mk-84.xml","12 tube version for Type 51 destroyers","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Harmless","ToughWeapon","400","20","0","99999","0.2","5","1","RBU-Rocket-EDS-25A","12","0","0","10000","0","0.0032","0","","1","0","","0","0","0"
"RUR-4A Weapon Alfa","","14","512","","238","2","1951","2999","","","","ball/icoEDS25A.jpg","mk-84.xml","","","1000","Harmless","ToughWeapon","70","20","0","99999","0.25","0.9","1","RBU-DC-RUR-4A Weapon Alfa","1","0","0","5","0","0.006","0","","1","0","","0","0","0"
