DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName text,ModelFileName text,Description text,Notes nextutmeric,DisplayName text,Capacity numeric,MaxVolume_m3 numeric,MaxWeight_kg numeric,MoveTime_s numeric,Class1 text,Class2 text,Class3 text,Class4 text
"Oberon Torpedo Racking","","0","0","0","0","0","1900","2999","","","","","","","","Torpedo Racks","20","0","0","0","mk-24 Tigerfish","","",""
"Ocean Airwing Magazine","","0","0","0","0","0","1900","2999","","","","","","","","Carrier Weapons Storage","900000","0","3759480","300","","","",""
"Ocean LPH Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","20000","0","0","60","30mm AP-I;20mm mark 244-0 ELC","","",""
"Ohio Torpedo Room","","0","0","0","0","0","1900","2999","","","null","null","null","","","Torpedo Room","28","85","0","480","","","",""
"Oiler fuel tank","","0","0","0","0","0","1900","2999","","","","","","","","Fuel Tank","0","0","23300000","300","Fuel","","",""
"Oslo Magazine","","0","0","0","0","0","1900","2999","","","","","","","","Amunition Magazine","2000","","","0","76mm Mk 31 Md1 AA VT;76mm Mk 27 Md1 HC","","",""
"Osprey MHC Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","12000","0","0","60",".50 cal bullet","","",""
"Ovod 57mm Magazine","","0","0","0","0","0","1900","2999","","","","","","","","57mm Magazine","900","0","0","60","57mm Tracer-FRAG","","",""
"P-3 Cargo Bay","","0","0","0","0","0","1900","2999","","","","","","","","Sonobuoy reloads","70","0","0","30","","","",""
"PADILLA VCHAFF","","0","0","","","","1900","2999","","","","","","","","","12","0","0","120","Dagaie","","",""
"PB Ammo Box","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","3687","0","0","60",".30 cal bullet",".50 cal bullet","",""
"Padilla Chaff","","0","0","","","","1900","2999","","","","","","","","","12","0","0","240","SKWS-12T","","",""
"Padilla Fuel Helo","","0","0","","","","1900","2999","","","","","","","","","14000","0","0","60","Fuel","","",""
"Phalanx 0 x1 Store","","0","0","0","0","0","1900","2999","","","","","","","","Phalanx Magazine","485","0","0","0","20mm Mark 149-4","","",""
"Phalanx 0 x2 Store","","0","0","0","0","0","1900","2999","","","","","","","","Phalanx Magazine","970","0","0","0","20mm Mark 149-4","","",""
"Phalanx 0 x4 Store","","0","0","0","0","0","1900","2999","","","","","","","","Phalanx Magazine","1940","0","0","0","20mm Mark 149-4","","",""
"Phalanx 1 x1 Store","","0","0","0","0","0","1900","2999","","","","","","","","Phalanx Magazine","523","0","0","0","20mm Mark 149-4","20mm mark 244-0 ELC","",""
"Phalanx 1 x2 Store","","0","0","0","0","0","1900","2999","","","","","","","","Phalanx Magazine","1046","0","0","0","20mm Mark 149-4","20mm mark 244-0 ELC","",""
"Phalanx Store","","0","0","0","0","0","1900","2999","","","","","","","","Phalanx Store","140","0","0","0","20mm Mark 149-4","20mm mark 244-0 ELC","",""
"Polar WAGBH Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","12580","0","0","60",".30 cal bullet","","",""
"Poolster Buoy Cargo","","0","0","0","0","0","1900","2999","","","","","","Poolster holds 18.6 tons of sonobuoys","","Sonobuoys","0","0","18600","300","*buoy*","","",""
"Poolster Fuel Cargo","","0","0","0","0","0","1900","2999","","","","","","Poolster holds 9000 tons fuel, and 400 tons of aviation fuel.  Only modeling the aviation fuel for now.","","Fuel Tank","0","0","400000","300","Fuel","","",""
"Poolster Weapons Cargo","","0","0","0","0","0","1900","2999","","","","","","Poolster holds 200 tons of ammunition, parts and misc supplies.","","Ammunition","0","0","200000","300","","","",""
"Pr10410 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","34","0","0","60","9M32 Strela 2","SET-72","",""
"Pr1124M Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","1004","0","0","60","57mm Tracer-FRAG","53-65M","",""
"Pr1124ME Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","4","0","0","60","","53-65M","",""
"Pr1131M Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","4","0","0","60","","53-65M","",""
"Pr1134B Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","20","0","0","60","","53-65M","",""
"Pr1135 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","8","0","0","60","","53-65M","",""
"Pr11351 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","358","0","0","60","100mm OF-58 FRAG","53-65M","",""
"Pr1135M Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","708","0","0","60","100mm OF-58 FRAG","53-65M","",""
"Pr1144 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","530","0","0","60","","53-65M","130mm F-44 HE",""
"Pr11540 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","362","0","0","60","100mm OF-58 FRAG","53-65M","",""
"Pr1155 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","724","0","0","60","100mm OF-58 FRAG","53-65M","",""
"Pr11551 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","524","0","0","60","130mm F-44 HE","53-65M","",""
"Pr1164 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","530","0","0","60","130mm F-44 HE","53-65M","",""
"Pr11661 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","8","0","0","60","","53-65M","",""
"Pr1206 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","4000","0","0","60","","30mm OF-83 HE-FRAG","",""
"Pr1559V Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","2800","0","0","60","","57mm Tracer-FRAG","",""
"Pr1791 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","8000","0","0","60","","30mm OF-83 HE-FRAG","",""
"Pr20380 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","1030","0","0","60","100mm OF-58 FRAG","12.7mm B-32 APi","",""
"Pr205P Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","4004","0","0","60","30mm OF-83 HE-FRAG","SAET-40","",""
"Pr266M Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","12000","0","0","60","30mm OF-83 HE-FRAG","25mm APDS","",""
"Pr61 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","30","0","0","60","","53-65M","",""
"Pr771 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","1250","0","0","60","30mm OF-84 HE-FRAG AK-306","","",""
"Pr775 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","2800","0","0","60","","57mm Tracer-FRAG","",""
"Pr956 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","1012","0","0","60","130mm F-44 HE","53-65M","",""
"Princippe de Asturias Fuel Supply","","0","0","0","0","0","1900","2999","","","","","","","","Carrier Fuel Storage","820000","0","0","60","Fuel","","",""
"Princippe de Asturias Magazine","","0","0","0","0","0","1900","2999","","","","","","","","Carrier Weapons Storage","900000","0","1837000","300","","","",""
"RIM-116 21 x1 Store","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","42","0","0","60","RIM-116A RAM","RIM-116B RAM","",""
"RIM-116 21 x2 Store","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","84","0","0","60","RIM-116A RAM","RIM-116B RAM","",""
"Rapier-Towed Magazine","","0","0","0","0","0","1900","2999","","","","","","Manual reloads for Rapier-Towed","","Rapier Reloads","8","0","0","60","Rapier-SAM","","",""
"Reliance WMEC Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","16000","0","0","60","25mm APDS",".50 cal bullet","",""
"Rubis Torpedo Racks","","0","0","0","0","0","1900","2999","","","","","","","","Torpedo Racks","21","42","0","360","F-17;F-17 Mod1;F-17 Mod2","SM-39 Exocet","",""
"Russian Sub 12","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 20 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","12","37","0","60","","","",""
"Russian Sub 16","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 20 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","16","49","0","60","","","",""
"Russian Sub 18","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 18 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","40","55","0","60","","","",""
"Russian Sub 20","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 20 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","50","61","0","60","","","",""
"Russian Sub 40","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 40 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","100","121","0","60","","","",""
"Russian Torpedo Racking","","0","0","0","0","0","1900","2999","","","","","","Generic store for torpedos on Russian warships","","Torpedos","200","0","0","60","Test-71;USET-80;SAET-60M;SET-65M;53-65M;Shkval;SS-N-15;SS-N-16;SAET-40;SET-72;UMGT-1M","USET/-80","SAET-60M","SET-65M"
"S-125 Neva Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","16","40","0","15","V-600","","",""
"S-125 Pechora-2 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","16","40","0","15","V-601P","","",""
"S-125 Pechora-2M Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","16","40","0","15","V-601P","","",""
"S-125 Pechora-M Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","16","40","0","15","V-601PD","","",""
"S-125M Neva-M Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","16","40","0","15","V-601","","",""
"S-125M1 Neva-M1 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","16","40","0","15","V-601","","",""
"S-200 Vega Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-870","","",""
"S-200A Angara Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-860","V-860P","",""
"S-200D Dubna Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-880M","V-880MN","",""
"S-200M Vega-M Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-880","V-880N","",""
"S-200V Vega Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-860PV","","",""
"S-200VE Vega-E Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-880E","","",""
"S-25 Berkut Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","40","40","0","15","V-300","","",""
"S-25M Berkut Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","40","40","0","15","V-300","","",""
"S-25MA Berkut Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","40","40","0","15","V-300","","",""
"S-300P Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55K","","",""
"S-300PM Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55R","5V55RD","5V55RUD",""
"S-300PM-1 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","48N6","","",""
"S-300PM-2 Favorit Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55RUD","48N6","48N6D",""
"S-300PMU Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55RUD","5V55U","5V55V","5V55PM"
"S-300PMU-1 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55RUD","48N6E","",""
"S-300PMU-2 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55RUD","48N6E","48N6E2",""
"S-300PS Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55R","5V55V","",""
"S-300PT Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55K","","",""
"S-300PT-1 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55K","5V55KD","5V55S",""
"S-300PT-1A Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","5V55K","5V55RD","5V55V",""
"S-300V1 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","9M82","9M83","",""
"S-300V2 Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","72","72","0","15","9M82","9M83","",""
"S-400 Triumf Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","288","72","0","15","48N6DM;48N6D;9M96;9M96E;9M96E2;40N6;40N6D","","",""
"S-75 Desna Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-755","","",""
"S-75 Dvina Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-750","","",""
"S-75M Dvina Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-750V","","",""
"S-75M Volga Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-759","","",""
"S-75M Volkhov Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-755","","",""
"S-75M2 Volkhov Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-759","V759","",""
"S-75M3 Volkhov Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-760","","",""
"S-75M4 Volkhov Store","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","Generic Stores","12","40","0","15","V-759","","",""
"SA-7 Backpack","","0","0","0","0","0","1900","2999","","","","","","Three man SA-7 Team, carriage for 6 reload shots.","","Backpack","6","","0","","","","",""
"SA-7 Missile Pack","","0","0","0","0","0","1900","2999","","","","","","","","Missile Box","36","","0","","","","",""
"SH-2 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2 Helo Support Stores","14718","18.147","20120","45","Fuel","DIFAR*;DICASS*;LOFAR*","","120 gallon tank;Mk-50;Mk-46 Mod5;AGM-119B"
"SH-2F 1.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2F Helo Support Stores","22299.76","7189.702","32766.46","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-2F 1.2 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2F Helo Support Stores","44152.22","14339.61","57024.92","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-2F 1.3 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2F Helo Support Stores","66054.68","21490.12","81883.38","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-2F 2.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2F Helo Support Stores","22632.06","7220.155","39504.46","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-2F 2.2 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2F Helo Support Stores","44561.52","14374.97","65092.92","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-2F 2.3 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2F Helo Support Stores","66814.98","21528.69","91153.88","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-3 1.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2F Helo Support Stores","40780","13277.8","50614.7","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
