DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,InitialYear numeric,FinalYear numeric,Country text,Designation text,MaxSpeed_kts numeric,Accel_ktsps numeric,TurnRate_degps numeric,FuelCapacity_kg numeric,FuelRate_kgps numeric,Toughness numeric,DamageEffect text,RCS_dBsm numeric,RCS_Model text,OpticalCrossSection_dBsm text,IRSignature_dB numeric,IR_ModelA text,IR_ModelB text,IR_ModelC text,EffectiveHeight_m numeric,TS numeric,TS_Model text,AcousticModel text,SL_Model nextumteric,MaxTakeoffWeight_kg numeric,MaxAltitude_m numeric,ClimbRate_mps numeric,Gmax numeric,MinimumRunway_m numeric,IsCarrierCompatible numeric,OutFuelPods numeric,FuelOut_kgps numeric,FuelIn_kgps numeric,MaintenanceMin_s numeric,MaintenanceMax_s numeric,MilitaryThrust_N numeric,MilitaryThrustSpeedSlope real,ABThrust_N numeric,ABThrustSpeedSlope real,ABFuelRate_kgps numeric,Cdpsub numeric,Cdptran numeric,Cdpsup numeric,Mcm numeric,Msupm numeric,CruiseSpeed_mps numeric,StallSpeed_mps numeric,T2 numeric,T4 numeric,T6 numeric,T8 numeric,T10 numeric,T12 numeric,T16 numeric,T20 numeric,T25 numeric,T30 numeric,FE2 numeric,FE4 numeric,FE6 numeric,FE8 numeric,FE10 numeric,FE12 numeric,FE16 numeric,FE20 numeric,FE25 numeric,FE30 numeric
"MiG-25","","12","33","25000000","20000","0","mig25-1.jpg;mig25-2.jpg","air/AdvicoMiG25.jpg","mig-29.xml","MiG-25 Foxbat","updated from http://www.flymig.com/aircraft/MiG-25/","1966","2999","Russia","Fighter","1835","20","12","14920","10.37886","1","AirDmg1","12.52","AirRCS1","8.42","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.8","0","-999","Default","Default","Default","36720","27500","208","4.5","2500","0","0","0","0","3600","10800","147102","0","219742","0.003","33.57169","2","3.9","3","0.8","1.2","30","10","1","1.025","1","1","1","0.8","0.5","0.3","0.11","0.03","1","1.05","1.1","1.15","1.2","1.3","1.6","2.175","3.4","6"
"MiG-27","","12","33","13000000","11256","0","mig27.jpg","air/AdvicoMiG27.jpg","harrier-gr3.xml","MiG-27 Flogger D","","1975","1998","Russia","Bomber","1018","20","16","4560","2.6","1","AirDmg1","9.06","AirRCS1","6.26","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.8","0","-999","Default","Default","Default","20300","14000","200","9","2500","0","0","0","0","3600","10800","81000","0","123000","0.006","9.5","0.9","3","2.5","1.1","1.3","100","50","1","0.9","0.75","0.65","0.6","0.4","0.16","0.02","0.01","0","1","0.95","0.9","0.85","0.85","1","1.4","2","2","2"
"MiG-29","Fulcrum-A","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29.jpg","mig-29.xml","","","1983","2999","Russia","Fighter Multi","1320","18.95","36.4","3200","2.7","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","16700","17250","330","9.5","2500","0","0","0","0","3600","10800","98800","0","162800","0.003","9.45","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29AS","Fulcrum","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29AS.jpg","mig-29.xml","","","2005","2999","Russia","Fighter Multi","1320","15.48","36.4","3595","2.5","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","18400","17250","330","9.5","2500","0","0","0","0","3600","10800","98800","0","162800","0.003","9.45","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29B","Fulcrum","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29B.jpg","mig-29.xml","","","1983","2999","Russia","Fighter Multi","1320","17.06","36.4","3200","2.5","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","16700","17250","330","9.5","2500","0","0","0","0","3600","10800","88920","0","146520","0.003","8.51","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29G","Fulcrum","12","33","30000000","10900","0","mig29g.jpg","air/AdvicoMiG29G.jpg","mig-29.xml","","","1993","2999","Russia","Fighter Multi","1320","15.48","36.4","3595","2.5","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2","0","-999","Default","Default","Default","18400","17250","330","9.5","2500","0","0","0","0","3600","10800","98800","0","162800","0.003","9.45","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29K","Fulcrum-D","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29K.jpg","mig-29.xml","Fulcrum-D navalized for carrier ops","","2009","2999","Russia","Fighter Multi","1200","15.68","36.4","4100","2.7","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","21400","17250","330","9.5","2500","1","0","0","0","3600","10800","104747","0","172600","0.003","10.02","0.8","2.1","1.9","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29M","Fulcrum-E","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29M.jpg","mig-29.xml","","","1994","2999","Russia","Fighter Multi","1320","15.68","36.4","5000","2.7","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","21400","17250","330","9.5","2500","0","0","0","0","3600","10800","104747","0","172600","0.003","10.02","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29ME","Fulcrum","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29ME.jpg","mig-29.xml","","","1994","2999","Russia","Fighter Multi","1320","14.11","36.4","5000","2.5","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","21400","17250","330","9.5","2500","0","0","0","0","3600","10800","94272","0","155340","0.003","9.02","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29OVT","Fulcrum-F","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29OVT.jpg","mig-29.xml","Fulcrum-F with thrust vectoring engine","","1991","2999","Russia","Fighter Multi","1320","15.68","48","5000","2.7","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","21400","17250","330","10.5","2500","0","0","0","0","3600","10800","104747","0","172600","0.003","10.02","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29S","Fulcrum-C","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29S.jpg","mig-29.xml","","","1984","2999","Russia","Fighter Multi","1320","18.95","36.4","3408","2.5","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","16700","17250","330","9.5","2500","0","0","0","0","3600","10800","98800","0","162800","0.003","9.45","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29SD","Fulcrum-C","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29SD.jpg","mig-29.xml","","","1985","2999","Russia","Fighter Multi","1320","17.2","36.4","3200","2.5","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2","0","-999","Default","Default","Default","18400","17250","330","9.5","2500","0","0","0","0","3600","10800","98800","0","162800","0.003","9.45","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29SE","Fulcrum-C","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29SE.jpg","mig-29.xml","","","1984","2999","Russia","Fighter Multi","1320","17.06","36.4","3200","2.4","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2","0","-999","Default","Default","Default","16700","17250","330","9.5","2500","0","0","0","0","3600","10800","88920","0","146520","0.003","8.51","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29SM","Fulcrum-C","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29SM.jpg","mig-29.xml","","","1985","2999","Russia","Fighter Multi","1320","17.2","36.4","3200","2.5","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","18400","17250","330","9.5","2500","0","0","0","0","3600","10800","98800","0","162800","0.003","9.45","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29SMT","Fulcrum-C","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29SMT.jpg","mig-29.xml","","","1998","2999","Russia","Fighter Multi","1320","17.2","36.4","3595","2.5","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","18400","17250","330","9.5","2500","0","0","0","20","3600","10800","98800","0","162800","0.003","9.45","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-29TVK","Fulcrum","12","33","30000000","10900","0","mig29.jpg","air/AdvicoMiG29TVK.jpg","mig-29.xml","","","2005","2999","Russia","Fighter Multi","1320","14.79","36.4","3200","2.7","1","AirDmg1","8.99","AirRCS1","8.88","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","21400","17250","330","9.5","2500","1","0","0","0","3600","10800","98800","0","162800","0.003","9.45","0.8","2.1","1.7","1.1","1.4","100","60","1","1","0.9","0.8","0.65","0.47","0.2","0.01","0","0","1","1","1","1","1.05","1.2","1.7","4","4","4"
"MiG-31","Foxhound","12","33","60000000","21800","0","mig31.jpg","air/AdvicoMiG31.jpg","mig-29.xml","MiG-31 interceptor NATO Foxhound","","1982","2999","Russia","Fighter","1620","20","20","14200","5","1","AirDmg1","11.12","AirRCS1","9.18","0","IR_FW_VL_F_HP_2_M0.85","IR_FW_VL_F_HP_2_AB_M0.85","IR_FW_VL_F_HP_2_Super_M2.8","0","-999","Default","Default","Default","46300","24000","210","5","2500","0","0","0","0","3600","10800","100000","0","220000","0.002","12","0.8","2.5","2.2","1","1.3","110","50","1","0.9","0.8","0.8","0.85","0.8","0.5","0.2","0.05","0","1","0.95","0.9","1","1.1","1.25","1.9","3","6","8"
"Mirage-2000","","12","33","23000000","7500","0","mirage2000.jpg","air/AdvicoMirage2000.jpg","mirage2000.xml","Mirage 2000 multirole fighter","","1984","2999","France","Fighter","1270","20","18","3250","1.2","1","AirDmg1","8.52","AirRCS1","6.54","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.2","0","-999","Default","Default","Default","17000","18000","285","9","2500","1","0","0","20","3600","10800","62000","0","180000","0.001","6","1.1","1.9","1.6","0.9","1.1","100","50","1","1","0.9","0.8","0.75","0.72","0.35","0.1","0.05","0","1","0.95","0.9","0.85","0.85","1","1.4","2","2","2"
"Mirage-F1","","12","33","18000000","7400","0","miragef1.jpg","air/AdvicoMirageF1.jpg","mirage-f1.xml","Mirage-F1","","1973","2999","France","Fighter","1370","20","20","3000","0.95","1","AirDmg1","8","AirRCS1","5.83","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.2","0","-999","Default","Default","Default","16200","19100","215","9","2500","1","0","0","20","3600","10800","50000","0","230000","0","10","1","1.2","1.1","0.9","1.1","100","50","1","1","0.9","0.85","0.8","0.6","0.3","0.1","0.05","0","1","0.95","0.9","0.85","0.85","1","1.4","2","2","2"
"Mirage-IIIE","","12","33","12000000","7050","0","mirage3e.jpg","air/AdvicoMirageIIIE.jpg","mirage3.xml","Mirage-IIIE","","1965","2999","France","Fighter","1268","20","18","2350","0.75","1","AirDmg1","9.58","AirRCS1","5.55","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M2.2","0","-999","Default","Default","Default","13500","17000","84","9","2500","1","0","0","20","3600","10800","40000","0","77000","0.0035","9.5","1","1.2","1.1","0.9","1.1","100","50","1","1","0.9","0.85","0.8","0.6","0.3","0.1","0.05","0","1","0.95","0.9","0.85","0.85","1","1.4","2","2","2"
"Mitsubishi F-2","","12","33","127000000","9527","","f16a.jpg","air/AdvicoF2.jpg","f-16.xml","Copy of F-16C/D Blk 52 converted to F-2 figures. Has APG-77 due no J/APG-1","[phoenixegmh]","2000","2999","Japan","F","1300","20","20","3228","1.70457","1","AirDmg1","0.8","AirRCS1","5.46","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2.1","0","-999","Default","Default","Default","22090","18000","315","9","1800","0","0","0","15","5400","5400","76000","0","125000","0.002","7.11457","0.8","1.4","1.6","0.9","1.1","100","50","1","1","1","1","0.84","0.64","0.18","0","0","0","1.06","1.08","1.06","1.03","1","1.16","3","10","10","10"
"P-51D","","12","33","","3456","","","air/AdvicoP51D.jpg","f-16.xml","P-51D Mustang","thrust estimated by HP * 1/3 * prop_area_m2.  propstall modelled with negative speed slope.  Also allowing for 3 times the climb rate.","1945","2999","USA","Fighter","470","20","25","848","0.1275","1","AirDmg1","4.77","AirRCS1","7.43","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","5490","12770","48.9","5.5","1800","0","0","0","15","5400","5400","17081.01","-0.0021","20821.64","-0.00252","0.15","0.345","1.8","1.6","0.8","1.2","88","44.4","0.97","0.94","0.8","0.71","0.52","0.35","0","0","0","0","1","0.99","0.92","0.85","0.8","0.95","1.6","3","5","5"
"RA-3B","","12","33","","18685","0","","air/AdvicoRA3B.jpg","harrier-gr3.xml","","","1962","2999","USA","Recon","600","22.39","8","13408","2.2035","1","AirDmg1","15","AirRCS1","7.8","0","IR_FW_M_H_LP_2_M0.85","IR_FW_M_H_LP_2_M0.85","IR_FW_M_H_LP_2_Super_M1.1","0","-999","Default","Default","Default","35381","12588","31.24","4","2000","1","0","0","30","3600","10800","93414","0.0042","93414","0.0042","2.2035","2.3","3.45","2.76","0.8","1.2","117.5505","50.2612","0.935","0.78","0.64","0.525","0.425","0.315","0.1","0","0","0","0.98","0.95","0.92","0.9","0.96","1.15","1.5","5","20","40"
"RA-5C","","12","33","","17009","0","","air/AdvicoRA5C.jpg","f-15.xml","","","1962","2999","USA","Recon","1200","24.87","17","10194.2","2.32","1","AirDmg1","20","AirRCS1","8.3","0","IR_FW_L_F_HP_2_M0.85","IR_FW_L_F_HP_2_AB_M0.85","IR_FW_L_F_HP_2_Super_M2.1","0","-999","Default","Default","Default","36100","15900","40.6","5","0","1","0","0","0","3600","10800","96000","0.001","152000","0.003","8.444","1.4","2.2","1.8","0.8","1.2","120","40","0.87","0.83","0.76","0.7","0.62","0.48","0.15","0.05","0.005","0","1","0.98","0.96","0.94","0.92","0.9","1.25","5","20","40"
"Rafale M","","12","33","138000000","10460","0","rafale.jpg","air/AdvicoRafaleM.jpg","F-22-Raptor.xml","Dassault Rafale marine version for carrier operations","SPECTRA active cancellation ECM being emulated by flat -10dB reduction in RCS. Going to assume RCS of roughly 1mÃ‚Â², will work with 1.1, yielding a dB of 0.414, tack on the -10dB reduction from Spectra and its -9.586dB, or 0.11mÃ‚Â² effective.  Given this RCS it can get within 108km of an E-2C 2000 NP undetected.  It can also get within 53km of an F/A-18E/F while detecting the super hornet at 104.8km.  Primarily armed with Magic missiles, while not overly capable, they are sufficient in most cases given its discreet nature.  Couple this with some support for AIM-120's, and you have the makings of a very mean, reasonably priced naval dominance fighter.http://rafalenews.blogspot.com/p/rafale-weapon-load-out.html","2006","2999","France","Fighter Multi","1287","20","18","4577","4.328","1","AirDmg1","-9.5861","AirRCS1","8.21","-5","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_2_Super_M2","0","-999","Default","Default","Default","24500","16800","255","9","450","1","0","0","30","3600","10800","100080","0.0001","151240","0.00067","13.77","0.847","1.078","0.9","0.8","1.2","100","50","1","1","1","0.8","0.635","0.45","0.15","0.02","0.005","0.00125","1","1","1","0.9861","1.06","1.2326","1.8488","2.4651","4.9302","4.9302"
"RF-4B","","12","33","15000000","13104","0","f4e.jpg","air/AdvicoRF4B.jpg","f-4.xml","Reconnaissance variant of the F-4C Phantom II adopted by the navy and redesignated F-4B","","1964","2999","USA","Recon","1370","12.89","14","5637","4.7","1","AirDmg1","11.3","AirRCS1","6.97","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","27075","18300","210","7","2500","1","0","0","20","3600","10800","97006","0","151294","0.007","8.41","0.69","2.4","3","0.8","1.2","110","60","0.9","0.8","0.7","0.6","0.5","0.43","0.2","0.08","0.01","0.01","1","1","1","1","1","1.15","1.7","4","60","200"
"RF-4C","","12","33","15000000","13104","0","f4e.jpg","air/AdvicoRF4C.jpg","f-4.xml","Reconnaissance variant of the F-4C Phantom II.  ","","1964","2999","USA","Recon","1370","12.89","14","5637","4.7","1","AirDmg1","11.3","AirRCS1","6.97","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M2.2","0","-999","Default","Default","Default","27075","18300","210","7","2500","1","0","0","20","3600","10800","97006","0","151294","0.007","8.41","0.69","2.4","3","0.8","1.2","110","60","0.9","0.8","0.7","0.6","0.5","0.43","0.2","0.08","0.01","0.01","1","1","1","1","1","1.15","1.7","4","60","200"
"RF-8A","","12","33","","7618.7","0","","air/AdvicoRF8A.jpg","harrier-gr3.xml","","","1962","1968","USA","Recon","995","22.39","18","4549.4","1.06","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M1.5","0","-999","Default","Default","Default","12620","15788","96.8","8","1271","1","0","0","15","3600","10800","48600","0.001","73900","0.002175","5.8615","0.8","1.2","0.96","0.8","1.6","127.07","55.6","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"RF-8G","","12","33","","8358.6","0","","air/AdvicoRF8G.jpg","harrier-gr3.xml","","","1965","1990","USA","Recon","1075","22.39","18","4549.4","1.0383","1","AirDmg1","9.03","AirRCS1","4.8","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_AB_M0.85","IR_FW_S_F_HP_1_Super_M2","0","-999","Default","Default","Default","13681","15788","96.8","8","1271","1","0","0","15","3600","10800","47600","0.001","83200","0.002175","6.6","0.8","1.2","0.96","0.8","1.6","127.07","55.6","0.854","0.7286","0.706","0.69","0.5935","0.4357","0.1688","0","0","0","1","1","1","0.9065","0.8695","0.93595","2.4","5","20","40"
"Scimitar F.1","","12","33","","10869","0","","air/AdvicoScimitarF1.jpg","harrier-gr3.xml","","","1957","1970","UK","Strike Fighter","650","22.39","20","1955","1.409","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","15513","14700","","3.5","0","1","0","0","20","3600","10800","100200","0.002","100200","0.002","1.409","0.95","1.9","2.85","0.85","1.2","90","45","1","1","0.85","0.7","0.55","0.4","0.05","0.03","0","0","0.98","0.95","0.9","0.95","1.1","1.5","3","10","20","40"
"Sea Harrier FA.Mk.2","","12","33","15000000","5900","0","harrier-gr3.jpg","air/AdvicoHarrierFA2.jpg","harrier-gr3.xml","","","1967","2999","UK","Strike Fighter","529.19","20.15","33.61","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","4.19","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11600","15000","341.26","8","0","1","0","0","20","3600","10800","75662.48","0","97119","0","2.19","0.75","1.5","2.5","0.8","1","140","60","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Sea Harrier FRS.Mk.1","","12","33","15000000","6400","0","harrier-gr3.jpg","air/AdvicoHarrierFRS1.jpg","harrier-gr3.xml","","copied from F-4E Phantom II","1900","2999","UK","Strike Fighter","574.83","22.48","29.88","1914.5","1.6","1","AirDmg1","11.3","AirRCS1","5.28","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11900","15500","401.11","8","0","1","0","0","20","3600","10800","74898.21","0","96138","0","2.84","0.75","1.5","2.5","0.8","1","140","0","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Sea Harrier FRS.Mk.1 (83)","","12","33","15000000","6400","0","harrier-gr3.jpg","air/AdvicoHarrierFRS1.jpg","harrier-gr3.xml","copied from F-4E Phantom II","","1900","2999","UK","Strike Fighter","574.83","22.48","29.88","1914.5","1.6","1","AirDmg1","11.3","AirRCS1","5.28","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11900","15500","401.11","8","0","1","0","0","20","3600","10800","74898.21","0","96138","0","2.84","0.75","1.5","2.5","0.8","1","140","0","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Sea Harrier FRS.Mk.1 (85)","","12","33","15000000","6400","0","harrier-gr3.jpg","air/AdvicoHarrierFRS1.jpg","harrier-gr3.xml","copied from F-4E Phantom II","","1900","2999","UK","Strike Fighter","574.83","22.48","29.88","1914.5","1.6","1","AirDmg1","11.3","AirRCS1","5.28","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11900","15500","401.11","8","0","1","0","0","20","3600","10800","74898.21","0","96138","0","2.84","0.75","1.5","2.5","0.8","1","140","0","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Sea Harrier FRS.Mk.51","","12","33","15000000","6400","0","harrier-gr7.jpg","air/AdvicoHarrierFRS51.jpg","harrier-gr3.xml","","copied from F-4E Phantom II","1900","2999","UK","Strike Fighter","574.83","22.48","29.88","3467.5","1.6","1","AirDmg1","11.3","AirRCS1","5.28","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11900","15500","401.11","8","0","1","0","0","20","3600","10800","74898.21","0","96138","0","2.84","0.75","1.5","2.5","0.8","1","140","0","0.95","0.9","0.88","0.85","0.8","0.75","0.7","0","0","0","1","1","0.9","0.95","1.1","1.5","2","5","20","40"
"Sea Venom FAW.20","","12","33","","3274","0","","air/AdvicoSeaVenomFAW20.jpg","harrier-gr3.xml","","","1954","1957","UK","Fighter","530","22.39","18.8","1173","0.2585","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","5670","13050","24.4","3.5","0","1","0","0","20","3600","10800","21581","0.001","21581","0.001","0.2585","0.75","1.5","2.5","0.7","1.2","90","45","0.95","0.9","0.88","0.75","0.65","0.44","0.13","0","0","0","1","1","0.9","0.95","1.1","1.5","2.5","5","20","40"
"Sea Venom FAW.21","","12","33","","3304","0","","air/AdvicoSeaVenomFAW21.jpg","harrier-gr3.xml","","","1955","1958","UK","Fighter","545","22.39","18.8","1173","0.2647","1","AirDmg1","12","AirRCS1","4.3","0","IR_FW_M_F_HP_1_M0.85","IR_FW_M_F_HP_1_AB_M0.85","IR_FW_M_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","7212","13050","24.4","3.5","0","1","0","0","20","3600","10800","22100","0.001","22100","0.001","0.2647","0.75","1.5","2.5","0.7","1.2","90","45","0.95","0.9","0.88","0.75","0.66","0.47","0.18","0","0","0","1","1","0.9","0.95","1.1","1.5","2.5","5","20","40"
