DatabaseClass text,AirClass text,Quantity numeric,Prefix text,ReadyLevel numeric
"Nimitz CVN-75 USS Harry S. Truman 980801-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","F-14B","12","Gypsy ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","F/A-18A+","12","Blade ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","F/A-18C","12","Ragin ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","F/A-18C","12","Canyon ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","EA-6B","6","Zapper ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","E-2C","4","Seahawk ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","SH-60F","6","Dusty ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","S-3B","8","Nikel ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-75 USS Harry S. Truman 021205-A","CH-53E","6","Stallion ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","F-14B","12","Gypsy ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","F/A-18A+","12","Blade ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","F/A-18C","12","Ragin ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","F/A-18C","12","Canyon ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","EA-6B","6","Zapper ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","E-2C","4","Seahawk ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","SH-60F","6","Dusty ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","S-3B","8","Nikel ","1"
"Nimitz CVN-75 USS Harry S. Truman 041013-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-75 USS Harry S. Truman 060110-A","F/A-18F","12","Gypsy ","1"
"Nimitz CVN-75 USS Harry S. Truman 060110-A","F/A-18F","12","Ripper ","1"
"Nimitz CVN-75 USS Harry S. Truman 060110-A","F/A-18C","12","Ragin ","1"
"Nimitz CVN-75 USS Harry S. Truman 060110-A","F/A-18E","12","Canyon ","1"
"Nimitz CVN-75 USS Harry S. Truman 060110-A","EA-6B","6","Zapper ","1"
"Nimitz CVN-75 USS Harry S. Truman 060110-A","E-2C 2000 NP","4","Seahawk ","1"
"Nimitz CVN-75 USS Harry S. Truman 060110-A","SH-60F","6","Dusty ","1"
"Nimitz CVN-75 USS Harry S. Truman 060110-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-75 USS Harry S. Truman 100521-A","F/A-18F","12","Gypsy ","1"
"Nimitz CVN-75 USS Harry S. Truman 100521-A","F/A-18F","12","Check ","1"
"Nimitz CVN-75 USS Harry S. Truman 100521-A","F/A-18C","12","Ragin ","1"
"Nimitz CVN-75 USS Harry S. Truman 100521-A","F/A-18E","12","Canyon ","1"
"Nimitz CVN-75 USS Harry S. Truman 100521-A","EA-6B","6","Zapper ","1"
"Nimitz CVN-75 USS Harry S. Truman 100521-A","E-2C 2000 NP","4","Seahawk ","1"
"Nimitz CVN-75 USS Harry S. Truman 100521-A","SH-60F","6","Dusty ","1"
"Nimitz CVN-75 USS Harry S. Truman 100521-A","C-2A","2","Rawhide ","1"
"Nimitz CVN-76 USS Ronald Reagan 040527-A","F/A-18E","12","Beef ","1"
"Nimitz CVN-76 USS Ronald Reagan 040527-A","F/A-18E","12","Talon ","1"
"Nimitz CVN-76 USS Ronald Reagan 040527-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-76 USS Ronald Reagan 040527-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-76 USS Ronald Reagan 040527-A","EA-6B","6","Cougars ","1"
"Nimitz CVN-76 USS Ronald Reagan 040527-A","E-2C 2000 NP","4","Black Eagles ","1"
"Nimitz CVN-76 USS Ronald Reagan 040527-A","SH-60F","6","Knight ","1"
"Nimitz CVN-76 USS Ronald Reagan 040527-A","C-2A","2","provider ","1"
"Nimitz CVN-76 USS Ronald Reagan 070127-A","F/A-18F","12","Beef ","1"
"Nimitz CVN-76 USS Ronald Reagan 070127-A","F/A-18E","12","Talon ","1"
"Nimitz CVN-76 USS Ronald Reagan 070127-A","F/A-18C","12","Sting ","1"
"Nimitz CVN-76 USS Ronald Reagan 070127-A","F/A-18C","12","Fist ","1"
"Nimitz CVN-76 USS Ronald Reagan 070127-A","EA-6B","6","Cougars ","1"
"Nimitz CVN-76 USS Ronald Reagan 070127-A","E-2C 2000 NP","4","Black Eagles ","1"
"Nimitz CVN-76 USS Ronald Reagan 070127-A","SH-60F","6","Knight ","1"
"Nimitz CVN-76 USS Ronald Reagan 070127-A","C-2A","2","provider ","1"
"Nimitz CVN-76 USS Ronald Reagan 100602-A","F/A-18F","12","Knight ","1"
"Nimitz CVN-76 USS Ronald Reagan 100602-A","F/A-18E","12","Jason ","1"
"Nimitz CVN-76 USS Ronald Reagan 100602-A","F/A-18C","12","Diamond ","1"
"Nimitz CVN-76 USS Ronald Reagan 100602-A","F/A-18C","12","Sword ","1"
"Nimitz CVN-76 USS Ronald Reagan 100602-A","EA-6B","6","Cougars ","1"
"Nimitz CVN-76 USS Ronald Reagan 100602-A","E-2C 2000 NP","4","Black Eagles ","1"
"Nimitz CVN-76 USS Ronald Reagan 100602-A","SH-60F","6","Knight ","1"
"Nimitz CVN-76 USS Ronald Reagan 100602-A","C-2A","2","provider ","1"
"Test77-A","Tu-95G","8","Bear","3"
"Test77-A","E2-C","3","Skyeye","1"
"Test77-A","E2-C","3","Skywatch","2"
"Test77-A","F-15C","4","Eagle","2"
"AirstripAir","F-16C","2","Zapper","3"
"AirstripAir","E2-C","4","Skyeye","2"
"Russian2-A","MiG-29","24","Shadow","2"
"Russian2-A","Tu-22ME","24","Shipwreck","2"
"Russian2-A","Su-27","24","Wall","3"
"CHN Gmº Shi Lang-A","Su-35BM","24","Tiger","1"
"CHN Gmº Shi Lang-A","Ka-27A","24","Trident","1"
"Hyuga CVH-1-A","SH-60J","3","Yakyu","2"
"Burke A 2000-A","SH-60B","2","Burke Seahawk ","1"
"Cheng Kung FFG 1993-A","SH-60B","1","Cheng Kung Thunderhawk ","1"
"Edenton 1999-A","SH-3G","1","Edenton Sea King ","1"
"Famous 1983-A","SH-3G","1","Famous Sea King ","1"
"Hamilton 1967-A","SH-3G","1","Hamilton Sea King ","1"
"Hero 1900-A","SH-3G","1","Hamilton Sea King ","1"
"Leander FF Batch 3 1965-A","Lynx HAS.Mk.2","1","Leander FF 3 Lynx ","1"
"Leander FF Batch 3A 1969-A","Lynx HAS.Mk.2","1","Leander FF 3A Lynx ","1"
"Leander FF Batch 3B 1969-A","Lynx HAS.Mk.2","1","Leander FF 3B Lynx ","1"
"Legend WMSL 2008-A","SH-3G","1","Legend Sea King ","1"
"OHP 1977-A","SH-2F","1","Perry FFG Seasprite ","1"
"OHP 1980-A","SH-60B","1","Perry FFG Seahawk ","1"
"OHP 1984-A","SH-60B","1","Perry FFG Seahawk ","1"
"OHP 2005-A","SH-60B","1","Perry FF Seahawk ","1"
"Polar WAGBH 1975-A","SH-3G","1","Polar Sea King ","1"
"Pr1134B 1972-A","Ka-25BSh","1","Berkut-B Ka-25 ","1"
"Pr1134B 1982-A","Ka-27A","1","Berkut-B Ka-27 ","1"
"Pr11351 1983-A","Ka-27A","1","Nerey Ka-27 ","1"
"Pr1144 1980-A","Ka-25BSh","3","Orlan Ka-25 ","1"
"Pr1144 1982-A","Ka-27A","3","Orlan Ka-27 ","1"
"Pr11540 1990-A","Ka-27A","1","Neustrashimiy Ka-27 ","1"
"Pr1155 1980-A","Ka-25BSh","1","Fregat Ka-25 ","1"
"Pr1155 1982-A","Ka-27A","1","Fregat Ka-27 ","1"
"Pr11551 1999-A","Ka-27A","2","Fregat-M Ka-27 ","1"
"Pr1164 1982-A","Ka-27A","1","Atlant Ka-27 ","1"
"Pr956 1980-A","Ka-25BSh","1","Sarych Ka-25 ","1"
"Pr956 1982-A","Ka-27A","1","Sarych Ka-27 ","1"
"Pr956E 1999-A","Ka-27A","1","Sarych-E Ka-27 ","1"
"Pr956EM 2005-A","Ka-27A","1","Sarych-EM Ka-27 ","1"
"Reliance WMEC 1963-A","SH-3G","1","Reliance Sea King ","1"
"Sacramento 1964-A","SH-3H","2","Sacramento Sea King ","1"
"San Antonio 2006-A","MH-60S","2","Sacramento Sea King ","1"
"Sir Lancelot 1964-A","SH-3G","1","Sir Lancelot Sea King ","1"
"Spruance 1975-A","SH-2F","2","Spruance DDG Seasprite ","1"
"Spruance 1984-A","SH-60B","2","Spruance DDG Seahawk ","1"
"Spruance ABL 1983-A","SH-2F","2","Spruance ABL DDG Seasprite ","1"
"Spruance ABL 1984-A","SH-60B","2","Spruance ABL DDG Seahawk ","1"
"Spruance VLS 1986-A","SH-60B","2","Spruance VLS DDG Seahawk ","1"
"Spruance ABL 93 1993-A","SH-60B","2","Spruance ABL 93 DDG Seahawk ","1"
"Spruance VLS 93 1993-A","SH-60B","2","Spruance VLS 93 DDG Seahawk ","1"
"Tico 1983-A","SH-60B","2","Tico Seahawk ","1"
"Type 22 B1 1979-A","Lynx HAS.Mk.2","2","Type 22 B1 Lynx ","1"
"Type 22 B2 1979-A","Lynx HAS.Mk.2","2","Type 22 B2 Lynx ","1"
"Type 22 B3 1988-A","Lynx HAS.Mk.2","2","Type 22 B3 Lynx ","1"
"Type 23 1990-A","Lynx HAS.Mk.2","2","Type 23 Lynx ","1"
"Type 42 B1 1975-A","Lynx HAS.Mk.2","1","Type 42 B1 Lynx ","1"
"Type 42 B2 1980-A","Lynx HAS.Mk.2","1","Type 42 B2 Lynx ","1"
"Type 42 B3 1982-A","Lynx HAS.Mk.2","1","Type 42 B3 Lynx ","1"
"Kidd DDG 1981-A","SH-60B","1","Kidd Helo ","1"
"Knox FFG 1969-A","SH-2F","1","Knox Seasprite ","2"
"Virginia CGN 1976-A","SH-2F","1","Virginia Seasprite ","2"
"Virginia CGN 1977-A","SH-2F","1","Virginia Seasprite ","2"
"Virginia CGN 1980-A","SH-2F","1","Virginia Seasprite ","2"
"Enterprise CVNM-1-A","F/A-18E","12","Checkmate","2"
"Enterprise CVNM-1-A","F/A-18F","12","Thunderbolt","2"
"Enterprise CVNM-1-A","SH-60F","6","Slayer","2"
"Enterprise CVNM-1-A","EA-6B","6","Rook","2"
"Enterprise CVNM-1-A","E-2C","4","Screwtop","2"
"Enterprise CVNM-1-A","S-3B","4","Mauler","2"
"Enterprise CVNM-1-A","C-2A","2","Rawhide","2"
"Blue Ridge 1970-A","MH-60S","1","Knight","2"
"Halifax FFH-1-A","CH-124B2","1","King","2"
"Lewis and Clark-1-A","SA-330J","2","Puma","1"
"Forbin DDGHM-A","NH-90 NFH","1","Forbin Helo","1"
"Cassard DDGHM-A","AS 565MB Panther","1","Coup ","1"
"Tourville DDGHM-A","Lynx HAS.Mk.2(FN)","2","Tourville Helo","1"
"Georges Leygues DDGHM-1-A","AS 565MB Panther","1","Cassard Helo","1"
"Bremen FFGHM 1982-A","Sea Lynx Mk 88","1","Bremen Sea Lynx ","1"
"Bremen FFGHM 1996-A","Super Lynx Mk 88A","1","Bremen Super Lynx ","1"
"Etna (A5326)-1-A","SH-3D","1","King","2"
"Maestrale-1-A","AB212ASW","2","Bell","2"
"Horizon CNGF (France)-1-A","AW101 Series 110","1","HeloAlpha","2"
"Horizon CNGF (Italy)-1-A","AW101 Series 110","1","HeloBravo","2"
"Clemenceau-1-A","Super Etendard M","15","SupE","2"
"Clemenceau-1-A","F-8E(FN)","8","Crusader","3"
"Clemenceau-1-A","SA-365","2","Dauphin","3"
"Clemenceau-1-A","SA-321G","2","Frelon","3"
"Charles de Gaulle CVN-A","Rafale M","12","Vent ","1"
"Charles de Gaulle CVN-A","Super Etendard M","20","Norme ","1"
"Charles de Gaulle CVN-A","E-2C 2000 NP","2","Garde ","1"
"Charles de Gaulle CVN-A","AS 565MB Panther","2","CdG Helo ","1"
"Charles de Gaulle CVN-A","SA-365","2","Aide ","1"
"Brandenburg FFGHM 1994-A","Sea Lynx Mk 88","2","Brandenburg Sea Lynx ","1"
"Brandenburg FFGHM 1996-A","Super Lynx Mk 88A","2","Brandenburg Super Lynx ","1"
"Sachsen FFGHM 2004-A","Sea Lynx Mk 88","2","Sachsen Sea Lynx ","2"
"Sachsen FFGHM 2006-A","Super Lynx Mk 88A","2","Sachsen Super Lynx ","2"
"Floreal 1992-A","AS 565MB Panther","1","Floreal Panther ","1"
"La Fayette 1996-A","AS 565MB Panther","1","La Fayette Panther ","1"
"Egyption Perry 1996-A","SH-2F","1","Perry Seasprite ","1"
"Iowa BB (1982)-1-A","RQ-2","2","Pioneer","2"
"Allan M Sumner(1966)-A","DASH QH-50c","2","Dash","2"
"Fridtjof Nansen 2006-A","NH-90 NFH","1","Fridtjof Helo","2"
"Fridtjof Nansen 2007-A","NH-90 NFH","1","Fridtjof Helo","2"
"Fridtjof Nansen 2012-A","NH-90 NFH","1","Fridtjof Helo","2"
"Pr1143 1975-A","Yak-38","4","Forger","2"
"Pr1143 1975-A","Ka-25BSh","4","Hormone","2"
"Pr1143 1975-A","Yak-38","8","Forger","1"
"Pr1143 1975-A","Ka-25BSh","14","Hormone","1"
"Pr1143 1982-A","Yak-38M","4","Forger","2"
"Pr1143 1982-A","Ka-27A","4","Helix","2"
"Pr1143 1982-A","Yak-38M","8","Forger","1"
"Pr1143 1982-A","Ka-27A","14","Helix","1"
"Pr1134 Berkut 67-A","Ka-25BSh","1","Berkut Ka-25 ","1"
"Pr1134 Berkut 82-A","Ka-27A","1","Berkut Ka-27 ","1"
"Pr1134A Berkut 69-A","Ka-25BSh","1","Berkut-A Ka-25 ","1"
"Pr1134A Berkut 82-A","Ka-27A","1","Berkut-A Ka-27 ","1"
"Belknap CG 1964-A","SH-2F","1","Belknap Seasprite ","2"
"Truxtun CGN 1967-A","SH-2F","1","Truxtun Seasprite ","2"
"Kortenaer 1978-A","SH-14B","2","Kort Lynx","2"
"Kortenaer 1988-A","SH-14B (88)","2","Kort Lynx","2"
"Kortenaer 1992-A","SH-14D","2","Kort Lynx","2"
"Kortenaer 1994-A","SH-14D (94)","2","Kort Lynx","2"
"Elli 1981-A","AB212ASW","2","Elli Heli ","2"
"Invincible CV 1980-A","Sea Harrier FRS.Mk.1","5","Earl","1"
"Invincible CV 1980-A","Sea King HAS.Mk.2","9","Esquire","1"
"Invincible CV FW 1982-A","Sea Harrier FRS.Mk.1","8","Earl","1"
"Invincible CV FW 1982-A","Harrier GR.Mk.3 (82)","8","Duke","1"
"Invincible CV FW 1982-A","Sea King HAS.Mk.2","5","Esquire","1"
"Invincible CV 1983-A","Sea Harrier FRS.Mk.1 (83)","8","Earl","1"
"Invincible CV 1983-A","Sea King HAS.Mk.2","9","Esquire","1"
"Invincible CV 1983-A","Sea King AEW.Mk.2A","3","Knight","1"
"Invincible CV 1985-A","Sea Harrier FRS.Mk.1 (85)","8","Earl","1"
"Invincible CV 1985-A","Sea King HAS.Mk.2","9","Esquire","1"
"Invincible CV 1985-A","Sea King AEW.Mk.2A","3","Knight","1"
"Invincible CV 1993-A","Sea Harrier FA.Mk.2","8","Earl","1"
"Invincible CV 1993-A","Sea King HAS.Mk.2","9","Esquire","1"
"Invincible CV 1993-A","Sea King AEW.Mk.2A","3","Knight","1"
"Invincible CV 1997-A","Sea Harrier FA.Mk.2","8","Earl","1"
"Invincible CV 1997-A","Harrier GR.Mk.7","8","Duke","1"
"Invincible CV 1997-A","Sea King HAS.Mk.2","9","Esquire","1"
"Invincible CV 1997-A","Sea King AEW.Mk.2A","3","Knight","1"
"Invincible CV 2001-A","Sea Harrier FA.Mk.2","8","Earl","1"
"Invincible CV 2001-A","Harrier GR.Mk.7 (01)","8","Duke","1"
"Invincible CV 2001-A","Sea King HAS.Mk.2","9","Esquire","1"
"Invincible CV 2001-A","Sea King AEW.Mk.2A","3","Knight","1"
"Invincible CV 2006-A","Harrier GR.Mk.9","8","Duke","1"
"Invincible CV 2006-A","Sea King HAS.Mk.2","9","Esquire","1"
"Invincible CV 2006-A","Sea King AEW.Mk.2A","3","Knight","1"
"Hermes CV 1960-A","Scimitar F.1","8","804 Sqn.","1"
"Hermes CV 1960-A","Sea Vixen FAW.1","12","890 Sqn.","1"
"Hermes CV 1960-A","Gannet AEW.3","4","849 Sqn.","1"
"Hermes CV 1960-A","Wessex HAS.3","5","814 Sqn.","1"
"Hermes CV 1960-A","Wessex HAS.1","1","SAR","1"
"Hermes CV 1966-A","Buccaneer S2","8","809 Sqn.","1"
"Hermes CV 1966-A","Sea Vixen FAW.2","12","892 Sqn.","1"
"Hermes CV 1966-A","Gannet AEW.3","4","849 Sqn.","1"
"Hermes CV 1966-A","Wessex HAS.3","5","826 Sqn.","1"
"Hermes CV 1966-A","Wessex HAS.1","1","SAR","1"
"Hermes CV 1968-A","Buccaneer S2","8","801 Sqn.","1"
"Hermes CV 1968-A","Sea Vixen FAW.2","12","893 Sqn.","1"
"Hermes CV 1968-A","Gannet AEW.3","4","849 Sqn.","1"
"Hermes CV 1968-A","Wessex HAS.3","5","814 Sqn.","1"
"Hermes CV 1968-A","Wessex HAS.1","1","SAR","1"
"Hermes CV 1973-A","Wessex HAS.3","9","845 Sqn.","1"
"Hermes CV 1973-A","Sea King HAS.Mk.2","9","814 Sqn.","1"
"Hermes CV 1981-A","Sea Harrier FRS.Mk.1","9","845 Sqn.","1"
"Hermes CV 1981-A","Sea King HAS.Mk.2","9","814 Sqn.","1"
"Hermes CV FW1982-A","Sea Harrier FRS.Mk.1 (83)","16","845 Sqn.","1"
"Hermes CV FW1982-A","Sea King HAS.Mk.2","8","814 Sqn.","1"
"Hermes CV 1983-A","Sea Harrier FRS.Mk.1 (83)","9","845 Sqn.","1"
"Hermes CV 1983-A","Sea King HAS.Mk.2","9","814 Sqn.","1"
"Type 45 DDG-A","Lynx HAS.Mk.2","2","Type-45 Lynx ","1"
"Pr 956A Sarych-1-A","Ka-25BSh","1","Sarych Ka-25 ","1"
"Pr 956A Sarych-2-A","Ka-27A","1","Sarych Ka-27 ","1"
"Pr 956A Sarych-3-A","Ka-27A","1","Sarych Ka-27 ","1"
"Pr 956A Sarych-4-A","Ka-27A","1","Sarych Ka-27 ","1"
"Pr 956A Sarych-5-A","Ka-27A","1","Sarych Ka-27 ","1"
"Pr 956A Sarych-6-A","Ka-27A","1","Sarych Ka-27 ","1"
"Pr 956A Sarych-7-A","Ka-27A","1","Sarych Ka-27 ","1"
"Pr 956A Sarych-8-A","Ka-27A","1","Sarych Ka-27 ","1"
"Pr 956 1984-A","Ka-27A","1","Sarych Ka-27 ","1"
"Giuseppe Garibaldi 1985-A","AB 212.ASW","12","Cacciatore ","1"
"Giuseppe Garibaldi 1985-A","Sea King AEW.Mk.2A","3","Ricerca ","1"
"Giuseppe Garibaldi 1985-A","CH-47D","2","Carico ","1"
"Giuseppe Garibaldi 1994-A","AV-8B Harrier II+(Italy)","8","Attaccante ","1"
"Giuseppe Garibaldi 1994-A","AB 212.ASW","4","Cacciatore ","1"
"Giuseppe Garibaldi 1994-A","Sea King AEW.Mk.2A","3","Ricerca ","1"
"Giuseppe Garibaldi 1994-A","CH-47D","2","Carico ","1"
"Princippe de Asturias 1988-A","EAV-8B Matador","12","Espada ","1"
"Princippe de Asturias 1988-A","AB 212.ASW","4","Cazador ","1"
"Princippe de Asturias 1988-A","Sea King AEW.Mk.2A","3","Buscador ","1"
"Princippe de Asturias 1988-A","SH-3H","4","Carga ","1"
"Wasp Mixed 1989-A","AV-8B Harrier II NA","6","Striker ","1"
"Wasp Mixed 1989-A","CH-53E","12","Stallion ","1"
"Wasp Mixed 1989-A","UH-1N","8","Huey  ","1"
"Wasp Mixed 1989-A","AH-1W Super Cobra","12","Snake  ","1"
"Wasp Mixed 1989-A","SH-60B","2","SeaHawk  ","1"
"Wasp Sea Control 1989-A","AV-8B Harrier II NA","20","Striker ","1"
"Wasp Sea Control 1989-A","UH-1N","2","Huey  ","1"
"Wasp Sea Control 1989-A","AH-1W Super Cobra","14","Snake  ","1"
"Wasp Sea Control 1989-A","SH-60B","4","SeaHawk  ","1"
"Wasp Shore Assault 1989-A","AV-8B Harrier II NA","8","Striker ","1"
"Wasp Shore Assault 1989-A","CH-53E","4","Stallion ","1"
"Wasp Shore Assault 1989-A","UH-1N","2","Huey  ","1"
"Wasp Shore Assault 1989-A","AH-1W Super Cobra","36","Snake  ","1"
"Wasp Shore Assault 1989-A","SH-60B","2","SeaHawk  ","1"
"Wasp Mixed 1992-A","AV-8B Harrier II NA","6","Striker ","1"
"Wasp Mixed 1992-A","CH-53E","12","Stallion ","1"
"Wasp Mixed 1992-A","UH-1N","8","Huey  ","1"
"Wasp Mixed 1992-A","AH-1W Super Cobra","12","Snake  ","1"
"Wasp Mixed 1992-A","SH-60B","2","SeaHawk  ","1"
"Wasp Sea Control 1992-A","AV-8B Harrier II+","20","Striker ","1"
"Wasp Sea Control 1992-A","UH-1N","2","Huey  ","1"
"Wasp Sea Control 1992-A","AH-1W Super Cobra","14","Snake  ","1"
"Wasp Sea Control 1992-A","SH-60B","4","SeaHawk  ","1"
"Wasp Shore Assault 1992-A","AV-8B Harrier II+","8","Striker ","1"
"Wasp Shore Assault 1992-A","CH-53E","4","Stallion ","1"
"Wasp Shore Assault 1992-A","UH-1N","2","Huey  ","1"
"Wasp Shore Assault 1992-A","AH-1W Super Cobra","36","Snake  ","1"
"Wasp Shore Assault 1992-A","SH-60B","2","SeaHawk  ","1"
"Wasp Mixed 2003-A","AV-8B Harrier II+","6","Striker ","1"
"Wasp Mixed 2003-A","CH-53E","12","Stallion ","1"
"Wasp Mixed 2003-A","UH-1N","8","Huey  ","1"
"Wasp Mixed 2003-A","AH-1Z Viper","12","Snake  ","1"
"Wasp Mixed 2003-A","SH-60B","2","SeaHawk  ","1"
"Wasp Sea Control 2003-A","AV-8B Harrier II NA","20","Striker ","1"
"Wasp Sea Control 2003-A","UH-1N","2","Huey  ","1"
"Wasp Sea Control 2003-A","AH-1Z Viper","14","Snake  ","1"
"Wasp Sea Control 2003-A","SH-60B","4","SeaHawk  ","1"
"Wasp Shore Assault 2003-A","AV-8B Harrier II NA","8","Striker ","1"
"Wasp Shore Assault 2003-A","CH-53E","4","Stallion ","1"
"Wasp Shore Assault 2003-A","UH-1N","2","Huey  ","1"
"Wasp Shore Assault 2003-A","AH-1Z Viper","36","Snake  ","1"
"Wasp Shore Assault 2003-A","SH-60B","2","SeaHawk  ","1"
"Santa Maria 1986-A","SH-60B","1","Santa Maria FFG Seahawk ","1"
"Wichita 1969-A","CH-46E","2","Wichita AOR Sea Knight ","1"
"Vasco da Gama 1991-A","Lynx Mk.95","1","Vasco Lynx ","1"
"Kortenaer 1978-A","SH-14B","2","Kort Lynx","2"
"Kortenaer 1988-A","SH-14B (88)","2","Kort Lynx","2"
"Kortenaer 1992-A","SH-14D","2","Kort Lynx","2"
"Kortenaer 1994-A","SH-14D (94)","2","Kort Lynx","2"
"Tromp 1975-A","SH-14B","2","Kojak ","1"
"Tromp 1988-A","SH-14B (88)","2","Kojak ","1"
"Tromp 1992-A","SH-14D","2","Kojak ","1"
"Tromp 1994-A","SH-14D (94)","2","Kojak ","1"
"Karel 1991-A","SH-14B (88)","2","Karel ","1"
"Karel 1992-A","SH-14D","2","Karel ","1"
"Fort Victoria AOR-1-A","Sea King HU.5","5","For Vic Sea King ","1"
"Fearless LPD-1-A","Wessex HU.5","5","Fearless Helo ","1"
"Type 054A 2008-A","Z-9C ASW Helo","1","Jiankai Helo ","1"
"Type 054A 2012-A","Z-9C ASW Helo","1","Jiankai Helo ","1"
"Type 054 2005-A","Z-9C ASW Helo","1","Jiangkai Helo ","1"
"Type 054 2007-A","Z-9C ASW Helo","1","Jiangkai Helo ","1"
"Type 054 2012-A","Z-9C ASW Helo","1","Jiangkai Helo ","1"
"Type 053HT-H 1986-A","Ka-27A(China)","1","Jianghu Helo ","1"
"Type 053HT-H 1990-A","Z-9C ASW Helo","1","Jianghu Helo ","1"
"Type 053H2G 1992-A","Z-9C ASW Helo","1","Jiangwei Helo ","1"
"Type 053H3 1998-A","Z-9C ASW Helo","1","Jiangwei Helo ","1"
"Type 051DT 1991-A","Z-9C ASW Helo","1","Luda Helo ","1"
"Type 051DT 1999-A","Z-9C ASW Helo","1","Luda Helo ","1"
"Type 052 1994-A","Ka-27A","2","Luhu Helo ","1"
"Type 052 1998-A","Z-9C ASW Helo","2","Luhu Helo ","1"
"Type 052B-A","Z-9C ASW Helo","2","Luyang Helo ","1"
"Type 052C-A","Z-9C ASW Helo","2","Luyang Helo ","1"
"Type 051B-A","Z-9C ASW Helo","2","Luhai Helo ","1"
"Type 051C-A","Z-9C ASW Helo","2","Luzhou Helo ","1"
"Asagiri-A","SH-60J","1","Asagiri Helo ","1"
"Atago-A","SH-60J","1","Atago Helo ","1"
"Haruna-A","HSS-2","3","Haruna Helo ","1"
"Hatsuyuki 1982-A","HSS-2","1","Hatsuyuki Helo ","1"
"Hatsuyuki 1988-A","SH-60J","1","Hatsuyuki Helo ","1"
"Minegumo-A","Dash Qh-50c","1","Minegumo Drone ","1"
"Murasame-A","SH-60J","1","Murasame Helo ","1"
"Shirane 1980-A","HSS-2","2","Shirane Helo ","1"
"Shirane 1992-A","SH-60J","3","Shirane Helo ","1"
"Takatsuki-A","Dash Qh-50c","3","Takatsuki Drone ","1"
"Kongo-A","SH-60J","1","Kongo Helo ","1"
"CV-59 Forrestal 561107-A","F3H-2","12","Top Hatters ","1"
"CV-59 Forrestal 561107-A","FJ-3M Fury","12","Jolly Rogers ","1"
"CV-59 Forrestal 561107-A","F9F-8B","12","Spirits ","1"
"CV-59 Forrestal 561107-A","AD-6","12","Vallions ","1"
"CV-59 Forrestal 561107-A","A3D-1","4","Smokin Tigers ","1"
"CV-59 Forrestal 561107-A","F2H-2P","4","Fighting Photos ","1"
"CV-59 Forrestal 561107-A","AD-5N","4","Firebirds ","1"
"CV-59 Forrestal 561107-A","AD-5W","4","Bats ","1"
"CV-59 Forrestal 561107-A","HUP-2","6","Fleet Angels ","1"
"CV-59 Forrestal 580902-A","F4D-1","12","Diamondbacks ","1"
"CV-59 Forrestal 580902-A","F8U-1","12","Sluggers ","1"
"CV-59 Forrestal 580902-A","A4D-2","12","Ubangis ","1"
"CV-59 Forrestal 580902-A","AD-6","12","Hells Archers ","1"
"CV-59 Forrestal 580902-A","A3D-2","4","Savage Sons ","1"
"CV-59 Forrestal 580902-A","F2H-2P","4","Fighting Photos ","1"
"CV-59 Forrestal 580902-A","AD-5N","4","Firebirds ","1"
"CV-59 Forrestal 580902-A","AD-5W","4","Bats ","1"
"CV-59 Forrestal 580902-A","HUP-2","6","Fleet Angels ","1"
"CV-59 Forrestal 600128-A","F4D-1","12","Diamondbacks ","1"
"CV-59 Forrestal 600128-A","F8U-1","12","Sluggers ","1"
"CV-59 Forrestal 600128-A","A4D-2","12","Rampagers ","1"
"CV-59 Forrestal 600128-A","A4D-2","12","Sunliners ","1"
"CV-59 Forrestal 600128-A","AD-6","12","Black Falcons ","1"
"CV-59 Forrestal 610209-A","A3D-2","4","Savage Sons ","1"
"CV-59 Forrestal 600128-A","F8U-1P","4","Fighting Photos ","1"
"CV-59 Forrestal 600128-A","AD-5Q","4","Firebirds ","1"
"CV-59 Forrestal 600128-A","WF-2","4","Bats ","1"
"CV-59 Forrestal 600128-A","HUP-2","6","Fleet Angels ","1"
"CV-59 Forrestal 610209-A","F4D-1","12","Diamondbacks ","1"
"CV-59 Forrestal 610209-A","F8U-2","12","Sluggers ","1"
