DatabaseClass text,SetupName text,InitialYear numeric,FinalYear numeric,AirComplement text,MagazineLoadout text,LauncherLoadout text
"CV R11 Princippe de Asturias","Princippe de Asturias 2011","2011","2012","Princippe de Asturias 1988-A","Princippe de Asturias 2011-M","Princippe de Asturias 1988-L"
"CV R11 Princippe de Asturias","Princippe de Asturias 2012","2012","2999","Princippe de Asturias 1988-A","Princippe de Asturias 2012-M","Princippe de Asturias 1988-L"
"CV R12 Hermes (1966)","Falklands Hermes 1982","1982.163","1982.533","Hermes CV FW1982-A","Hermes CV FW1982-M","R12 Hermes CV (66)-L"
"CV R12 Hermes (1966)","Hermes 1966","1966.33","1968","Hermes CV 1966-A","Hermes CV 1966-M","R12 Hermes CV (66)-L"
"CV R12 Hermes (1966)","Hermes 1968","1968","1970","Hermes CV 1968-A","Hermes CV 1966-M","R12 Hermes CV (66)-L"
"CV R12 Hermes (1966)","Hermes 1970","1970","1973","Hermes CV 1968-A","Hermes CV 1970-M","R12 Hermes CV (66)-L"
"CV R12 Hermes (1966)","Hermes 1973","1973","1977","Hermes CV 1973-A","Hermes CV 1973-M","R12 Hermes CV (66)-L"
"CV R12 Hermes (1966)","Hermes 1977","1977","1981","Hermes CV 1973-A","Hermes CV 1977-M","R12 Hermes CV (66)-L"
"CV R12 Hermes (1966)","Hermes 1981","1981","1982","Hermes CV 1981-A","Hermes CV 1981-M","R12 Hermes CV (66)-L"
"CV R12 Hermes (1966)","Hermes 1982","1982","1983","Hermes CV 1981-A","Hermes CV 1982-M","R12 Hermes CV (66)-L"
"CV R12 Hermes (1966)","Hermes 1983","1983","1984.28","Hermes CV 1983-A","Hermes CV 1983-M","R12 Hermes CV (66)-L"
"CV R12 Hermes","Hermes 1960","1959.9","1962","Hermes CV 1960-A","Hermes CV 1960-M","R12 Hermes CV-L"
"CV R12 Hermes","Hermes 1962","1962","1963","Hermes CV 1960-A","Hermes CV 1962-M","R12 Hermes CV-L"
"CV R12 Hermes","Hermes 1963","1963","1964","Hermes CV 1960-A","Hermes CV 1963-M","R12 Hermes CV-L"
"CV R12 Hermes","Hermes 1964","1964","1964.149","Hermes CV 1960-A","Hermes CV 1964-M","R12 Hermes CV-L"
"Rafale M","AW1","1900","2999","","","Rafale M A 3 Meteor 4 MICA-L"
"Rafale M","AW1E","1900","2999","","","Rafale M A-E 2 Meteor 4 MICA-L"
"Rafale M","AW2","1900","2999","","","Rafale M A 7 Meteor-L"
"Rafale M","AW2E","1900","2999","","","Rafale M A-E 6 Meteor-L"
"Rafale M","GB1","1900","2999","","","Rafale M G 3 GBU-10 2 GBU-12-L"
"Rafale M","GB1E","1900","2999","","","Rafale M G-E 2 GBU-10 2 GBU-12-L"
"Rafale M","SD1","1900","2999","","","Rafale M G 3 SCALP 2 ALARM-L"
"Rafale M","SD1E","1900","2999","","","Rafale M G-E 2 SCALP 2 ALARM-L"
"Rafale M","SM1","1900","2999","","","Rafale M S 3 ALARM 2 Exocet-L"
"Rafale M","SM1E","1900","2999","","","Rafale M S-E 2 ALARM 2 Exocet-L"
"Rapier-Mobile","Rapier-Mobile-1","1900","2999","Rapier-Mobile-1-A","Rapier-Mobile-1-M","Rapier-Mobile-1-L"
"Rapier-Towed","Rapier-Towed-1","1900","2999","Rapier-Towed-1-A","Rapier-Towed-1-M","Rapier-Towed-1-L"
"Reliance WMEC","Reliance 1963","1963.9979","2999","Reliance WMEC 1963-A","Reliance WMEC 1963-M","Reliance WMEC 1963-L"
"Rigid Inflatable Boat PBF","RIB PBF 1900","1900","2999","","RIB PBF 1900-M","RIB PBF 1900-L"
"Riverine Assault Craft LCPF","RAC LCPF 1900","1900","2999","","RAC LCPF 1900-M","RAC LCPF 1900-L"
"Rubis AMETHYSTE","Rubis AMETHYSTE 1991","1988","2999","Rubis AMETHYSTE 1991-A","Rubis AMETHYSTE 1991-M","Rubis AMETHYSTE 1991-L"
"Rubis","Rubis 1983","1983","1985","Rubis 1983-A","Rubis 1983-M","Rubis 1983-L"
"Rubis","Rubis 1985","1985","1988","Rubis 1985-A","Rubis 1985-M","Rubis 1985-L"
"Rubis","Rubis 1988","1988","1995.1","Rubis 1988-A","Rubis 1988-M","Rubis 1988-L"
"S-125 Neva","S-125 Neva-1","1961.0","2999.0","S-125 Neva-1-A","S-125 Neva-1-M","S-125 Neva-1-L"
"S-125 Pechora-2","S-125 Pechora-2-1","1993.0","2999.0","S-125 Pechora-2-1-A","S-125 Pechora-2-1-M","S-125 Pechora-2-1-L"
"S-125 Pechora-2M","S-125 Pechora-2M-1","1999.0","2999.0","S-125 Pechora-2M-1-A","S-125 Pechora-2M-1-M","S-125 Pechora-2M-1-L"
"S-125 Pechora-M","S-125 Pechora-M-1","2001.0","2999.0","S-125 Pechora-M-1-A","S-125 Pechora-M-1-M","S-125 Pechora-M-1-L"
"S-125M Neva-M","S-125M Neva-M-1","1963.0","2999.0","S-125M Neva-M-1-A","S-125M Neva-M-1-M","S-125M Neva-M-1-L"
"S-125M1 Neva-M1","S-125M1 Neva-M1-1","1964.0","2999.0","S-125M1 Neva-M1-1-A","S-125M1 Neva-M1-1-M","S-125M1 Neva-M1-1-L"
"S-200 Vega","S-200 Vega-1","1975.0","2999.0","S-200 Vega-1-A","S-200 Vega-1-M","S-200 Vega-1-L"
"S-200A Angara","S-200A Angara-1","1967.0","2999.0","S-200A Angara-1-A","S-200A Angara-1-M","S-200A Angara-1-L"
"S-200D Dubna","S-200D Dubna-1","1976.0","2999.0","S-200D Dubna-1-A","S-200D Dubna-1-M","S-200D Dubna-1-L"
"S-200M Vega-M","S-200M Vega-M-1","1976.0","2999.0","S-200M Vega-M-1-A","S-200M Vega-M-1-M","S-200M Vega-M-1-L"
"S-200V Vega","S-200V Vega-1","1970.0","2999.0","S-200V Vega-1-A","S-200V Vega-1-M","S-200V Vega-1-L"
"S-200VE Vega-E","S-200VE Vega-E-1","1970.0","2999.0","S-200VE Vega-E-1-A","S-200VE Vega-E-1-M","S-200VE Vega-E-1-L"
"S-25 Berkut","S-25 Berkut-1","1954.0","2999.0","S-25 Berkut-1-A","S-25 Berkut-1-M","S-25 Berkut-1-L"
"S-25M Berkut","S-25M Berkut-1","1961.0","2999.0","S-25M Berkut-1-A","S-25M Berkut-1-M","S-25M Berkut-1-L"
"S-25MA Berkut","S-25MA Berkut-1","1961.0","2999.0","S-25MA Berkut-1-A","S-25MA Berkut-1-M","S-25MA Berkut-1-L"
"S-2T Taiwan","S-2T Taiwan-1","1900","2999","S-2T Taiwan-1-A","S-2T Taiwan-1-M","S-2T Taiwan-1-L"
"S-300P","S-300P-1","1978.0","2999.0","S-300P-1-A","S-300P-1-M","S-300P-1-L"
"S-300PM","S-300PM-1","1990.0","2999.0","S-300PM-1-A","S-300PM-1-M","S-300PM-1-L"
"S-300PM-1","S-300PM-1-1","1993.0","2999.0","S-300PM-1-1-A","S-300PM-1-1-M","S-300PM-1-1-L"
"S-300PM-2 Favorit","S-300PM-2 Favorit-1","1997.0","2999.0","S-300PM-2 Favorit-1-A","S-300PM-2 Favorit-1-M","S-300PM-2 Favorit-1-L"
"S-300PMU old","S-300PMU old-1","1900","2999","S-300PMU old-1-A","S-300PMU old-1-M","S-300PMU old-1-L"
"S-300PMU","S-300PMU-1","1990.0","2999.0","S-300PMU-1-A","S-300PMU-1-M","S-300PMU-1-L"
"S-300PMU-1","S-300PMU-1-1","1993.0","2999.0","S-300PMU-1-1-A","S-300PMU-1-1-M","S-300PMU-1-1-L"
"S-300PMU-2","S-300PMU-2-1","1997.0","2999.0","S-300PMU-2-1-A","S-300PMU-2-1-M","S-300PMU-2-1-L"
"S-300PS","S-300PS-1","1982.0","2999.0","S-300PS-1-A","S-300PS-1-M","S-300PS-1-L"
"S-300PT","S-300PT-1","1978.0","2999.0","S-300PT-1-A","S-300PT-1-M","S-300PT-1-L"
"S-300PT-1","S-300PT-1-1","1990.0","2999.0","S-300PT-1-1-A","S-300PT-1-1-M","S-300PT-1-1-L"
"S-300PT-1A","S-300PT-1A-1","1993.0","2999.0","S-300PT-1A-1-A","S-300PT-1A-1-M","S-300PT-1A-1-L"
"S-300V1","S-300 9M82","1986.0","1988.0","S-300 9M82-A","S-300 9M82-M","S-300 9M82-L"
"S-300V1","S-300 9M83","1988.0","2999.0","S-300 9M83-A","S-300 9M83-M","S-300 9M83-L"
"S-300V2","S-300 9M82M","1992.0","1988.0","S-300 9M82M-A","S-300 9M82M-M","S-300 9M82M-L"
"S-300V2","S-300 9M83M","1988.0","2999.0","S-300 9M83M-A","S-300 9M83M-M","S-300 9M83M-L"
"S-3A","T1  1977","1977","1987","","","S-3A ASuW 4 Mk-46 1977"
"S-3A","T1  1982","1982","1992","","","S-3A ASuW 4 Mk-46 1982"
"S-3A","T1  1987","1987","1997","","","S-3A ASuW 4 Mk-46 1987"
"S-3A","T1  1992","1992","2002","","","S-3A ASuW 4 Mk-46 1992"
"S-3A","T1  1997","1997","2007","","","S-3A ASuW 4 Mk-46 1997"
"S-3A","T1  2002","2002","2012","","","S-3A ASuW 4 Mk-46 2002"
"S-3A","T1  2007","2007","2017","","","S-3A ASuW 4 Mk-46 2007"
"S-3A","T1  2012","2012","2022","","","S-3A ASuW 4 Mk-46 2012"
"S-3A","T2  1991","1991","1997","","","S-3A ASuW 2 Mk-50 2 Mk-46 1991"
"S-3A","T2  1992","1992","2002","","","S-3A ASuW 2 Mk-50 2 Mk-46 1992"
"S-3A","T2  1997","1997","2007","","","S-3A ASuW 2 Mk-50 2 Mk-46 1997"
"S-3A","T2  2002","2002","2012","","","S-3A ASuW 2 Mk-50 2 Mk-46 2002"
"S-3A","T2  2007","2007","2017","","","S-3A ASuW 2 Mk-50 2 Mk-46 2007"
"S-3A","T2  2012","2012","2022","","","S-3A ASuW 2 Mk-50 2 Mk-46 2012"
"S-3A","T3  2004","2004","2012","","","S-3A ASuW 2 Mk-54 2 Mk-46 2004"
"S-3A","T3  2007","2007","2017","","","S-3A ASuW 2 Mk-54 2 Mk-46 2007"
"S-3A","T3  2012","2012","2022","","","S-3A ASuW 2 Mk-54 2 Mk-46 2012"
"S-3A","T4  1991","1991","1997","","","S-3A ASuW 4 Mk-50 1991"
"S-3A","T4  1992","1992","2002","","","S-3A ASuW 4 Mk-50 1992"
"S-3A","T4  1997","1997","2007","","","S-3A ASuW 4 Mk-50 1997"
"S-3A","T4  2002","2002","2012","","","S-3A ASuW 4 Mk-50 2002"
"S-3A","T4  2007","2007","2017","","","S-3A ASuW 4 Mk-50 2007"
"S-3A","T4  2012","2012","2022","","","S-3A ASuW 4 Mk-50 2012"
"S-3A","T5  2004","2004","2012","","","S-3A ASuW 4 Mk-54 2004"
"S-3A","T5  2007","2007","2017","","","S-3A ASuW 4 Mk-54 2007"
"S-3A","T5  2012","2012","2022","","","S-3A ASuW 4 Mk-54 2012"
"S-3B","GM1  1990","1990","1994","","","S-3B ASuW 4 Mk-46 6 AGM-65 1990"
"S-3B","GM1  1992","1992","1993","","","S-3B ASuW 4 Mk-46 6 AGM-65 1992"
"S-3B","GM1  1997","1997","1993","","","S-3B ASuW 4 Mk-46 6 AGM-65 1997"
"S-3B","GM1  2002","2002","2006","","","S-3B ASuW 4 Mk-46 6 AGM-65 2002"
"S-3B","GM1  2006","2006","2012","","","S-3B ASuW 4 Mk-46 6 AGM-65 2006"
"S-3B","GM1  2007","2007","2017","","","S-3B ASuW 4 Mk-46 6 AGM-65 2007"
"S-3B","GM1  2012","2012","2022","","","S-3B ASuW 4 Mk-46 6 AGM-65 2012"
"S-3B","GM2  1991","1991","1994","","","S-3B ASuW 4 Mk-50 6 AGM-65 1991"
"S-3B","GM2  1992","1992","1993","","","S-3B ASuW 4 Mk-50 6 AGM-65 1992"
"S-3B","GM2  1997","1997","1993","","","S-3B ASuW 4 Mk-50 6 AGM-65 1997"
"S-3B","GM2  2002","2002","2002","","","S-3B ASuW 4 Mk-50 6 AGM-65 2002"
"S-3B","GM2  2006","2006","2012","","","S-3B ASuW 4 Mk-50 6 AGM-65 2006"
"S-3B","GM2  2007","2007","2017","","","S-3B ASuW 4 Mk-50 6 AGM-65 2007"
"S-3B","GM2  2012","2012","2022","","","S-3B ASuW 4 Mk-50 6 AGM-65 2012"
"S-3B","GM3  2004","2004","2006","","","S-3B ASuW 4 Mk-54 6 AGM-65 2004"
"S-3B","GM3  2006","2006","2012","","","S-3B ASuW 4 Mk-54 6 AGM-65 2006"
"S-3B","GM3  2007","2007","2017","","","S-3B ASuW 4 Mk-54 6 AGM-65 2007"
"S-3B","GM3  2012","2012","2022","","","S-3B ASuW 4 Mk-54 6 AGM-65 2012"
"S-3B","SM1  1989","1989","1994","","","S-3B ASuW 4 Mk-46 2 AGM-84 1989"
"S-3B","SM1  1992","1992","1993","","","S-3B ASuW 4 Mk-46 2 AGM-84 1992"
"S-3B","SM1  1997","1997","1993","","","S-3B ASuW 4 Mk-46 2 AGM-84 1997"
"S-3B","SM1  1998","1998","2007","","","S-3B ASuW 4 Mk-46 2 AGM-84 1998"
"S-3B","SM1  2002","2002","2012","","","S-3B ASuW 4 Mk-46 2 AGM-84 2002"
"S-3B","SM1  2007","2007","2017","","","S-3B ASuW 4 Mk-46 2 AGM-84 2007"
"S-3B","SM1  2012","2012","2022","","","S-3B ASuW 4 Mk-46 2 AGM-84 2012"
"S-3B","SM2  1990","1990","1994","","","S-3B ASuW 4 Mk-46 3 AGM-65 1 AGM-84 1990"
"S-3B","SM2  1992","1992","1993","","","S-3B ASuW 4 Mk-46 3 AGM-65 1 AGM-84 1992"
"S-3B","SM2  1997","1997","1993","","","S-3B ASuW 4 Mk-46 3 AGM-65 1 AGM-84 1997"
"S-3B","SM2  1998","1998","2006","","","S-3B ASuW 4 Mk-46 3 AGM-65 1 AGM-84 1998"
"S-3B","SM2  2002","2002","2006","","","S-3B ASuW 4 Mk-46 3 AGM-65 1 AGM-84 2002"
"S-3B","SM2  2006","2006","2012","","","S-3B ASuW 4 Mk-46 3 AGM-65 1 AGM-84 2006"
"S-3B","SM2  2007","2007","2017","","","S-3B ASuW 4 Mk-46 3 AGM-65 1 AGM-84 2007"
"S-3B","SM2  2012","2012","2022","","","S-3B ASuW 4 Mk-46 3 AGM-65 1 AGM-84 2012"
"S-3B","SM3  1991","1991","1994","","","S-3B ASuW 4 Mk-50 2 AGM-84 1991"
"S-3B","SM3  1992","1992","1993","","","S-3B ASuW 4 Mk-50 2 AGM-84 1992"
"S-3B","SM3  1997","1997","1993","","","S-3B ASuW 4 Mk-50 2 AGM-84 1997"
"S-3B","SM3  1998","1998","1993","","","S-3B ASuW 4 Mk-50 2 AGM-84 1998"
"S-3B","SM3  2002","2002","2012","","","S-3B ASuW 4 Mk-50 2 AGM-84 2002"
"S-3B","SM3  2007","2007","2017","","","S-3B ASuW 4 Mk-50 2 AGM-84 2007"
"S-3B","SM3  2012","2012","2022","","","S-3B ASuW 4 Mk-50 2 AGM-84 2012"
"S-3B","SM4  1991","1991","1994","","","S-3B ASuW 4 Mk-50 3 AGM-65 1 AGM-84 1991"
"S-3B","SM4  1992","1992","1993","","","S-3B ASuW 4 Mk-50 3 AGM-65 1 AGM-84 1992"
"S-3B","SM4  1997","1997","1993","","","S-3B ASuW 4 Mk-50 3 AGM-65 1 AGM-84 1997"
"S-3B","SM4  1998","1998","1993","","","S-3B ASuW 4 Mk-50 3 AGM-65 1 AGM-84 1998"
"S-3B","SM4  2002","2002","2006","","","S-3B ASuW 4 Mk-50 3 AGM-65 1 AGM-84 2002"
"S-3B","SM4  2006","2006","2012","","","S-3B ASuW 4 Mk-50 3 AGM-65 1 AGM-84 2006"
"S-3B","SM4  2007","2007","2017","","","S-3B ASuW 4 Mk-50 3 AGM-65 1 AGM-84 2007"
"S-3B","SM4  2012","2012","2022","","","S-3B ASuW 4 Mk-50 3 AGM-65 1 AGM-84 2012"
"S-3B","SM5  2004","2004","2012","","","S-3B ASuW 4 Mk-54 2 AGM-84 2004"
"S-3B","SM5  2007","2007","2017","","","S-3B ASuW 4 Mk-54 2 AGM-84 2007"
"S-3B","SM5  2012","2012","2022","","","S-3B ASuW 4 Mk-54 2 AGM-84 2012"
"S-3B","SM6  2004","2004","2006","","","S-3B ASuW 4 Mk-54 3 AGM-65 1 AGM-84 2004"
"S-3B","SM6  2006","2006","2012","","","S-3B ASuW 4 Mk-54 3 AGM-65 1 AGM-84 2006"
"S-3B","SM6  2007","2007","2017","","","S-3B ASuW 4 Mk-54 3 AGM-65 1 AGM-84 2007"
"S-3B","SM6  2012","2012","2022","","","S-3B ASuW 4 Mk-54 3 AGM-65 1 AGM-84 2012"
"S-3B","T1  1989","1989","1997","","","S-3B ASuW 6 Mk-46 1989"
"S-3B","T1  1992","1992","2002","","","S-3B ASuW 6 Mk-46 1992"
"S-3B","T1  1997","1997","2007","","","S-3B ASuW 6 Mk-46 1997"
"S-3B","T1  2002","2002","2012","","","S-3B ASuW 6 Mk-46 2002"
"S-3B","T1  2007","2007","2017","","","S-3B ASuW 6 Mk-46 2007"
"S-3B","T1  2012","2012","2022","","","S-3B ASuW 6 Mk-46 2012"
"S-3B","T2  1991","1991","1997","","","S-3B ASuW 2 Mk-50 4 Mk-46 1991"
"S-3B","T2  1992","1992","2002","","","S-3B ASuW 2 Mk-50 4 Mk-46 1992"
"S-3B","T2  1997","1997","2007","","","S-3B ASuW 2 Mk-50 4 Mk-46 1997"
"S-3B","T2  2002","2002","2012","","","S-3B ASuW 2 Mk-50 4 Mk-46 2002"
"S-3B","T2  2007","2007","2017","","","S-3B ASuW 2 Mk-50 4 Mk-46 2007"
"S-3B","T2  2012","2012","2022","","","S-3B ASuW 2 Mk-50 4 Mk-46 2012"
"S-3B","T3  2004","2004","2012","","","S-3B ASuW 2 Mk-54 4 Mk-46 2004"
"S-3B","T3  2007","2007","2017","","","S-3B ASuW 2 Mk-54 4 Mk-46 2007"
"S-3B","T3  2012","2012","2022","","","S-3B ASuW 2 Mk-54 4 Mk-46 2012"
"S-3B","T4  1991","1991","1997","","","S-3B ASuW 6 Mk-50 1991"
"S-3B","T4  1992","1992","2002","","","S-3B ASuW 6 Mk-50 1992"
"S-3B","T4  1997","1997","2007","","","S-3B ASuW 6 Mk-50 1997"
"S-3B","T4  2002","2002","2012","","","S-3B ASuW 6 Mk-50 2002"
"S-3B","T4  2007","2007","2017","","","S-3B ASuW 6 Mk-50 2007"
"S-3B","T4  2012","2012","2022","","","S-3B ASuW 6 Mk-50 2012"
"S-3B","T5  2004","2004","2012","","","S-3B ASuW 6 Mk-54 2004"
"S-3B","T5  2007","2007","2017","","","S-3B ASuW 6 Mk-54 2007"
"S-3B","T5  2012","2012","2022","","","S-3B ASuW 6 Mk-54 2012"
"S-400 Triumf","S-400 2007","2007.0","2013.0","S-400 2007-A","S-400 2007-M","S-400 2007-L"
"S-400 Triumf","S-400 2013","2013.0","2999.0","S-400 2013-A","S-400 2013-M","S-400 2013-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-1","1900","1990.999","S-70C(M) Thunderhawk-1-A","S-70C(M) Thunderhawk-1-M","S-70C(M) Thunderhawk-1-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-10","1997","2007","S-70C(M) Thunderhawk-10-A","S-70C(M) Thunderhawk-10-M","S-70C(M) Thunderhawk-10-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-11","2002","2012","S-70C(M) Thunderhawk-11-A","S-70C(M) Thunderhawk-11-M","S-70C(M) Thunderhawk-11-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-12","2007","2017","S-70C(M) Thunderhawk-12-A","S-70C(M) Thunderhawk-12-M","S-70C(M) Thunderhawk-12-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-13","2012","2022","S-70C(M) Thunderhawk-13-A","S-70C(M) Thunderhawk-13-M","S-70C(M) Thunderhawk-13-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-14","1991","2002","S-70C(M) Thunderhawk-14-A","S-70C(M) Thunderhawk-14-M","S-70C(M) Thunderhawk-14-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-15","1992","2002","S-70C(M) Thunderhawk-15-A","S-70C(M) Thunderhawk-15-M","S-70C(M) Thunderhawk-15-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-16","1997","2007","S-70C(M) Thunderhawk-16-A","S-70C(M) Thunderhawk-16-M","S-70C(M) Thunderhawk-16-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-17","2002","2012","S-70C(M) Thunderhawk-17-A","S-70C(M) Thunderhawk-17-M","S-70C(M) Thunderhawk-17-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-18","2007","2013","S-70C(M) Thunderhawk-18-A","S-70C(M) Thunderhawk-18-M","S-70C(M) Thunderhawk-18-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-19","2012","2013","S-70C(M) Thunderhawk-19-A","S-70C(M) Thunderhawk-19-M","S-70C(M) Thunderhawk-19-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-2","1991","1997","S-70C(M) Thunderhawk-2-A","S-70C(M) Thunderhawk-2-M","S-70C(M) Thunderhawk-2-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-20","1991","2002","S-70C(M) Thunderhawk-20-A","S-70C(M) Thunderhawk-20-M","S-70C(M) Thunderhawk-20-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-21","1992","2002","S-70C(M) Thunderhawk-21-A","S-70C(M) Thunderhawk-21-M","S-70C(M) Thunderhawk-21-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-22","1997","2007","S-70C(M) Thunderhawk-22-A","S-70C(M) Thunderhawk-22-M","S-70C(M) Thunderhawk-22-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-23","2002","2012","S-70C(M) Thunderhawk-23-A","S-70C(M) Thunderhawk-23-M","S-70C(M) Thunderhawk-23-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-24","2007","2017","S-70C(M) Thunderhawk-24-A","S-70C(M) Thunderhawk-24-M","S-70C(M) Thunderhawk-24-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-25","2012","2022","S-70C(M) Thunderhawk-25-A","S-70C(M) Thunderhawk-25-M","S-70C(M) Thunderhawk-25-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-26","2004","2012","S-70C(M) Thunderhawk-26-A","S-70C(M) Thunderhawk-26-M","S-70C(M) Thunderhawk-26-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-27","2007","2017","S-70C(M) Thunderhawk-27-A","S-70C(M) Thunderhawk-27-M","S-70C(M) Thunderhawk-27-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-28","2012","2022","S-70C(M) Thunderhawk-28-A","S-70C(M) Thunderhawk-28-M","S-70C(M) Thunderhawk-28-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-29","2004","2012","S-70C(M) Thunderhawk-29-A","S-70C(M) Thunderhawk-29-M","S-70C(M) Thunderhawk-29-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-3","1992","2002","S-70C(M) Thunderhawk-3-A","S-70C(M) Thunderhawk-3-M","S-70C(M) Thunderhawk-3-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-30","2007","2017","S-70C(M) Thunderhawk-30-A","S-70C(M) Thunderhawk-30-M","S-70C(M) Thunderhawk-30-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-31","2012","2022","S-70C(M) Thunderhawk-31-A","S-70C(M) Thunderhawk-31-M","S-70C(M) Thunderhawk-31-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-32","2004","2012","S-70C(M) Thunderhawk-32-A","S-70C(M) Thunderhawk-32-M","S-70C(M) Thunderhawk-32-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-33","2007","2017","S-70C(M) Thunderhawk-33-A","S-70C(M) Thunderhawk-33-M","S-70C(M) Thunderhawk-33-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-34","2012","2022","S-70C(M) Thunderhawk-34-A","S-70C(M) Thunderhawk-34-M","S-70C(M) Thunderhawk-34-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-35","2004","2012","S-70C(M) Thunderhawk-35-A","S-70C(M) Thunderhawk-35-M","S-70C(M) Thunderhawk-35-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-36","2007","2017","S-70C(M) Thunderhawk-36-A","S-70C(M) Thunderhawk-36-M","S-70C(M) Thunderhawk-36-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-37","2012","2022","S-70C(M) Thunderhawk-37-A","S-70C(M) Thunderhawk-37-M","S-70C(M) Thunderhawk-37-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-4","1997","2007","S-70C(M) Thunderhawk-4-A","S-70C(M) Thunderhawk-4-M","S-70C(M) Thunderhawk-4-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-5","2002","2012","S-70C(M) Thunderhawk-5-A","S-70C(M) Thunderhawk-5-M","S-70C(M) Thunderhawk-5-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-6","2007","2013","S-70C(M) Thunderhawk-6-A","S-70C(M) Thunderhawk-6-M","S-70C(M) Thunderhawk-6-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-7","2012","2013","S-70C(M) Thunderhawk-7-A","S-70C(M) Thunderhawk-7-M","S-70C(M) Thunderhawk-7-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-8","1991","1997","S-70C(M) Thunderhawk-8-A","S-70C(M) Thunderhawk-8-M","S-70C(M) Thunderhawk-8-L"
"S-70C(M) Thunderhawk","S-70C(M) Thunderhawk-9","1992","2002","S-70C(M) Thunderhawk-9-A","S-70C(M) Thunderhawk-9-M","S-70C(M) Thunderhawk-9-L"
"S-75 Desna","S-75 Desna-1","1959.0","2999.0","S-75 Desna-1-A","S-75 Desna-1-M","S-75 Desna-1-L"
"S-75 Dvina","S-75 Dvina-1","1957.0","2999.0","S-75 Dvina-1-A","S-75 Dvina-1-M","S-75 Dvina-1-L"
"S-75M Dvina","S-75M Dvina-1","1958.0","2999.0","S-75M Dvina-1-A","S-75M Dvina-1-M","S-75M Dvina-1-L"
"S-75M Volga","S-75M Volga-1","1995.0","2999.0","S-75M Volga-1-A","S-75M Volga-1-M","S-75M Volga-1-L"
"S-75M Volkhov","S-75M Volkhov-1","1961.0","2999.0","S-75M Volkhov-1-A","S-75M Volkhov-1-M","S-75M Volkhov-1-L"
"S-75M2 Volkhov","S-75M2 Volkhov-1","1968.0","2999.0","S-75M2 Volkhov-1-A","S-75M2 Volkhov-1-M","S-75M2 Volkhov-1-L"
"S-75M2 Volkhov","S-75M2 Volkhov-2","1900","2999","S-75M2 Volkhov-2-A","S-75M2 Volkhov-2-M","S-75M2 Volkhov-2-L"
"S-75M2 Volkhov","S-75M2 Volkhov-2","1900","2999","S-75M2 Volkhov-2-A","S-75M2 Volkhov-2-M","S-75M2 Volkhov-2-L"
"S-75M3 Volkhov","S-75M3 Volkhov-1","1975.0","2999.0","S-75M3 Volkhov-1-A","S-75M3 Volkhov-1-M","S-75M3 Volkhov-1-L"
"S-75M4 Volkhov","S-75M4 Volkhov-1","1978.0","2999.0","S-75M4 Volkhov-1-A","S-75M4 Volkhov-1-M","S-75M4 Volkhov-1-L"
"SH-14B (88)","GM1  1962","1988","2008","","","Lynx HAS.Mk.2 1 A-244S 2 AS 12 1962-L"
