DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName nexttumeric,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError numeric,AngleError_deg numeric,ElevationError_deg numeric,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor numeric,IsSurveillance numeric,ERPpeak_dBW numeric,ERPaverage_dBW numeric,MaxFireControlTracks numeric,IsSemiactive numeric,BlindSpeed_mps numeric,LookdownWater_dB numeric,LookdownLand_dB numeric,Bandwidth_Hz numeric,AzimuthBeamwidth_deg numeric,ElevationBeamwidth_deg numeric,EffectiveSidelobes_dB numeric,DetectsSurface numeric,DetectsAir numeric,DetectsMissile numeric,DetectsGround numeric
"TRS 3D/16 AS","","0","0","1","0","0","1900","2999","","","null","null","null","3D air search radar","","200","74.77","360","-35","70","6","GenericSensor","0","0.28","0.19","3000000000","3500000000","99","1","1","70","60","0","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","0"
"TRS 3D/32","","0","0","1","0","0","1900","2999","","","null","null","null","3D air search radar","given that it uses 32 instead of 16 elements, and int eh face of no further information on the series other than what was found for the /16, I will assume that with twice the elements it puts out twice the power, and has twice the receeption ability making every target look 4 times larger.  74.77*4^0.25=105.75, the new ref range.","200","105.75","360","-35","70","6","GenericSensor","0","0.28","0.19","3000000000","3500000000","99","1","1","89","70.61","0","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","0"
"Type 1002","","0","0","0","0","0","1900","2999","","","null","null","null","Type 1002; SS; Max=26km; Ref=26.168km","Simply a duplicated BPS-14 SS","26","26.17","360","0","13","6.32","GenericSensor","0","0.15","0.81","3000000000","3500000000","99","1","1","29.21","19.21","4","0","2.5","-3","-12","3000000","5","13","-30","1","0","0","1"
"Type 1006","","0","0","0","0","0","1900","2999","","","null","null","null","Type 1006; AS/SS; Max=118.5km; Ref=24.6889km","Due to a shortage of time, the research phase is rather...short for this radar.  It is based off a copy of the SPS-55.  All details are unchanged unless otherwise noted.  Max range for the 1006 is 64nm, which is 118.5km so boosting range and ref range by 1.75597x.  Scan rate is 24rpm so scanperiod is just 2.5 seconds.","118.5","24.69","360","0","20","3.75","GenericSensor","0","0.08","1.25","3000000000","3500000000","99","1","1","29.57","19.57","4","0","2.5","-3","-12","3000000","5","18","-30","1","1","1","1"
"Type 1007","","0","0","1","0","0","1900","2999","","","null","null","null","Air/surface-search radar.","","560","177","360","0","70","1","GenericSensor","0.06","0.5","0.5","3000000000","3500000000","99","1","1","45","35","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Type 1007(s)","","0","0","1","0","0","1900","2999","","","null","null","null","Air/surface-search radar.","Submarine Version using a considerably smaller antenna and transmitter.","60","17","360","0","20","1","GenericSensor","0.12","1","0.5","3000000000","3500000000","99","1","1","45","35","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Type 1022","","0","0","1","0","0","1900","2999","","","null","null","null","Type 1022; AS; Max=416.7km; Ref=115.4km","Due to a shortage of time, im cheating on this radar.  I know its range is roughly 225nm, thats all I know currently, im modyfiying the range of the radar proportionally and thats it for now.","416.7","115.4","360","-35","70","8.63","GenericSensor","0","0.28","0.19","3000000000","3500000000","99","1","1","70","60","0","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","0"
"Type 245 SS/FC","","0","0","1","0","0","1900","2999","","","null","null","null","Surface search radar for H-6D bomber","","220","60.93","360","-70","35","8.63","GenericSensor","0","0.31","0.21","3000000000","3500000000","99","1","1","70","60","2","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","0"
"Type 343G","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Wok Won. AAA fire control radar installed aboard numerous Chinese surface combatants. It is a Chinese version of the Russian Yakor (NATO Hawk Screech).","","78","24.5","360","-35","55","1.5","GenericSensor","0.3","1","1","3000000000","3500000000","99","1","0","46","36","1","0","0","0","0","3000000","5","0.6","-30","1","1","1","0"
"Type 344","","0","0","1","0","0","1900","2999","","","null","null","null","Fire control radar for anti-ship missiles and guns installed aboard various Chinese surface combatants.","","75","23","360","-10","85","12","GenericSensor","0","0","0","3000000000","3500000000","99","1","0","72","62","1","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Type 345","","0","0","1","0","0","1900","2999","","","null","null","null","French Castor CTM. Fire-control for the HQ-7 (French Crotale) SAM system installed aboard several Chinese surface combatants.","","35","32","270","-25","85","1","GenericSensor","0.1","0.8","0.8","3000000000","3500000000","99","1","0","63","53","1","0","1000","0","0","3000000","5","2.3","-30","0","1","1","0"
"Type 346","","0","0","1","0","0","1900","2999","","","null","null","null","4-Faced air/surface-search phased array radar installed aboard the Chinese Luyang II Class DDGHM.","","450","142","360","-35","70","1","GenericSensor","0","0.09","0.11","3000000000","3500000000","99","1","1","79","69","24","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Type 347 (Aft)","","0","0","1","0","0","1900","2999","","","null","null","null","Fire control radar for Type 730 CIWS installed aboard various Chinese surface combatants.","","45","14","190","-10","85","1","GenericSensor","3","0.03","0.03","3000000000","3500000000","99","1","0","71","61","1","0","0","0","0","3000000","5","2.5","-30","0","1","1","0"
"Type 347 (Fore)","","0","0","1","0","0","1900","2999","","","null","null","null","Fire control radar for Type 730 CIWS installed aboard various Chinese surface combatants.","","45","14","190","-10","85","1","GenericSensor","3","0.03","0.03","3000000000","3500000000","99","1","0","71","61","1","0","0","0","0","3000000","5","2.5","-30","0","1","1","0"
"Type 347 (Port)","","0","0","1","0","0","1900","2999","","","null","null","null","Fire control radar for Type 730 CIWS installed aboard various Chinese surface combatants.","","45","14","190","-10","85","1","GenericSensor","3","0.03","0.03","3000000000","3500000000","99","1","0","71","61","1","0","0","0","0","3000000","5","2.5","-30","0","1","1","0"
"Type 347 (Stbd)","","0","0","1","0","0","1900","2999","","","null","null","null","Fire control radar for Type 730 CIWS installed aboard various Chinese surface combatants.","","45","14","190","-10","85","1","GenericSensor","3","0.03","0.03","3000000000","3500000000","99","1","0","71","61","1","0","0","0","0","3000000","5","2.5","-30","0","1","1","0"
"Type 352","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Square Tie. Surface search and fire-control radar for Chinese ASCMs. It is a Chinese version of the Russian MR-331 Rangout. ","","45","14","360","-25","55","10","GenericSensor","0.2","1","1","3000000000","3500000000","99","1","1","58","48","1","0","0","0","0","3000000","5","5","-30","1","1","0","0"
"Type 354","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Eye Shield. Low-altitude air/surface search radar.","","198","62.5","360","-35","55","15","GenericSensor","0.08","4.3","4.3","3000000000","3500000000","99","1","1","28","18","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Type 360","","0","0","1","0","0","1900","2999","","","null","null","null","Italian RAN-10S. Air search radar installed aboard a number of Chinese surface combatants.","","156","49","360","-20","60","2","GenericSensor","0.02","0.35","0.35","3000000000","3500000000","99","1","1","44","34","0","0","0","0","0","3000000","5","1.5","-30","0","1","1","0"
"Type 363","","0","0","1","0","0","1900","2999","","","null","null","null","French Sea Tiger radar. Air and surface search radar installed aboard some Chinese surface combatants.","","292","92","360","-35","55","5","GenericSensor","0.3","1","1","3000000000","3500000000","99","1","1","60","50","0","0","0","0","0","3000000","5","8","-30","1","1","1","0"
"Type 364","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Seagull. Anti-missile air search radar installed aboard various Chinese surface combatants","","268","84","360","-20","50","12","GenericSensor","50","0.3","50","3000000000","3500000000","99","1","1","72","62","2","0","0","0","0","3000000","5","1.5","-30","0","1","1","0"
"Type 381","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Rice Field. Phased array air and surface search radar installed aboard several Chinese surface combatants.","","315","100","360","-12","29","12","GenericSensor","0.1","0.8","0.8","3000000000","3500000000","99","1","1","63","53","0","0","0","0","0","3000000","5","2.7","-30","0","1","1","0"
"Type 515/517","","0","0","1","0","0","1900","2999","","","null","null","null","NATO Pea Sticks. 2D Long Range air search radar.","","350","110","360","-35","70","12","GenericSensor","0.15","1","1","3000000000","3500000000","99","1","1","81","71","0","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"Type 518","","0","0","1","0","0","1900","2999","","","null","null","null","2D long-range air search radar installed aboard a number of Chinese surface combatants.","","400","126","360","-35","70","20","GenericSensor","0.3","1.2","1.2","3000000000","3500000000","99","1","1","67","57","0","0","0","0","0","3000000","5","1.1","-30","0","1","1","0"
"Type 86","Type 87 Indigo Corkscrew","0","0","0","0","0","1900","2999","","","null","null","null","Type 87 Indigo Corkscrew Radar; AS; Max=70km; Ref=18.311km","needs updating with accurate details.  Current info 'generated' mathematically. ","400","18.31","360","-5","60","1.78","GenericSensor","0.01","0.1","0.06","3000000000","3500000000","99","1","1","80","70","6","0","2.5","-3","-12","3000000","5","1.7","-30","0","1","1","0"
"Type 87","Type 87 Scorpion","0","0","0","0","0","1900","2999","","","null","null","null","Type 87 Scorpion Radar; AS; Max=400km; Ref=94.547km","needs updating with accurate details.  Current info 'generated' mathematically. ","400","94.55","360","-5","60","12.73","GenericSensor","0.01","0.2","0.11","3000000000","3500000000","99","1","1","80","70","6","0","2.5","-3","-12","3000000","5","1.7","-30","0","1","1","0"
"Type 965","","0","0","1","0","0","1900","2999","","","null","null","null","Type 965; AS; Max=296.3km; Ref=66.47km","Due to a shortage of time, im cheating on this radar.  I know its maximum range of 965M icreases the range to 200nm, range of 965P to 280nm, setting base 965 to 160nm. thats all I know currently.  Can detect a 'jet bomber' at a range of 120nm(setting the radar for 120m² @ 220km).  Using 4 times the low altitude penalty of the 1022 as well.  Picks up an exocet as set currently(the exocet should probably be smaller than it is currently) at 30.2km.  moved lookdown_water to -24dB, changes exocet detection from 30.2km to around 14km.","296.3","66.47","360","-35","70","8.63","GenericSensor","0","0.28","0.19","3000000000","3500000000","99","1","1","70","60","0","0","2.5","-24","-36","3000000","5","5","-30","0","1","1","0"
"Type 967/968","","0","0","1","0","0","1900","2999","","","null","null","null","Type 967/968; SS/AS; Max=230km; Ref=66.47km","Due to a shortage of time, im cheating on this radar.  I know little of this radar, basing it off a copied type 965 and modifying to taste.  If you have better information, don't hesitate to rewrite this radar.  Setting it for detection of a 150m² target at max range.","230","65.72","360","-35","70","2","GenericSensor","0","0.28","0.19","3000000000","3500000000","99","1","1","70","60","2","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","1"
"Type 967M","","0","0","1","0","0","1900","2999","","","null","null","null","Type 967M; AS; Max=230km; Ref=66.47km","Due to a shortage of time, im cheating on this radar.  Duplicated the Type 967/968, and stripped the 968 functionality(SS).","230","65.72","360","-35","70","2","GenericSensor","0","0.28","0.19","3000000000","3500000000","99","1","1","70","60","2","0","2.5","-3","-12","3000000","5","5","-30","0","1","1","0"
"Type 978","","0","0","0","0","0","1900","2999","","","null","null","null","Type 978; SS; Max=60km; Ref=12.498km","A direct duplication of the SPS-55, with a slight down turn in maximum range.  If anyone has better info, by all means rework this radar, i lack the time to do it properly at current.","60","12.5","360","0","20","3.75","GenericSensor","0","0.08","1.25","3000000000","3500000000","99","1","1","29.57","19.57","4","0","2.5","-3","-12","3000000","5","20","-30","1","0","0","1"
"Type 993","","0","0","0","0","0","1900","2999","","","null","null","null","Type 993; AS/SS; Max=80km; Ref=20.002km","Due to a shortage of time, the research phase is rather...short for this radar.  It is based off a copy of the SPS-55 entry.  known target detection ranges are for a bomber ay 20,000ft at 35nm(assuming then 150m² @ 65km), and a carrier at 30nm(1,000m² at 56km).  lookdown water will be tweaked at achieve the carrier detection range.  in order to allow for detection of the bomber target at 6100m altitude at 65km range, the beam angle must be under 5.36° to prevent the lookdown penalty from imparing it as well.","80","20","360","0","20","3.75","GenericSensor","0","0.08","1.25","3000000000","3500000000","99","1","1","29.57","19.57","4","0","2.5","-3","-12","3000000","5","5","-30","1","1","0","1"
"Type 996","","0","0","0","0","0","1900","2999","","","null","null","null","Type 996; AS/SS; Max=241km; Ref=60.169km","Due to a shortage of time, shortcuts were taken with this radar.  I know only that its scan rate is 14rpm, and that it can track a fighter out to 115km, and a maritime aircraft(P-3 Orion/IL-76 May?) out to more than 150km.  These details aside, the radar is a direct copy of the SPS-58A.  Aligned for a 50m² target at 160km.  This is apparantly a 3D radar with surface search capabilities.","241","60.17","360","0","18","4.29","GenericSensor","0.01","0.2","1.13","3000000000","3500000000","99","1","1","49.37","39.37","4","0","2.5","-3","-12","3000000","5","18","-30","1","1","1","1"
"Type 998","","0","0","1","0","0","1900","2999","","","null","null","null","Type 965; AS; Max=180km; Ref=82km","Due to a shortage of time, im cheating on this radar.  I have duplicated the Type 965, eliminated the suface search ability, downgraded the range, and slightly upgradd the ref range.  If any one knows more about ths radar, since I haven't found anything to work with in a (admittedly VERY)brief search, please do  alter it as necessary.","180","71.5","360","-35","70","4","GenericSensor","0","0.28","0.19","3000000000","3500000000","99","1","1","70","60","0","0","2.5","-12","-36.13","3000000","5","5","-30","0","1","1","0"
"Type-909 FC","","0","0","1","0","0","1900","2999","","","null","null","null","Fire control acquisition radar for Sea Dart SAM Mod0","ref_range adjusted to permit detection of a 25m² target out to 150km.  It was set for a 400m² target acquired at just 150km.  This adjustment may be too much.  I want an exocet to get dangerously close as they did in the falklands war.  The Exocet has an assigned RCS of -9.47, aspect 0 is -3dB, so -12.47.  Lookdown water is -30, so the missile has an efective RCS of -42.47 when on the deck.  to detect at 6km, the effective RCS needs to be -41.35.  For this to apply only to aircraft at or under 50m altitude, at 14000m range, the elevation beam width must be no larger than 0.204627°.  I will use 0.2 instead of the current value of 5.","150","64.846","360","0","70","1","GenericSensor","0.01","0.42","0.28","3000000000","3500000000","99","1","0","60","50","2","0","0","-30","-40","3000000","0.5","0.2","-30","0","1","1","0"
"Type-992 SS","","0","0","1","0","0","1900","2999","","","null","null","null","Surface search nav radar","","100","27.69","360","-35","70","8.63","GenericSensor","0","0.46","0.31","3000000000","3500000000","99","1","1","70","60","0","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","0"
"Uspekh 1A","Big Bulge","0","0","0","0","0","1900","2999","","","null","null","null","Uspekh-1 surface search radar used by Tu-95RT","credited with a maximum range of 225nm, also assumed to be superior in gain to the Uspekh-2, which is a smaller system mounted below a Ka-25 hormone.  Boosting Ref range by 10%","417","220","360","-40","0","12","GenericSensor","0","0.08","0.47","3000000000","3500000000","99","2","1","50","40","0","0","2.5","0","-15","3000000","5","30","-30","1","0","0","0"
"Uspekh-2 SS","Big Bulge B","0","0","0","0","0","1900","2999","","","null","null","null","Uspekh-2 surface search radar used by Ka-25 Hormone","","145","200","360","-30","10","12","GenericSensor","0","0.08","0.47","3000000000","3500000000","99","2","1","50","40","0","0","2.5","0","-15","3000000","5","30","-30","1","0","0","0"
"V-860 SARH Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","V-860 SARH Seeker","","40","62.2","90","-45","45","2","GenericSensor","0.32","6.79","4.52","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","0","1","1","0"
"Variant","","0","0","","","","1900","2999","","","","","","","Marcos","70","40","360","0","40","2.5","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","38","28","0","0","0","0","0","3000000","5","11","-30","1","1","1","0"
"WM-27","","0","0","1","0","0","1900","2999","","","null","null","null","","as the mk-92 is based of the Signaal 'Egg' WM20 series, I have used it as the base entry for the WM27.  Instrumented is set according to maximum detection of a 100m² target.","170","53.708","300","-35","70","1","GenericSensor","0.01","0.51","0.34","3000000000","3500000000","99","1","0","60","50","1","0","0","-3","-12","3000000","5","5","-30","1","1","1","0"
"YJ-6 Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","null","","35","9.69","60","-30","30","2.5","GenericSensor","0.28","5.74","3.82","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Zhuk-MSE","","0","0","1","0","0","1900","2999","","","null","null","null","Russian airborne air/surface-search and fire-control radar. Installed aboard Chinese Su-30MKK3.","","402","127","190","-40","56","5","GenericSensor","0.02","0.1","0.65","3000000000","3500000000","99","1","1","70","60","4","0","1","0","0","3000000","5","5","-30","1","1","1","1"
"ZPS-6 AS/SS","","0","0","","","","1900","2999","","","","","","","","20","8","360","0","30","10","GenericSensor","0","0","90","8500000000","9000000000","99","2","1","54","44","0","0","0","0","0","3000000","5","5","-30","1","1","0","0"
"ZW-07 SS","","0","0","1","0","0","1900","2999","","","null","null","null","Signaal surface search radar","","30","8.31","360","-35","70","8.63","GenericSensor","0","0.84","0.56","3000000000","3500000000","99","1","1","50","40","0","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","0"
"APG-63","","0","0","0","0","0","1900","2999","","","null","null","null","","Copied APG-70.  As APG-70 is essentially reliability improvements in MTBF and MTTR, i have left it functionally identical.","213","130","120","-60","60","10","GenericSensor","0.01","0.12","0.19","9000000000.0","10000000000.0","99","1","1","69.31","59.31","6","0","2.5","-3","-12","3000000.0","5","3.05","-30","1","1","1","1"
"EL/M-2022(v)3","","0","0","","","","1900","2999","","","","","","","ref range is for detection of 1m² target at 30nm at sea, thus no additional penalty for lookdown on water applied.","370","55.56","240","-90","15","4","GenericSensor","0","0","0","9150000000.0","9650000000.0","99","1","1","75.328","58.339","4","0","3","0","-9","96000000.0","3.8","8","-30","0","1","0","0"
"EL/M-2022","","0","0","","","","1900","2999","","","","","","","ref range extrapolated from (v)3 based on power.  tranmistter is 1.8km instead of 8kw, all else assumed equal.  to receive equivalent power at 30nm the target must be a 4.4444m² target instead of 1m², this yields a ref range of 38.266km.  smallest targets een to maximum range on (v)3 is 1967m², this size target is only seen at 255km if correct about extrapolation, this is 137.6nm, set maximum range to 130nm.","240.76","38.266","240","-90","15","4","GenericSensor","0","0","0","9150000000.0","9650000000.0","99","1","1","68.85","51.86","4","0","3","0","-9","96000000.0","3.8","8","-30","0","1","0","0"
"SPS-32","","0","0","0","0","0","1900","2999","","","null","null","null","SPs-32; AS; Max=740km; Ref=207.25km","assuming 30dB gain.","740","207.25","360","0","50","6","GenericSensor","0.006","1","1","3000000000.0","3500000000.0","99","1","1","91.761","79","0","0","2.5","-6","-15","3000000.0","7","50","-30","1","1","1","1"
"SPS-33","","0","0","0","0","0","1900","2999","","","null","null","null","SPs-33; AS; Max=463km; Ref=135.39km","assuming 30dB gain.","463","135.39","360","0","50","6","GenericSensor","0.006","1","1.5","3000000000.0","3500000000.0","99","1","1","88","75","0","0","2.5","-6","-15","3000000.0","60","11","-30","1","1","1","1"
"SPG-49 2","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-49 Talos Illumination Radar, supports up to 2 missiles at a time.","originally designed with ain instrumented range of 400kyds and track a 1m² target at 200kyds, this was later relaxed to 300kyds instrumented while tracking at 4.5m² target at 200kyds.","274.32","125.5634","360","-30","83","7.2","GenericSensor","0.00025","0.0025","0.0025","3000000000.0","3500000000.0","99","0","0","42.91","32.91","2","0","2.5","-3","-12","3000000.0","5","11","-30","0","1","1","0"
"SPG-55 4","","0","0","0","0","0","1900","2999","","","null","null","null","SPG-55 Terrier Illumination Radar, supports up to 4 missiles at a time.","assumed 25dB gain.  maximum range of 200kyds.  assumed 100m² target at this range.","182.88","57.832","360","-30","83","3","GenericSensor","0.00527","0.45","0.45","3000000000.0","3500000000.0","99","0","0","85","62","4","0","2.5","-3","-12","3000000.0","1.6","1.6","-30","0","1","1","0"
"4R90 Yatagan 2","Low Blow","0","0","0","0","0","1900","2999","","","null","null","null","SNR-125 Low Blow; AS; Max=110km; Ref=133.01km","needs updating with accurate details. Max range, Ref Range are accurate.  Used missile performance to push the radar accuracy to where its needed.  0.0006 range error, 0.04 angular errors results in a maximum error of 21.4m at 18.5km, max range of the best missile it commands.","110","133.01","360","-5","60.5","2.23","GenericSensor","0.0006","0.04","0.04","9000000000.0","9500000000.0","99","1","0","54","34","4","0","2.5","-3","-12","3000000.0","5","1.7","-30","0","1","1","0"
"4R60M Grom-M","","0","0","0","0","0","1900","2999","","","null","null","null","","I have no information other than the needs of its missile.  with a detonation range set at 22.1m, I set the radar to be accurate enough to put the missile within this the majority of the time for the longer ranged V-611M which it also guides.  Maximum 3-dimensional error is under 30m at 38km range.  Missile is set capable of tracking a 1m² at 55km.  5m² target then allows for detection at 82km, setting max range at 80.  nothing else is adjusted.","80","55","360","-5","80","2.23","GenericSensor","0.0003","0.021","0.0315","9000000000.0","9500000000.0","99","1","0","54","34","4","0","2.5","-3","-12","3000000.0","5","1.7","-30","1","1","1","0"
"4R60M Grom-M 4","","0","0","0","0","0","1900","2999","","","null","null","null","SA-N-3 FC radar, guides up to 4 missiles at once.","I have no information other than the needs of its missile.  with a detonation range set at 22.1m, I set the radar to be accurate enough to put the missile within this the majority of the time for the longer ranged V-611M which it also guides.  Maximum 3-dimensional error is under 30m at 38km range.  Missile is set capable of tracking a 1m² at 55km.  5m² target then allows for detection at 82km, setting max range at 80.  nothing else is adjusted.","80","55","360","-5","80","2.23","GenericSensor","0.0003","0.021","0.0315","9000000000.0","9500000000.0","99","1","0","54","34","4","0","2.5","-3","-12","3000000.0","5","1.7","-30","1","1","1","0"
"MRK-10 SS","","0","0","0","0","0","1900","2999","","","null","null","null","surface search radar.","Max=30km; Ref=17km","30","17","360","0","36.83","4","GenericSensor","0.13","0.1","0.65","3000000000.0","3500000000.0","99","1","1","45.37","35.37","4","0","2.5","-3","-12","3000000.0","5","10.39","-30","1","0","0","1"
"P-6 Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","n/a","","40","9","60","-30","30","2.5","GenericSensor","0.25","4.8","3.2","3000000000.0","3500000000.0","99","1","0","50","40","0","0","0","0","0","3000000.0","5","5","-30","1","0","0","0"
"Rif-A","Ball End/Sea Gull","0","0","","","","1900","2999","","","","","","","Old soviet surface search.  quoted capable of a cruiser at 20-22nm, destroyer at 14-16nm, periscopt(1.5m height) at 1-1.5nm.  Range accurate to 15m/nm.  scan rate of 6 seconds, 7 degree beam, 150kW, 2950-3020Mhz, 427pps at 1µs  Assuming 30dB for the destroyer at 16nm, is 5.2694.  Low PPS suggests a fairly long unambiguous range, 48dB equates to 45nm/83.5km.  using that as instrumented until further information is known.","83.5","5.2694","360","0","45","6","GenericSensor","0","0","90","3000000000.0","3500000000.0","99","1","1","55","45","0","0","0","0","0","3000000.0","5","5","-30","1","0","0","0"
"Fut-N","Slim Net","0","0","0","0","0","1900","2999","","","null","null","null","Fut-N (Slim Net)_AS/SS_Max=175km_Ref=43.134km","aircraft at moderate to high altitudes detected from 26 to 48km, ships detected at up to 40km.  these define the sea clutter as -20dB, this causes low flying aircraft to be able to get within 12.5 to 15km","150","43.134","360","0","36.83","4","GenericSensor","0.02","0.1","0.65","2820000000.0","2860000000.0","99","1","1","31.44","21.44","6","0","2.5","-20","-23","3000000.0","1","3","-30","1","1","1","1"
"Gyuys-2","Cross Bird","0","0","","","","1900","2999","","","","","","","","75","20.5","360","0","45","6","GenericSensor","0.001951","3","90","3000000000.0","3500000000.0","99","1","1","55","45","0","0","0","-13.5","-16.5","3000000.0","5","5","-30","0","1","1","0"
"SS-N-2A Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","set to detect a 36dB target at 20km, 24dB at 10km.","20","2.6","15","-30","30","1.25","GenericSensor","0.34","7.59","5.06","3000000000.0","3500000000.0","99","1","0","46","36","0","0","0","0","0","3000000.0","5","5","-30","1","0","0","0"
"SS-N-2C Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","set to detect a 36dB target at 30km, 24dB at 15km.","20","3.8","20","-30","30","1.25","GenericSensor","0.34","7.59","5.06","3000000000.0","3500000000.0","99","1","0","46","36","0","0","0","0","0","3000000.0","5","5","-30","1","0","0","0"
"MR-331 Rangout","Square Tie","0","0","1","0","0","1900","2999","","","null","null","null","","capable of up to 40nm vs large targets, 20+nm practical usage.  Set to achieve 40nm vs 48dB targets, 20nm vs 36dB targets, most destroyers at 30-33.","75","4.6","360","-30","30","4","GenericSensor","0.34","7.59","5.06","8500000000.0","10550000000.0","99","1","1","46","36","0","0","0","0","0","3000000.0","5","5","-30","1","1","1","0"
"MR-104 Rys","Drum Tilt","0","0","0","0","0","1900","2999","","","null","null","null","","FC for the AK-230's.","40","2","360","0","87","0.5","GenericSensor","0.0002","0.0004","0.0004","3000000000.0","3500000000.0","99","0","1","41.58","31.58","100","0","2.5","-3","-12","3000000.0","5","0.5","-30","1","1","1","0"
"R-4RM Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Semi-Active seeker for R-4RM","Aligned to detect a 100m² target(large bomber) at 48km, but capable of exceeding this, the missile itself can headon a 550kt target from 77km...Also features better resistance to ground/surface clutter","80","15.2","90","-45","45","3.75","GenericSensor","0.32","6.79","4.52","3000000000.0","3500000000.0","99","1","0","-99","-109","0","1","0","0","0","3000000.0","5","5","-30","0","1","0","0"
"R-4R Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Semi-Active seeker for R-4RM","Aligned to detect a 100m² target(large bomber) at 40km, but capable of exceeding this, the missile itself can headon a 550kt target from 68km...","70","12.65","90","-45","45","3.75","GenericSensor","0.32","6.79","4.52","3000000000.0","3500000000.0","99","1","0","-99","-109","0","1","0","0","0","3000000.0","5","5","-30","0","1","0","0"
"RP-S Smerch","","0","0","1","0","0","1900","2999","","","null","null","null","RP-S Smerch radar - Tu-128B Radar","Bomber at 80km, track at 50km, engage at 32km.  Can't make such a distinction in GCB as yet.  Instead, bomber will be tracked at 80km.  the missile itself is limiting the engagement range to about 40km for most targets.","100","25.3","120","-15","30","2.63","GenericSensor","0","0.45","0.3","3000000000.0","3500000000.0","99","1","1","80","70","1","0","2.5","-12","-15","3000000.0","5","5","-30","0","1","0","0"
"RP-SM Smerch-M","","0","0","1","0","0","1900","2999","","","null","null","null","RP-S Smerch radar - Tu-128M Radar","Bomber at 80km, track at 50km, engage at 32km.  Can't make such a distinction in GCB as yet.  Instead, bomber will be tracked at 80km.  the missile itself is limiting the engagement range to about 40km for most targets..  Near elimination of the look down penalties","100","25.3","120","-30","30","2.63","GenericSensor","0","0.45","0.3","3000000000.0","3500000000.0","99","1","1","80","70","1","0","2.5","-3","-6","3000000.0","5","5","-30","0","1","0","0"
"PSBN","","0","0","1","0","0","1900","2999","","","null","null","null","Targeting radar for Tu-16 Rear Turret Gunner","detection of fighter targets at ranges of not less than 15-17km.  Assuming this to be the smaller of a 7m² target at 17km of 3m² at 15km.","30","11.39754","165","-60","60","2.5","GenericSensor","0.25","4.8","3.2","3000000000.0","3500000000.0","99","1","1","50","40","0","0","0","0","0","3000000.0","5","5","-30","0","1","0","0"
"Rubin-1","Downbeat","0","0","0","0","0","1900","2999","","","null","null","null","Rubin-1; SS; Max=240km; Ref=8km","","240","8","240","-60","0","6","GenericSensor","0.03","0.1","0.65","3000000000.0","3500000000.0","99","1","1","47.47","37.47","2","0","2","0","0","3000000.0","5","10.39","-30","1","0","0","1"
"KS-1 SARH Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Semi-Active seeker for KS-1","","30","4","10","-10","10","5","GenericSensor","0.32","6.79","4.52","3000000000.0","3500000000.0","99","1","0","-99","-109","0","1","0","0","0","3000000.0","5","5","-30","1","0","0","0"
"KSR-2 AR Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Active seeker for KSR-2","","40","6","20","-20","20","5","GenericSensor","0.32","6.79","4.52","3000000000.0","3500000000.0","99","1","0","46","33","0","0","0","0","0","3000000.0","5","5","-30","1","0","0","0"
