"DatabaseClass text primary key","NATO_ASCC text","ModelClassId numeric","ClassificationId numeric","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","Damage numeric","DamageModel text","LaunchSpeed_mps numeric","targetFlags numeric","MinLaunchAlt_m numeric","MaxLaunchAlt_m numeric","MinRange_km numeric","MaxRange_km numeric","ProbNoFaults numeric","PayloadClass text","PayloadQuantity numeric","DatalinkRange_km real","AcceptsUserCommands numeric","DetonationRange_m numeric","RCS_dBsm numeric","RCS_Model text","OpticalCrossSection_dBsm numeric","IRSignature_dB numeric","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","DragArea_sm numeric","Gmax numeric","MaxTurnRate_degps numeric","Cdpsub numeric","Cdptran numeric","Cdpsup numeric","Mcm numeric","Msupm numeric","BoostThrust_N numeric","BoostTime_s numeric","SustThrust_N numeric","SustTime_s numeric","ShutdownSpeed_mps numeric","SensorClass text","NeedsFireControl numeric","AcceptsWaypoints numeric","Rng1_km numeric","Alt1_m numeric","AltMode1 numeric","GuidMode1 numeric","Rng2_km numeric","Alt2_m numeric","AltMode2 numeric","GuidMode2 numeric","Rng3_km numeric","Alt3_m numeric","AltMode3 numeric","GuidMode3 numeric","Rng4_km numeric","Alt4_m numeric","AltMode4 numeric","GuidMode4 numeric","Rng5_km numeric","Alt5_m numeric","AltMode5 numeric","GuidMode5 numeric","Rng6_km numeric","Alt6_m numeric","AltMode6 numeric","GuidMode6 numeric","Rng7_km numeric","Alt7_m numeric","AltMode7 numeric","GuidMode7 numeric","Rng8_km numeric","Alt8_m numeric","AltMode8 numeric","GuidMode8 numeric","DamageEffect text"
"PL-11","","5","64","","200","","1989","2004","","","","mis/icoPL11.jpg","roland-sam.xml","PL-11 AAM 550kt target engaged at 53.5km  ETA 66 seconds.  Is a License built Aspide","","8","BlastFragAir35kg","0","2","0","34567","3","53.5","0.85","","","0","0","11.05478448","-11.6","MissileRCS1","-2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M4","0","1","30","141.6","0.0168","0.021","0.014","0.8","1.2","58300","1.15","17600","13.8","450","PL-11 Seeker","1","0","0.1","6000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"PL-11A","","5","64","","220","","2001","2999","","","","mis/icoPL11A.jpg","roland-sam.xml","PL-11A AAM 550kt target engaged at 65km  ETA 76 seconds.  Chinese Upgraded Aspide","","8","BlastFragAir42kg","0","2","0","34567","3","65","0.85","","","0","0","11.96826841","-11.6","MissileRCS1","-2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M4.2","0","1","30","141.6","0.0168","0.021","0.014","0.8","1.2","58300","2.2","16000","17","450","PL-11A Seeker","1","0","0.1","6000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"PL-11 AMR","","5","64","","220","","2007","2999","","","","mis/icoPL11AMR.jpg","roland-sam.xml","PL-11 AMR AAM 550kt target engaged at 117.8km  ETA 104 seconds.  Chinese upgraded Aspide, features radar guidance.","","8","BlastFragAir42kg","0","2","0","34567","3","88.8","0.85","","","0","0","11.96826841","-11.6","MissileRCS1","-2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M4.2","0","1","30","141.6","0.0168","0.021","0.014","0.8","1.2","58300","2.2","16000","17","450","PL-11 AMR Seeker","1","0","22","12500","0","0","0.1","0.1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"PL-12","","5","64","100000","175","1","2007","2999","","","","mis/icoPL12.jpg","aa-12.xml","PL-12 AAM  550 kt target engaged at 105.1km  ETA 1 minute 30 seconds","","3","BlastFragAir22kg","0","2","0","34567","0.3","73.7","0.85","","","0","0","9.299149732","-12.9","MissileRCS1","-1.71","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M4.2","0","0.01","40","169.91","0.018","0.0225","0.015","0.8","1.2","65500","2.5","11000","17","500","PL-11 AMR Seeker","1","0","20","13500","0","0","0.1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"PL-13","","5","64","100000","225","1","2013","2999","","","","mis/icoPL13.jpg","aa-12.xml","PL-13 AAM  550 kt target engaged at 148.1km  ETA 2 minute 5 seconds","","3","BlastFragAir22kg","0","2","0","34567","0.3","112.8","0.85","","","0","0","9.299149732","-12.9","MissileRCS1","-1.71","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M4.2","0","0.01","40","169.91","0.0156","0.0195","0.013","0.8","1.2","55000","4","6500","32","500","PL-11 AMR Seeker","1","0","20","13500","0","0","0.1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"LY-60N","","5","64","","220","","1900","2999","","","","mis/icoLY60N.jpg","roland-sam.xml","Navalised PL-11A  550kt target at 45km, ETA 48 seconds.  550kt target at 100m engaged at 33.4km ETA 34 seconds.","","8","BlastFragAir42kg","0","10","0","34567","1","31.5","0.85","","","0","0","11.96826841","-11.6","MissileRCS1","-2","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M4.2","0","1","30","141.6","0.0168","0.021","0.014","0.8","1.2","58300","2.2","16000","17","450","PL-11 Seeker","1","0","0.1","6000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Malafon","","5","64","300000","1330","3","1900","2999","","","","mis/icoMALAFON.jpg","mm-38.xml","","","0","Harmless","0","16","-30","34567","0","13","0.85","L4","1","0","0","0","1.5","MissileRCS1","1","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","6.43","5","193.1","0.15","0.15","0.1","0.8","1.2","80000","4","0","0","50","","0","0","0.3","100","0","1","0.1","1","0","3","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Marte Mk2","","5","64","","340","","1987","2999","","","","mis/icoMARTEMK2.jpg","mm-38.xml","Marte Mk2 ASM 20km ETA 81 seconds","http://www.mbda-systems.com/mbda/site/ref/scripts/EN_Marte-MK2---family_216.html","100","Pen70kg","0","1","0","34567","5","25","0.85","","","20","0","0","-9","MissileRCS1","-2","0","MissileIR1","Default","MissileIR1_Super","0","1","15","320","0.055","0.075","0.05","0.73","1.2","50000","1.7","4400","75","100","Marte Mk2 Seeker","0","0","0.1","5","0","1","0.01","25","2","2","0","0","0","2","0","0","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"Marte","","5","64","","340","","1977","2999","","","","mis/icoMARTE.jpg","mm-38.xml","Marte Mk2 ASM 20km ETA 81 seconds","http://www.mbda-systems.com/mbda/site/ref/scripts/EN_Marte-MK2---family_216.html","100","Pen70kg","0","1","0","34567","5","25","0.85","","","20","0","0","-9","MissileRCS1","-2","0","MissileIR1","Default","MissileIR1_Super","0","1","15","320","0.055","0.075","0.05","0.73","1.2","50000","1.7","4400","75","100","Marte Seeker","1","0","0.1","5","0","1","0.01","25","2","2","0","0","0","2","0","0","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"BGM-71A TOW","","5","64","0","19","0.25","1970","1987","","","","mis/icoBGM71.jpg","roland-sam.xml","","","180","Blast4kg","0","5","0","34567","0.5","4","0.85","","","0","0","0","-19","MissileRCS1","0","30","MissileIR1","Default","MissileIR1_Super","0","1","8","97.09","0.0044","0.006","0.004","0.8","1.2","3650","1.5","0","0","100","TOW Seeker","1","0","0.5","80","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"BGM-71E TOW 2","","5","64","0","22.7","0.25","1983","2999","","","","mis/icoBGM71E.jpg","roland-sam.xml","","","180","Pen6kg","0","5","0","34567","0.5","4","0.85","","","0","0","0","-19","MissileRCS1","0","30","MissileIR1","Default","MissileIR1_Super","0","1","8","97.09","0.0055","0.0075","0.005","0.8","1.2","4900","1.5","0","0","100","TOW Seeker","1","0","0.5","80","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"SY-1","CSS-N-1 Scrubbrush","5","64","0","2095","3","1900","2999","China","","","mis/icoSY1.jpg","styxc.xml","SY-1 Coastal Defence missile - 530kts, Range 150 km, ETA 9 Minutes, 14 Seconds","","675","Blast500kg","0","1","0","34567","2","150","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.023","0.032","0.021","0.8","1.2","122000","5","2600","520","250","SY-1 Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"SY-1A","CSS-N-1 Scrubbrush","5","64","0","2095","3","1900","2999","China","","","mis/icoSY1A.jpg","styxc.xml","SY-1A Coastal Defence missile - 530kts, Range 150 km, ETA 9 Minutes, 14 Seconds","","675","Blast500kg","0","1","0","34567","2","150","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.023","0.032","0.021","0.8","1.2","122000","5","2600","520","250","SY-1 Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"HY-1J","CSS-N-2 Safflower","5","64","0","2300","3","1900","2999","China","","","mis/icoHy1J.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","85","0.85","","","0","0","0","-4.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","132000","5","2660","277","250","SY-1 Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"HY-1JA","CSS-N-2 Safflower","5","64","0","2300","3","1900","2999","China","","","mis/icoHY1JA.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","85","0.85","","","0","0","0","-4.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","132000","5","2660","277","250","HY-1JA Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"HY-1A","CSSC-2 Silkworm","5","64","0","2300","3","1900","2999","China","","","mis/icoHY1A.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","85","0.85","","","0","0","0","-4.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","132000","5","2660","277","250","SY-1 Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"SY-2","CSS-5 Sabbot","5","64","0","1720","3","1900","2999","China","","","mis/icoSY2.jpg","styxc.xml","SY-2 - 610kts, Range 130 km, ETA 7 Minutes, 36 Seconds","","675","Blast500kg","0","1","0","34567","2","130","0.85","","","0","0","0","-4.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.023","0.032","0.021","0.8","1.2","122000","4","3030","419","250","SY-1 Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"SY-2A","CSS-5 Sabbot","5","64","0","1720","3","1900","2999","China","","","mis/icoSY2A.jpg","styxc.xml","","","0","Pen365kg","0","1","0","34567","5","167","0.85","","","0","0","0","-4.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","122000","4","3030","547.7124183","250","SY-1 Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"HY-2","CSSC-3 Seersucker","5","64","0","2988","3","1900","2999","China","","","mis/icoHY2.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","200","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","145000","6","2600","668","250","SY-1 Seeker","0","0","40","1000","0","1","20","100","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"HY-2A","CSSC-3 Seersucker","5","64","0","2988","3","1900","2999","China","","","mis/icoHY2A.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","200","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","145000","6","2600","668","250","HY-2A IR Seeker","0","0","40","1000","0","1","20","100","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"HY-2AII","CSSC-3 Seersucker","5","64","0","2988","3","1900","2999","China","","","mis/icoHY2AII.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","246","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","145000","6","2600","835","250","SY-1 Seeker","0","0","40","1000","0","1","20","100","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"HY-2B","CSSC-3 Seersucker","5","64","0","2988","3","1900","2999","China","","","mis/icoHY2B.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","246","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","145000","6","2600","668","250","HY-1JA Seeker","0","0","40","1000","0","1","20","100","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"HY-2BII","CSSC-3 Seersucker","5","64","0","2988","3","1900","2999","China","","","mis/icoHY2BII.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","246","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","145000","6","2600","835","250","HY-1JA Seeker","0","0","40","1000","0","1","20","100","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"HY-4","CSSC-7 Sadsack","5","64","0","1740","3","1900","2999","China","","","mis/icoHY4.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","300","0.85","","","0","0","0","0.01","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","42.476","0.03312","0.0414","0.0276","0.8","1.2","115000","4","3915","1054","250","HY-1JA Seeker","0","0","40","200","0","1","5","70","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"TL-6","","5","64","0","350","1","2005","2999","China","","","mis/icoTL6.jpg","styxc.xml","","","0","Pen35kg","0","1","0","34567","0.5","35","0.85","","","0","0","0","-10","MissileRCS1","5.7","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","1","12","106.191","0.0594","0.0675","0.054","0.8","1.2","48000","1.5","7200","120","240","FL-9 EO Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"TL-10","","5","64","0","105","0.5","2005","2999","China","","","mis/icoTL10.jpg","styxc.xml","","","0","Pen20kg","0","1","0","34567","0.5","20","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","132.739","0.0198","0.0225","0.018","0.8","1.2","16000","1.5","2400","66","240","FL-8 EO Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"JJ-6","","5","64","0","350","3","2005","2999","China","","","mis/icoJJ6.jpg","styxc.xml","","","0","Pen30kg","0","1","0","34567","0.5","35","0.85","","","0","0","0","-10","MissileRCS1","5.7","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","1","12","106.191","0.0198","0.0225","0.018","0.8","1.2","14400","9","2400","101","240","FL-9 EO Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"JJ-10","","5","64","0","105","3","2005","2999","China","","","mis/icoJJ10.jpg","styxc.xml","","","0","Pen15kg","0","1","0","34567","0.5","20","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","132.739","0.0198","0.0225","0.018","0.8","1.2","7200","4.5","2400","56.5","240","FL-8 EO Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"FL-8","","5","64","0","105","3","2005","2999","China","","","mis/icoFL8.jpg","styxc.xml","","","0","Pen15kg","0","1","0","34567","0.5","20","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","132.739","0.0198","0.0225","0.018","0.8","1.2","7200","4.5","2400","56.5","240","FL-8 EO Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"FL-9","","5","64","0","350","3","2005","2999","China","","","mis/icoFL9.jpg","styxc.xml","","","0","Pen30kg","0","1","0","34567","0.5","35","0.85","","","0","0","0","-10","MissileRCS1","5.7","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.1","0","1","12","106.191","0.0198","0.0225","0.018","0.8","1.2","14400","9","2400","101","240","FL-9 EO Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"FL-10","","5","64","0","100","3","1989","2999","China","","","mis/icoFL10.jpg","styxc.xml","","","0","Pen30kg","0","1","0","34567","0.25","18","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","132.739","0.0198","0.0225","0.018","0.8","1.2","7200","4","1800","70","240","FL-10 EO Seeker","0","0","0.1","12","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"Noor","","5","64","0","715","3","1900","2999","China","","","mis/icoNoor.jpg","styxc.xml","","","0","Pen165kg","0","1","0","34567","2","120","0.85","","","0","0","0","-1.8","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.0225","0.02563","0.0205","0.8","1.2","36000","5","2945","381","250","YJ-82 IR Seeker","0","0","40","20","0","1","0.1","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"FL-2","CSSC-5 Sapple","5","64","0","1850","3","1994","2999","China","","","mis/icoFL2.jpg","styxc.xml","","","0","Pen300kg","0","5","0","34567","0.5","45","0.85","","","0","0","0","-1.8","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","32.179","0.231","0.2625","0.21","0.8","1.2","160000","12","118567","53","330","YJ-1 Seeker","0","0","25","50","0","1","0.1","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-12","","5","64","0","1000","3","2004","2999","China","","","mis/icoYj12.jpg","styxc.xml","","","0","Pen205kg","0","5","0","34567","2","400","0.85","","","0","0","0","-1.8","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","12","127.429","0.06","0.07","0.08","0.8","1.2","16000","70","5500","185","200","YJ-12 Seeker","0","0","17","20000","0","1","5","50","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-1","CSSC-5 Sapple","5","64","0","1850","3","1994","2999","China","","","mis/icoYJ1.jpg","styxc.xml","","","0","Pen300kg","0","5","0","34567","0.5","45","0.85","","","0","0","0","-1.8","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","32.179","0.231","0.2625","0.21","0.8","1.2","160000","12","118567","53","330","YJ-1 Seeker","0","0","25","50","0","1","0.1","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-101","CSSC-5 Sapple","5","64","0","1850","3","1994","2999","China","","","mis/icoC101.jpg","styxc.xml","","","0","Pen300kg","0","1","0","34567","0.5","45","0.85","","","0","0","0","-1.8","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","32.179","0.231","0.2625","0.21","0.8","1.2","160000","12","118567","53","330","YJ-1 Seeker","0","0","25","50","0","1","0.1","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-201","CSSC-3 Seersucker","5","64","0","2688","3","1900","2999","China","","","mis/icoC201.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","240","0.85","","","0","0","0","0.1","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","2600","668","0","0","250","HY-1JA Seeker","0","0","40","1000","0","1","20","100","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-201W","CSSC-3 Seersucker","5","64","0","2688","3","1900","2999","China","","","mis/icoC201W.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","5","287","0.85","","","0","0","0","0.1","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","2600","835","0","0","250","HY-1JA Seeker","0","0","40","1000","0","1","20","100","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-401","CSSC-7 Sadsack","5","64","0","1640","3","1900","2999","China","","","mis/icoC401.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","2","500","0.85","","","0","0","0","0.1","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","42.476","0.03312","0.0414","0.0276","0.8","1.2","3915","1054","0","0","250","HY-1JA Seeker","0","0","40","200","0","1","5","70","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-6","CAS-1 Kraken","5","64","0","1895","3","1985","2999","China","","","mis/icoYJ6.jpg","styxc.xml","C-601 AShM - 530kts, Range 177 km, ETA 9 Minutes, 5 Seconds","","675","Blast500kg","0","1","0","34567","2","150","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.023","0.032","0.021","0.8","1.2","122000","5","2600","520","250","YJ-6 Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"C-601","CAS-1 Kraken","5","64","0","1895","3","1900","2999","China","","","mis/icoC601.jpg","styxc.xml","C-601 AShM - 530kts, Range 177 km, ETA 9 Minutes, 5 Seconds","","675","Blast500kg","0","1","0","34567","2","150","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_R_M0.85","Default","IR_M_VL_R_Super_M1.1","0","1","5","42.476","0.023","0.032","0.021","0.8","1.2","122000","5","2600","520","250","YJ-6 Seeker","0","0","40","1000","0","1","1.5","100","0","2","0.01","0.01","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"YJ-63","","5","64","0","2988","3","2001","2999","China","","","mis/icoYJ63.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","2","300","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","2600","929","0","0","250","YJ-6 Seeker","0","0","40","200","0","1","5","70","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"KD-63","","5","64","0","2988","3","2004","2999","China","","","mis/icoKD63.jpg","styxc.xml","","","0","Pen520kg","0","4","0","34567","2","300","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","2600","929","0","0","250","KD-63 EO Seeker","0","0","40","200","0","1","5","70","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"C-603","","5","64","0","2988","3","1900","2999","China","","","mis/icoC603.jpg","styxc.xml","","","0","Pen520kg","0","0","0","34567","2","300","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","2600","929","0","0","250","KD-63 EO Seeker","0","0","40","100","0","1","5","70","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"YJ-61","","5","64","0","2095","3","1990","2999","China","","","mis/icoYJ1.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","2","200","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","2600","929","0","0","250","YJ-6 Seeker","0","0","40","200","0","1","5","70","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"C-611","","5","64","0","2095","3","1900","2999","China","","","mis/icoC611.jpg","styxc.xml","","","0","Pen520kg","0","1","0","34567","2","200","0.85","","","0","0","0","-1.3","MissileRCS1","5.7","0","IR_M_VL_LP_M0.85","Default","IR_M_VL_LP_Super_M1.1","0","1","5","42.476","0.025","0.032","0.021","0.8","1.2","2600","929","0","0","250","YJ-6 Seeker","0","0","40","200","0","1","5","70","0","2","0.1","8","2","2","","","","","","","","","","","","","","","","","","","","","TestMissileDmg2"
"YJ-62","","5","64","0","1240","3","1993","2999","China","","","mis/icoYJ62.jpg","styxc.xml","","","0","Pen300kg","0","1","0","34567","2","420","0.85","","","0","0","0","-13.9","MissileRCS1","5.7","0","IR_M_L_LP_M0.85","Default","IR_M_L_LP_Super_M1.1","0","1","10","84.953","0.025","0.032","0.021","0.8","1.2","50000","6","3700","1322","250","YJ-6 Seeker","0","0","40","30","0","1","0.1","7","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
