DatabaseClass text primary key,NATO_ASCC text,ModelClassId integer,ClassificationId integer,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError real,AngleError_deg real,ElevationError_deg real,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor real,IsSurveillance integer,SL numeric,DI numeric,isPassive integer,isActive integer,isTowed integer,maxScope_m numeric,isWakeHoming integer
"ZQR-1 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 36DI","","200","1","320","-40","40","10","GenericSensor","0.11","0.75","90","500","10000","10","1","1","0","36","1","0","1","1000","0"
"MG-312 Titan Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 5km, Scan Rate: 6.4s, Performance: 187dB","","5","1","300","-90","90","6.41","GenericSensor","0.0875","10","90","500","10000","99","1","1","170","17","0","1","0","0","0"
"Vychegda TA Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 76923s, Performance: 28DI","","200","1","330","-90","90","76923","GenericSensor","0.15","4","90","500","10000","10","1","1","0","28","1","0","1","1000","0"
"Vychegda TA Active","","0","0","0","0","0","1900","2999","","","","","","Active Towed Array Sonar, Max Range: 60km, Scan Rate: 76923s, Performance: 229.3dB","","60","1","330","-90","90","76923","GenericSensor","0.0375","8","90","500","10000","99","1","1","208.4","20.9","0","1","1","1000","0"
"Tamir-5N Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 5km, Scan Rate: 6.4s, Performance: 182.6dB","","5","1","300","-90","90","6.41","GenericSensor","0.0875","10","90","500","10000","99","1","1","166","16.6","0","1","0","0","0"
"SQS-505 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 30km, Scan Rate: 38.5s, Performance: 215dB","based upon entry from SQS-23","30","1","300","-90","90","38.462","GenericSensor","0.032","4","90","4500","5500","99","1","1","195","20","0","1","0","0","0"
"SQS-505 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 26DI","","200","1","300","-90","90","10","GenericSensor","0.2","3.5","0.11","500","10000","10","1","1","0","26","1","0","0","0","0"
"DUAV-4 DS Active","","0","0","","","","1900","2999","","","","","","Active Dipping Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 209dB","Marcos Viniegra","25","1","360","-90","90","32.051","GenericSensor","0.1","4.4","90","500","10000","99","1","1","190","19","0","1","0","170","0"
"DUAV-4 DS Passive","","0","0","","","","1900","2999","","","","","","Passive Dipping Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 24DI","Marcos Viniegra","200","1","360","-90","90","10","GenericSensor","0.4","2.2","90","500","10000","10","1","1","0","24","1","0","0","170","0"
"DUAV-4A DS Active","","0","0","","","","1900","2999","","","","","","Active Dipping Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 214dB","","25","1","360","-90","90","32.051","GenericSensor","0.9","4","90","500","10000","99","1","1","194.5","19.5","0","1","0","300","0"
"DUAV-4A DS Passive","","0","0","","","","1900","2999","","","","","","Passive Dipping Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 29DI","Marcos Viniegra","200","1","360","-90","90","10","GenericSensor","0.36","2","90","500","10000","10","1","1","0","29","1","0","0","300","0"
"Type 194 DS Active","","0","0","","","","1900","2999","","","","","","Active Dipping Sonar, Max Range: 7km, Scan Rate: 9.1s, Performance: 182.6dB","","7","1","360","-90","90","9.07","GenericSensor","0.1","4.4","90","500","10000","99","1","1","166","16.6","0","1","0","300","0"
"Type 195 DS Active","","0","0","","","","1900","2999","","","","","","Active Dipping Sonar, Max Range: 7km, Scan Rate: 9.1s, Performance: 188.6dB","","7","1","360","-90","90","9.07","GenericSensor","0.1","4.4","90","500","10000","99","1","1","171.454","17.145","0","1","0","300","0"
"Type 2091 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 236dB","","50","1","300","-90","90","64.103","GenericSensor","0.03125","3.4","90","500","10000","99","1","1","214.545","21.4545","0","1","0","0","0"
"Type 2091 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 33.4DI","","200","1","300","-90","90","10","GenericSensor","0.11","1.4","90","500","10000","10","1","1","0","33.4","1","0","0","0","0"
"DE-1160B Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 30km, Scan Rate: 38.5s, Performance: 215dB","copied from SQS-505 Active","30","1","300","-90","90","38.462","GenericSensor","0.032","4","90","4500","5500","99","1","1","195","20","0","1","0","0","0"
"DE-1160B Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 26DI","copied from SQS-505 passive","200","1","300","-90","90","10","GenericSensor","0.2","3.5","0.11","500","10000","10","1","1","0","26","1","0","0","0","0"
"SQS-35 VDS Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 225dB","","25","1","300","-90","90","32.06","GenericSensor","0.032","4","90","11900","14100","99","1","1","204.5","20.45","0","1","0","0","0"
"TSM 2633 Active","","0","0","0","0","0","1900","2999","","","","","","Active Towed Array Sonar, Max Range: 15km, Scan Rate: 64.1s, Performance: 223dB          Spherion B TSM 2633 Keel/VDS Active sonar","Performance similar to SQS-56 Active.","15","3","300","-90","90","64.103","GenericSensor","0.0325","3.6","90","1000","10000","99","1","1","202.7272727","20.27272727","0","1","1","0","0"
"TSM 2633 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 16DI          Spherion B TSM 2633 Keel/VDS Passive sonar","Performance similar to SQS-23 Passive.","200","0.9","300","-90","90","10","GenericSensor","0.2","3.5","0.11","1000","10000","10","1","1","0","16","1","0","0","0","0"
"SQS-17 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 20km, Scan Rate: 36s, Performance: 220dB","Essentially an SQS-36 sans preformed beams, or rather, the SQS-36 is an SQS-17 with pre-formed beams.  Preformed beams improves bearing accuracy, scan rate, and range.","20","1","280","-90","90","36","GenericSensor","0.038","6","90","11900","14100","99","1","1","200","20","0","1","0","0","0"
"L3 Torpedo Seeker","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 3km, Scan Rate: 2.5s, Performance: 182.6dB","","3","1","60","-90","90","2.47","GenericSensor","0","1","90","500","10000","10","1","0","166","16.6","0","1","0","0","0"
"L3 mod2 Torpedo Sonar","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 4.5km, Scan Rate: 2.8s, Performance: 187dB","","4.5","1","60","-90","90","2.8","GenericSensor","0","1","90","500","10000","10","1","0","170","17","0","1","0","0","0"
"L4 Torpedo Seeker","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 3km, Scan Rate: 2s, Performance: 192.5dB","","3","1","60","-90","90","2","GenericSensor","0","1","90","500","10000","10","1","0","175","17.5","0","1","0","0","0"
"QCU-2","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 7.25km, Scan Rate: 10s, Performance: 198dB","Very little is known.  Assuming capable of pegging a strength 9 target at instrumented, which is 8000yds, or 7.25km.  Assuming constant repetition of pulses, or roughly every 10 seconds.  Being a wartime set, assuming this to have rather brutal error.","7.25","1","280","-90","90","10","GenericSensor","0.0828","8","90","17000","27000","99","1","1","180","18","0","1","0","0","0"
"Diodon Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 8.3km, Scan Rate: 10.7s, Performance: 207.9dB","a half cost lower power version of DUBA-25.","8.3","1","270","-90","90","10.65","GenericSensor","0.15","1","1","500","10000","99","1","1","189","18.9","0","1","0","0","0"
"CWE 610 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 30km, Scan Rate: 38.5s, Performance: 231dB","Copied from Type 2091 entry since the two are related.  Range scale is up to 32kyds, or 30km.","30","1","300","-90","90","38.462","GenericSensor","0.06","4.4","90","6000","8000","99","1","1","210","21","0","1","0","0","0"
"CWE 610 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 30.5DI","","200","1","300","-90","90","10","GenericSensor","0.11","1.4","90","500","10000","10","1","1","0","30.5","1","0","0","0","0"
"PHS-32 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 225dB","","50","1","300","-90","90","64.103","GenericSensor","0.03","3.2","90","500","10000","99","1","1","204.5454545","20.45454545","0","1","0","0","0"
"PHS-32 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 30.5DI","","200","1","300","-90","90","10","GenericSensor","0.13","1.8","90","500","10000","10","1","1","0","30.5","1","0","0","0","0"
"RBU Sonar Seeker","","0","0","0","0","0","1900","2999","","","","","","","","30","1","360","-90","90","0.1","GenericSensor","0","0","0","500","10000","99","0","0","0","3000","1","0","0","0","0"
"Active Sonar Chinese PB","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 8.3km, Scan Rate: 10.7s, Performance: 209dB","unknown hull sonar for SHanghai class, copied and downgraded the Duba-25.","8.3","1","270","-90","90","10.65","GenericSensor","0.15","1","1","500","10000","99","1","1","190","19","0","1","0","0","0"
"Type 605 DS Active","","0","0","","","","1900","2999","","","","","","Active Dipping Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 209dB","Marcos Viniegra","25","1","360","-90","90","32.051","GenericSensor","0.1","4.4","90","500","10000","99","1","1","190","19","0","1","0","300","0"
"Type 605 DS Passive","","0","0","","","","1900","2999","","","","","","Passive Dipping Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 24DI","Marcos Viniegra","200","1","360","-90","90","10","GenericSensor","0.4","2.2","90","500","10000","10","1","1","0","24","1","0","0","300","0"
"SJD-5","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 7km, Scan Rate: 9.33s, Performance: 202.4dB","","7","1","270","-50","35","9.333","GenericSensor","0.1","1","90","500","10000","99","1","1","184","18.4","0","1","0","0","0"
"SJC-1B Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 16DI","","200","1","300","-90","90","10","GenericSensor","0.2","3.5","0.11","500","10000","10","1","1","0","16","1","0","0","0","0"
"SJD-7 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 8.3km, Scan Rate: 10.7s, Performance: 212dB","assumed powerful enough to peg a diesel to its instrumented range, which is 9000yds, 8.3km.  can detect a kilo 877E 50/50 at 8400m.","8.3","1","270","-90","90","10.65","GenericSensor","0.15","1","1","500","10000","99","1","1","192.7272727","19.27272727","0","1","0","0","0"
"SJD-2","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 12km, Scan Rate: 16s, Performance: 206.9dB","","12","1","270","-50","35","16","GenericSensor","0.1","1","90","500","10000","99","1","1","188.1","18.81","0","1","0","0","0"
"SJC-IV Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 16DI","","200","1","300","-90","90","10","GenericSensor","0.2","3.5","0.11","500","10000","10","1","1","0","20","1","0","0","0","0"
"SJD-8 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 223dB","","50","1","360","-90","90","64.103","GenericSensor","0.0325","3.6","90","500","10000","99","1","1","202.7272727","20.27272727","0","1","0","0","0"
"SJD-9 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 25s, Performance: 30.5DI","","200","1","360","-90","90","25","GenericSensor","0.13","1.8","90","500","10000","10","1","1","0","30.5","1","0","0","0","0"
"ESS-1 VDS","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 25s, Performance: 197dB","contributed by greengills","25","1","120","-90","90","25","GenericSensor","0","0","90","500","10000","99","1","1","179.0909091","17.90909091","0","1","0","500","0"
"OQS-14 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 15km, Scan Rate: 19.2s, Performance: 218dB","See SQS-4 for source.  Japanese version of SQS-4","15","1","80","-90","70","19.232","GenericSensor","0.055","3.25","10","8000","14000","99","1","1","198.1818182","19.81818182","0","1","0","0","0"
"OQS-3 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 213dB","Japanese SQS-23","25","1","300","-90","90","32.06","GenericSensor","0.032","4","90","4500","5500","99","1","1","193.6454545","19.36454545","0","1","0","0","0"
"OQS-3 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 16DI","Japanese SQS-23","200","1","300","-90","90","10","GenericSensor","0.2","3.5","0.11","500","10000","10","1","1","0","16","1","0","0","0","0"
"OQS-4 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 213dB","Japanese SQS-23 with improved SNR","25","1","300","-90","90","32.06","GenericSensor","0.032","4","90","4500","5500","99","1","1","199.6454545","19.96454545","0","1","0","0","0"
"OQS-4 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 16DI","Japanese SQS-23 with improved SNR","200","1","300","-90","90","10","GenericSensor","0.2","3.5","0.11","500","10000","10","1","1","0","22","1","0","0","0","0"
"OQR-1 TA","","0","0","0","0","0","1900","2999","","","","","","Passive Towed Array Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 23DI","Oki OQR-2 towed array sonar (SQR-19A)","200","1","330","-90","90","10","GenericSensor","0.18","4.5","90","500","10000","10","1","1","0","23","1","0","1","1500","0"
"OQS-8 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 223dB","","50","1","300","-90","90","64.103","GenericSensor","0.0325","3.6","90","500","10000","99","1","1","202.7272727","20.27272727","0","1","0","0","0"
"OQS-8 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 30.5DI","","200","1","300","-90","90","10","GenericSensor","0.13","1.8","90","500","10000","10","1","1","0","30.5","1","0","0","0","0"
"QDA Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 7.25km, Scan Rate: 10s, Performance: 198dB","","7.25","1","280","-90","90","10","GenericSensor","0.0828","8","90","17000","27000","99","1","1","180","18","0","1","0","0","0"
"SQS-29 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 15km, Scan Rate: 19.2s, Performance: 225dB","based upon SQS-4, improves detection range by roughly 50%.","25","1","80","-90","70","32.06","GenericSensor","0.055","3.25","10","8000","14000","99","1","1","205","20.5","0","1","0","0","0"
"SQS-29 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 23DI","","200","1","300","-90","90","10","GenericSensor","0.15","2.1","90","500","10000","10","1","1","0","23","1","0","0","0","0"
"SQS-35 VDS","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 225dB","Essentially a VDS version of SQS-36","25","1","300","-90","90","32.06","GenericSensor","0.032","4","90","11900","14100","99","1","1","204.5","20.45","0","1","0","0","0"
"SQS-35(J) VDS","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 225dB","Essentially a VDS version of SQS-36","25","1","300","-90","90","32.06","GenericSensor","0.032","4","90","11900","14100","99","1","1","204.5","20.45","0","1","0","0","0"
"SQS-10 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 10km, Scan Rate: 12.8s, Performance: 207.35dB","http://jproc.ca/sari/asd_et2.html","10","1","80","-90","70","12.821","GenericSensor","0.06","3.75","10","20000","20000","99","1","1","188.5","18.85","0","1","0","0","0"
"SQS-11 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 10km, Scan Rate: 12.8s, Performance: 207.35dB","http://jproc.ca/sari/asd_et2.html  SQS-11 is just an SQS-10 at lower frequency.","10","1","80","-90","70","12.821","GenericSensor","0.06","3.75","10","14000","14000","99","1","1","188.5","18.85","0","1","0","0","0"
"OQS-101 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 225dB","","50","1","300","-90","90","64.103","GenericSensor","0.03","3.2","90","500","10000","99","1","1","204.5454545","20.45454545","0","1","0","0","0"
"OQS-101 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 32.7DI","","200","1","300","-90","90","10","GenericSensor","0.12","1.6","90","500","10000","10","1","1","0","32.7","1","0","0","0","0"
"OQS-5 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 35km, Scan Rate: 32.1s, Performance: 228dB","Development of OQS-4, unknown increase.","35","1","300","-90","90","44.87","GenericSensor","0.024","3.2","90","4500","5500","99","1","1","207.2727","20.7272","0","1","0","0","0"
"OQS-5 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 16DI","Development of OQS-4, unknown increase.","200","1","300","-90","90","10","GenericSensor","0.16","3.2",".1","500","10000","10","1","1","0","27","1","0","0","0","0"
"OQS-12 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 15km, Scan Rate: 19.2s, Performance: 216.7dB","See SQS-4 for source.  Japanese version of SQS-4","15","1","80","-90","70","19.232","GenericSensor","0.055","3.25","10","8000","14000","99","1","1","197","19.7","0","1","0","0","0"
"JP Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 3DI","unknown range performance, assumed poor.  Angular bearing assumed poor as well.","200","1","270","0","45","10","GenericSensor","0.995","10","90","500","10000","999","1","1","0","3","1","0","0","0","0"
"BQR-2 Passive","","0","0","0","0","0","1900","2999","","","","","","Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 6DI","can hear a snorkeling GUPPY at 15-20nm in deep atlantic waters.","200","1","270","0","45","15","GenericSensor","0.995","8","90","500","15000","999","1","1","0","6","1","0","0","0","0"
"BQS-2 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 10km, Scan Rate: 12.8s, Performance: 207.35dB","BQS-2 is essentially just an SQS-10, from before the naming all changed in the early 60's.","10","1","80","-90","70","12.821","GenericSensor","0.06","3.75","10","20000","20000","99","1","1","188.5","18.85","0","1","0","0","0"
"ZQQ-1 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 40km, Scan Rate: 51.3s, Performance: 208dB","","40","1","300","-90","90","51.282","GenericSensor","0.05","4.1","90","500","10000","99","1","1","189.0909","18.90909","0","1","0","0","0"
"ZQQ-2 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 40km, Scan Rate: 51.3s, Performance: 212dB","","40","1","300","-90","90","51.282","GenericSensor","0.048","4","90","500","10000","99","1","1","192.7273","19.27273","0","1","0","0","0"
"ZQQ-3 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 45km, Scan Rate: 57.7s, Performance: 216dB","","45","1","300","-90","90","57.692","GenericSensor","0.04","3.8","90","500","10000","99","1","1","196.3636","19.63636","0","1","0","0","0"
"ZQQ-1 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 25DI","","200","1","300","-90","90","10","GenericSensor","0.16","2.1","90","500","10000","10","1","1","0","25","1","0","0","0","0"
"ZQQ-2 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 26DI","","200","1","300","-90","90","10","GenericSensor","0.15","2","90","500","10000","10","1","1","0","26","1","0","0","0","0"
"ZQQ-3 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 27DI","","200","1","300","-90","90","10","GenericSensor","0.14","1.9","90","500","10000","10","1","1","0","27","1","0","0","0","0"
"ZQQ-6 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 227dB","ZQQ-5 Hughes/Oki sonar active mode","50","1","300","-90","90","64.103","GenericSensor","0.022","3.1","90","500","10000","99","1","1","206.3636","20.63636","0","1","0","0","0"
"ZQQ-7 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 231dB","ZQQ-5 Hughes/Oki sonar active mode","50","1","300","-90","90","64.103","GenericSensor","0.0205","2.9","90","500","10000","99","1","1","210","21","0","1","0","0","0"
"ZQQ-6 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 33.2DI","","200","1","300","-90","90","10","GenericSensor","0.09","1.5","90","500","10000","10","1","1","0","33.2","1","0","0","0","0"
"ZQQ-7 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 34.5DI","","200","1","300","-90","90","10","GenericSensor","0.07","1.3","90","500","10000","10","1","1","0","34.5","1","0","0","0","0"
"ZQQ-6 Stbd Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 34DI","","200","1","300","-90","90","10","GenericSensor","0.09","1.005","90","500","10000","10","1","1","0","33.95","1","0","0","0","0"
"ZQQ-6 Port Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 34DI","","200","1","300","-90","90","10","GenericSensor","0.09","1.005","90","500","10000","10","1","1","0","33.95","1","0","0","0","0"
"ZQQ-7 Stbd Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 35.3DI","","200","1","300","-90","90","10","GenericSensor","0.07","0.871","90","500","10000","10","1","1","0","35.25","1","0","0","0","0"
"ZQQ-7 Port Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 35.3DI","","200","1","300","-90","90","10","GenericSensor","0.07","0.871","90","500","10000","10","1","1","0","35.25","1","0","0","0","0"
"AQS-10B DS Active","","0","0","","","","1900","2999","","","","","","Active Dipping Sonar, Max Range: 20km, Scan Rate: 32.1s, Performance: 209dB","","20","1","360","-90","90","32.051","GenericSensor","0.12","4.8","90","500","10000","99","1","1","190","19","0","1","0","200","0"
"AQS-10B DS Passive","","0","0","","","","1900","2999","","","","","","Passive Dipping Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 16.7DI","","200","1","360","-90","90","10","GenericSensor","0.4","2.2","90","500","10000","10","1","1","0","16.7","1","0","0","200","0"
"AQS-1 DS Passive","","0","0","","","","1900","2999","","","","","","Passive Dipping Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 0.25DI","","200","1","360","-90","90","10","GenericSensor","0.5","3.3","90","500","10000","10","1","1","0","0.25","1","0","0","75","0"
"AQS-4 DS Passive","","0","0","","","","1900","2999","","","","","","Passive Dipping Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 4DI","","200","1","360","-90","90","10","GenericSensor","0.47","3","90","500","10000","10","1","1","0","4","1","0","0","100","0"
"AQS-4A DS Passive","","0","0","","","","1900","2999","","","","","","Passive Dipping Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 6.3DI","","200","1","360","-90","90","10","GenericSensor","0.42","2.4","90","500","10000","10","1","1","0","6.3","1","0","0","150","0"
"HS 312 DS Active","","0","0","","","","1900","2999","","","","","","Active Dipping Sonar, Max Range: 25km, Scan Rate: 32.1s, Performance: 217dB","","25","1","360","-90","90","32.051","GenericSensor","0.075","4","90","500","10000","99","1","1","197.2727273","19.72727273","0","1","0","457","0"
"HS 312 DS Passive","","0","0","","","","1900","2999","","","","","","Passive Dipping Sonar, Max Range: 400km, Scan Rate: 10s, Performance: 27DI","","400","1","360","-90","90","10","GenericSensor","0.3","2","90","500","10000","10","1","1","0","27","1","0","0","457","0"
"BSY-2 Active","","0","0","0","0","0","1900","2999","","","","","","Active Sonar, Max Range: 50km, Scan Rate: 64.1s, Performance: 229.9dB","","50","1","300","-90","90","64.103","GenericSensor","0.03","3","90","500","10000","99","1","1","209","20.9","0","1","0","0","0"
"BSY-2 Bow Passive","","0","0","0","0","0","1900","2999","","","","","","Bow Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 35.3DI","","200","1","320","-90","90","10","GenericSensor","0.08","1.2","90","500","10000","10","1","1","0","35.3","1","0","0","0","0"
"BSY-2 Port Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Flank Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 35.4DI","","200","1","130","-90","90","10","GenericSensor","0.08","0.64","90","500","10000","10","1","1","0","35.4","1","0","0","0","0"
"BSY-2 Stbd Flank Passive","","0","0","0","0","0","1900","2999","","","","","","Flank Passive Sonar, Max Range: 200km, Scan Rate: 10s, Performance: 35.4DI","","200","1","130","-90","90","10","GenericSensor","0.08","0.64","90","500","10000","10","1","1","0","35.4","1","0","0","0","0"
