"DatabaseClass text primary key","NATO_ASCC text","ModelClassId integer","ClassificationId integer","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","MaxSpeed_kts numeric","Accel_ktsps numeric","TurnRate_degps numeric","FuelCapacity_kg numeric","FuelRate_kgps real","Toughness numeric","DamageEffect text","Draft_m real","FlightportClass text","RCS_dBsm real","RCS_Model text","OpticalCrossSection_dBsm real","IRSignature_dB real","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","TS numeric","TS_Model text","AcousticModel text","SL_Model text"
"Pr 956EM Sarych","Sovremenny EM","2","18","1000000000","6200000","0","2005.99","3000","China","DDG","sovremenny-1.jpg;sovremenny-4.jpg;sovremenny-5.jpg","","sovremenny.xml","The project began in late 1960s when it was becoming obvious in the Soviet Navy that naval guns still had an important role particularly in support of amphibious landings, but existing gun cruisers and destroyers were showing their age. A new design was started, employing a new 130 mm automatic gun turret. Single- and twin mounts were developed, and the twin mount chosen for its superior rate of fire. In 1971 a go-ahead was given for the Severnaya design bureau to design 'a ship capable of supporting amphibious landings'.  At the same time, the US Navy was constructing new large Spruance class multirole destroyers. To respond to this new threat, Project 956 was updated with new air defence suite and new, powerful 3M80 anti-ship missiles. Although the Soviet Navy had largely moved to gas turbine propulsion for its new warships, steam turbines were selected instead for Project 956: partly because production of naval gas turbines would have been insufficient for entire program. Lead ship of the class, Sovremenny was laid down in 1976 and commissioned in 1980. A total of 18 have been built for the Russian Navy but only twelve remain in service due to lack of funds and trained personnel. All the ships were built by Severnaya Verf 190 St. Petersburg.  These ships have a maximum displacement of 7,940 t. Dimensions are: Length 156 m, Beam 17.3 m and draught is 6.5 m. They are armed with an anti-submarine helicopter, 44 air defence missiles, eight anti-ship missiles, torpedoes, mines, long-range guns and a sophisticated electronic warfare system.  There are a total of three versions of this class: the original Project 956 armed with 3M80 version of Moskit anti-ship missile, and its successor, the Project 956A, which is armed with improved 3M80M version of Moskit anti-ship missile with longer range. The main difference between the two is that the missile launching tubes on Project 956A are longer than that of Project 956 to accommodate the increased size of the newer missile, and these launching tubes can be used to fire / store the original 3M80 as well. A third version, Project 956EM, later developed for People's Liberation Army Navy was the latest development of this class..","[greengills]","33","1","3","868000","1.107133292","685","Ship5000Dmg","6.5","Sovremenny Hangar","46.432","ShipRCS1","33.631","23.803","ShipIR1","Default","Default","10","20","Default","S04.Destroyer","Default"
"Pr 97P","Ivan Susanin","2","18","0","3250000","0","1974","3000","Russia","wPG","","none","sovremenny.xml","The Ivan Susanin class are a group of icebreaker Patrol ships operated by the Russian maritime border guard. The Soviet designation is Project 97P. The ships are also known as the Aysberg class patrol ice breakers.  These ships are modified versions of the Dobrynya Nikitich class civilian icebreaker. They are armed with a twin 76mm gun mounting forward and two AK630 CIWS guns aft as well as having a helicopter pad and surveillance radar.","","14.5","0.08","7.05","357500","0.103890196","157","Ship3000Dmg","10","Single Helo Pad","42.224","ShipRCS1","32.999","18.064","ShipIR1","Default","Default","14","20","Default","S002.Merchant Medium","Default"
"CV R11 Princippe de Asturias","","2","22","0","16700000","0","1988.411","2999","Spain","CV","","none","hermes.xml","","","25","0.1","2","1837000","0.87226217","1000","Ship20000Dmg","9.4","Princippe de Asturias Flightdeck","52.886","ShipRCS1","35.653","24.076","ShipIR1","Default","Default","12","20","Default","S11.Carrier Medium","Default"
"CV R12 Hermes (1966)","","2","22","20000000","28700000","0","1966.33","1984.28","UK","CV","","NONE","hermes.xml","","","28","0.2","3","3157000","2.254980518","200","Ship30000Dmg","8.7","HermesFlightDeck","56.414","ShipRCS1","36.282","22.208","ShipIR1","Default","Default","17","25","Default","S10.Carrier Small","Default"
"CV R12 Hermes","","2","22","20000000","28700000","0","1959.9","1964.15","UK","CV","","NONE","hermes.xml","Model from Marcelos Falklands set.","","28","0.2","3","3157000","2.254980518","200","Ship30000Dmg","8.7","HermesFlightDeck","56.414","ShipRCS1","36.282","22.208","ShipIR1","Default","Default","17","25","Default","S10.Carrier Small","Default"
"Reliance WMEC","","2","17","0","1129000","0","1964","3000","USA","wPBO","","none","burke.xml","Reliance WMEC","","18","0.14","9.32","158060","0.060459587","86","Ship1000Dmg","10","Single Helo Hangar","35.336","ShipRCS1","30.56","17.758","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Rigid Inflatable Boat PBF","","1","17","0","9000","0","1905.2","3000","USA","PBC","","none","burke.xml","Rigid Inflatable Boat PBF","","33","1.28","26.08","1800","0.027499762","0.29","Ship10Dmg","10","","3.859","ShipRCS1","24.996","16.417","ShipIR1","Default","Default","1.1","10","Default","S01.Patrol Craft","Default"
"Riverine Assault Craft LCPF","","1","17","0","7500","0","1905.2","3000","USA","LCP","","none","burke.xml","Riverine Assault Craft","","43","1.81","30.36","2250","0.04479128","0.34","Ship10Dmg","10","","2.672","ShipRCS1","24.43","16.367","ShipIR1","Default","Default","1.1","10","Default","S01.Patrol Craft","Default"
"Sachsen FFGHM","","2","18","0","5600000","0","2004.75","2999","Germany","FF","","none","type-22.xml","","","29","0.13","7","784000","0.979991533","140","Ship5000Dmg","4.4","Double Helo Hangar","35.768","ShipRCS1","33.36","16.621","ShipIR1","Default","Default","8.2","20","Default","S03.Frigate Silenced","Default"
"Sacramento AOEHM","","2","18","0","53600000","0","1964.2","2005.78","USA","AOE","","none","hermes.xml","USA_Sacramento AOEHM","","30","0.1","8.4","5896000","2.784198168","772","Ship50000Dmg","10","Double Helo Hangar","60.483","ShipRCS1","36.761","22.385","ShipIR1","Default","Default","32","20","Default","S002.Merchant Medium","Default"
"San Antonio LPDM","","2","18","0","25300000","0","2006.04","3000","USA","LPD","","none","hermes.xml","San Antonio LPDM-UPDATE MY RANGE/FLIGHT DECK(unentered)","","22","0.08","7.44","2783000","1.193478968","1000","Ship30000Dmg","10","Double Helo Hangar","54.043","ShipRCS1","36.566","17.501","ShipIR1","Default","Default","20","20","Default","S11.Carrier Medium","Default"
"Santa Maria FFGHM","","2","17","0","3513000","0","1981.74","2010.94","Spain","FFG","ohp.jpg","none","ffg-7.xml","The Santa Maria class of frigates are the Spanish Navy's designation for six locally-built warships based on the Oliver Hazard Perry-class frigates of the United States Navy.","","29","0.16","10.41","491820","0.491815751","312","Ship3000Dmg","6.7","OHP Helo Hangar","42.731","ShipRCS1","32.578","23.647","ShipIR1","Default","Default","7","20","Default","S03.Frigate Silenced","Default"
"Shirane DDH","","2","17","0","6800000","0","1980.209","1992","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","952000","0.94023879","35","Ship5000Dmg","5.3","Double Helo Hangar","47.033","ShipRCS1","38.407","20.727","ShipIR1","Default","Default","10","15","Default","S05.Destroyer Silenced","Default"
"Shirane DDH(1992)","","2","17","0","6800000","0","1992","2015","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","952000","0.94023879","35","Ship5000Dmg","5.3","Triple Helo Hangar","47.033","ShipRCS1","38.407","20.727","ShipIR1","Default","Default","10","15","Default","S05.Destroyer Silenced","Default"
"Sir Lancelot LST","","2","18","0","6700000","0","1964.04","2008.13","UK","LST","","none","sir.xml","USA_Tarawa LHAM","","18","0.08","6.5","737000","0.191925425","595","Ship5000Dmg","10","Quadruple Helo Hangar","46.937","ShipRCS1","33.634","18.302","ShipIR1","Default","Default","14","20","Default","S002.Merchant Medium","Default"
"Spruance DDG ABL 93","","2","18","0","8040000","0","1993.05","1998.71","USA","DD","","none","burke.xml","Spruance Class Guided Missile Destroyer","","33","0.16","10.49","1125600","1.042213218","607","Ship10000Dmg","8.8","Double Helo Hangar","48.124","ShipRCS1","33.315","24.84","ShipIR1","Default","Default","10","20","Default","S06.Cruiser","Default"
"Spruance DDG ABL","","2","18","0","8040000","0","1983.08","1993.92","USA","DD","","none","burke.xml","Spruance Class Guided Missile Destroyer","","33","0.16","10.49","1125600","1.042213218","607","Ship10000Dmg","8.8","Double Helo Hangar","48.124","ShipRCS1","33.315","24.84","ShipIR1","Default","Default","10","20","Default","S06.Cruiser","Default"
"Spruance DDG VLS 93","","2","18","0","8040000","0","1993.09","2005.8","USA","DD","","none","burke.xml","Spruance Class Guided Missile Destroyer","","33","0.16","10.49","1125600","1.042213218","607","Ship10000Dmg","8.8","Double Helo Hangar","48.124","ShipRCS1","33.315","24.84","ShipIR1","Default","Default","10","20","Default","S06.Cruiser","Default"
"Spruance DDG VLS","","2","18","0","8040000","0","1986.04","1993.96","USA","DD","","none","burke.xml","Spruance Class Guided Missile Destroyer","","33","0.16","10.49","1125600","1.042213218","607","Ship10000Dmg","8.8","Double Helo Hangar","48.124","ShipRCS1","33.315","24.84","ShipIR1","Default","Default","10","20","Default","S06.Cruiser","Default"
"Spruance DDG","","2","18","0","8040000","0","1975.72","1986.92","USA","DD","","none","burke.xml","Spruance Class Guided Missile Destroyer","","33","0.16","10.49","1125600","1.042213218","607","Ship10000Dmg","8.8","Double Helo Hangar","48.124","ShipRCS1","33.315","24.84","ShipIR1","Default","Default","10","20","Default","S06.Cruiser","Default"
"Storis WMEC","","1","17","0","1925000","0","1942.75","2007.15","USA","wPBO","","none","burke.xml","Storis WMEC","","14","0.09","7.49","269500","0.027221987","140","Ship1000Dmg","10","","38.812","ShipRCS1","31.613","17.912","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Storm PGM","","1","17","0","125000","0","1965.96","2000","Norway","PGM","","","burke.xml","Storm Class Missile Patrol craft.","","32","1","5","17500","0.069135205","","Ship100Dmg","1.5","","20.999","ShipRCS1","28.16","17.143","ShipIR1","Default","Default","2","10","Default","S01.Patrol Craft","Default"
"Tachikaze DDG","","1","17","0","4800000","0","1976.234","1983","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","672000","0.533328726","35","Ship5000Dmg","4.6","None","44.764","ShipRCS1","37.495","20.624","ShipIR1","Default","Default","8.2","15","Default","S04.Destroyer","Default"
"Tachikaze DDG(1983)","","1","17","0","4800000","0","1983","2010.481","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","672000","0.533328726","35","Ship5000Dmg","4.6","None","44.764","ShipRCS1","37.495","20.624","ShipIR1","Default","Default","8.2","15","Default","S04.Destroyer","Default"
"Takanami DDG","","1","17","0","5350000","0","2003.193","2999","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","749000","1.04026879","35","Ship5000Dmg","5.3","None","45.471","ShipRCS1","38.366","21.669","ShipIR1","Default","Default","8.2","15","Default","S05.Destroyer Silenced","Default"
"Takatsuki DD","","2","17","0","4500000","0","1967.201","1972","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","630000","0.49999568","35","Ship5000Dmg","4.4","Triple Helo Hangar","44.344","","37.198","20.604","ShipIR1","Default","Default","8.2","15","Default","S04.Destroyer","Default"
"Takatsuki DD(1972)","","2","17","0","4500000","0","1972","1977","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","630000","0.49999568","35","Ship5000Dmg","4.4","Triple Helo Hangar","44.344","","37.198","20.604","ShipIR1","Default","Default","8.2","15","Default","S04.Destroyer","Default"
"Takatsuki DD(1977)","","2","17","0","4500000","0","1977","1984","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","630000","0.49999568","35","Ship5000Dmg","4.4","Single Helo Pad","44.344","","37.198","20.604","ShipIR1","Default","Default","8.2","15","Default","S04.Destroyer","Default"
"Takatsuki DD(1984)","","1","17","0","4500000","0","1967.201","2003.848","Japan","DD","","none","sovremenny.xml","","","32","0.5","7","630000","0.49999568","35","Ship5000Dmg","4.4","None","44.344","","37.198","20.604","ShipIR1","Default","Default","8.2","15","Default","S04.Destroyer","Default"
"Tarawa LHAM","","2","18","0","39967000","0","1976.41","3000","USA","LHA","","none","burke.xml","USA_Tarawa LHAM","","24","0.08","7.53","4396370","1.221203338","595","Ship30000Dmg","10","Tarawa Flightdeck","58.571","ShipRCS1","37.816","25.285","ShipIR1","Default","Default","32","20","Default","S11.Carrier Medium","Default"
"Ticonderoga CG Baseline 1","","2","18","0","9957000","0","1983.06","3000","USA","CG","tico.jpg","none","TicoMk26.xml","Ticonderoga Class Guided Missile Cruiser","","32.5","0.15","10.2","1393980","1.290711071","759","Ship10000Dmg","10","Double Helo Hangar","49.518","ShipRCS1","33.341","26.936","ShipIR1","Default","Default","11.5","20","Default","S07.Cruiser Silenced","Default"
"Ticonderoga CG Baseline 2","","2","18","0","9957000","0","1986.72","3000","USA","CG","tico.jpg","none","TicoVLS.xml","Ticonderoga Class VLS Guided Missile Cruiser","VLS is introduced both increasing the quantity of weapons allowable, but also the mmaximum size, and perhaps most importantly, the rate of fire.  Also introduced are the ability to fire the Tomahawk missile, and support for the SH-60B lamps III Helo.  Also introduces the SQR-19 Towed Array sonar.","32.5","0.15","10.2","1393980","1.290711071","759","Ship10000Dmg","10","Double Helo Hangar","49.518","ShipRCS1","33.341","26.936","ShipIR1","Default","Default","11.5","20","Default","S07.Cruiser Silenced","Default"
"Ticonderoga CG Baseline 3","","2","18","0","9957000","0","1989.11","3000","USA","CG","tico.jpg","none","TicoVLS.xml","Ticonderoga Class VLS Guided Missile Cruiser","Introduces the improved SPY-1B hased array radar.","32.5","0.15","10.2","1393980","1.290711071","759","Ship10000Dmg","10","Double Helo Hangar","49.518","ShipRCS1","33.341","26.936","ShipIR1","Default","Default","11.5","20","Default","S07.Cruiser Silenced","Default"
"Ticonderoga CG Baseline 4","","2","18","0","9957000","0","1991.03","3000","USA","CG","tico.jpg","none","TicoVLS.xml","Ticonderoga Class VLS Guided Missile Cruiser","Introduces the SQS-53C sonar suite.","32.5","0.15","10.2","1393980","1.290711071","759","Ship10000Dmg","10","Double Helo Hangar","49.518","ShipRCS1","33.341","26.936","ShipIR1","Default","Default","11.5","20","Default","S07.Cruiser Silenced","Default"
"Tourville","","2","18","20000000","6100000","0","1974.47","2999","France","DD","","NONE","type-42.xml","No description is available.","","32","0.3","1","854000","0.948880691","200","Ship5000Dmg","10","Double Helo Hangar","46.326","ShipRCS1","32.828","24.764","ShipIR1","Default","Default","10","20","Default","S04.Destroyer","Default"
"Tromp DDG","","2","17","0","4308000","0","1975.755","1977","Netherlands","DD","","NONE","type-42.xml","","","28","0.3","1.6","603120","0.603114789","200","Ship5000Dmg","6.6","Single Helo Hangar","44.06","ShipRCS1","32.586","23.702","ShipIR1","Default","Default","7","10","Default","S04.Destroyer","Default"
"Tromp DDG(1977)","","2","17","0","4308000","0","1977","1984","Netherlands","DD","","NONE","type-42.xml","","","28","0.3","1.6","603120","0.603114789","200","Ship5000Dmg","6.6","Single Helo Hangar","44.06","ShipRCS1","32.586","23.702","ShipIR1","Default","Default","7","10","Default","S04.Destroyer","Default"
"Tromp DDG(1984)","","2","17","0","4308000","0","1984","1989","Netherlands","DD","","NONE","type-42.xml","","","28","0.3","1.6","603120","0.603114789","200","Ship5000Dmg","6.6","Single Helo Hangar","44.06","ShipRCS1","32.586","23.702","ShipIR1","Default","Default","7","10","Default","S04.Destroyer","Default"
"Tromp DDG(1989)","","2","17","0","4308000","0","1989","2001","Netherlands","DD","","NONE","type-42.xml","","","28","0.3","1.6","603120","0.603114789","200","Ship5000Dmg","6.6","Single Helo Hangar","44.06","ShipRCS1","32.586","23.702","ShipIR1","Default","Default","7","10","Default","S04.Destroyer","Default"
"Truxtun CGN (84)","","2","18","0","8927000","0","1984.25","1995.7","USA","CA","","none","TicoMk26.xml","Truxtun Class Guided Missile Cruiser.","","30","0.25","9.9","1249780","0","759","Ship10000Dmg","5.5","Single Helo Hangar","48.806","ShipRCS1","33.486","13.114","ShipIR1","Default","Default","10","20","Default","S06.Cruiser","Default"
"Truxtun CGN","","2","18","0","8927000","0","1967.04","1982.76","USA","CA","","none","TicoMk26.xml","Truxtun Class Guided Missile Cruiser","","30","0.25","9.9","1249780","0","759","Ship10000Dmg","5.5","Single Helo Hangar","48.806","ShipRCS1","33.486","13.114","ShipIR1","Default","Default","10","20","Default","S06.Cruiser","Default"
"Type 051 DDG","Luda","1","17","","3670000","0","1971","2999","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","None","43.016","ShipRCS1","36.99","20.548","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 051B DDG","Luhai","2","18","","6100000","0","1998","2999","China","DDG","","NONE","type-42_temp.xml","","","30.5","0.9","7","854000","0.790734","200","Ship5000Dmg","6","Double Helo Hangar","46.326","ShipRCS1","38.281","21.704","ShipIR1","Default","Default","10","20","Default","S04.Destroyer","Default"
"Type 051C DDG","Luzhou","2","18","","7000000","0","2006","2999","China","DDG","","NONE","cn_type-051c_luzhou.xml","","","29","0.9","7","980000","0.846906","200","Ship5000Dmg","6","Double Helo Hangar","47.222","ShipRCS1","38.283","21.741","ShipIR1","Default","Default","10","20","Default","S04.Destroyer","Default"
"Type 051D DDG","Luda","1","17","","3670000","0","1974","2999","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","None","43.016","ShipRCS1","36.99","20.548","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 051DT DDG","Luda IV","2","17","","3670000","0","1991","1999","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","Single Helo Hangar","43.016","ShipRCS1","36.99","20.548","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 051DT DDG(1999)","Luda IV","2","17","","3670000","0","1999","2999","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","Single Helo Hangar","43.016","ShipRCS1","36.99","20.548","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 051G DDG","Luda III","1","17","","3730000","0","1991","2001","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","None","43.121","ShipRCS1","36.99","20.552","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 051G DDG(2001)","Luda III","1","17","","3730000","0","2001","2999","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","None","43.121","ShipRCS1","36.99","20.552","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 051G2 DDG","Luda III","1","17","","3730000","0","1991.749","2003","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","None","43.121","ShipRCS1","36.99","20.552","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 051G2 DDG(2003)","Luda III","1","17","","3730000","0","2003","2999","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","None","43.121","ShipRCS1","36.99","20.552","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 051Z DDG","Luda IV","1","17","","3670000","0","1974","2999","China","DDG","","NONE","type-42_temp.xml","","","32","0.9","7","513800","0.864976","200","Ship3000Dmg","4.6","None","43.016","ShipRCS1","36.99","20.548","ShipIR1","Default","Default","7","20","Default","Default","S04.Destroyer"
"Type 052 DDG","Luhu","2","18","","4800000","0","1994","2003","China","DDG","","NONE","type-42_temp.xml","","","31","0.9","7","513800","0.864976","200","Ship5000Dmg","5.1","Double Helo Hangar","44.764","ShipRCS1","37.987","21.637","ShipIR1","Default","Default","8.2","20","Default","S04.Destroyer","Default"
"Type 052 DDG(2003)","Luhu","2","18","","4800000","0","2003","2011","China","DDG","","NONE","type-42_temp.xml","","","31","0.9","7","513800","0.864976","200","Ship5000Dmg","5.1","Double Helo Hangar","44.764","ShipRCS1","37.987","21.637","ShipIR1","Default","Default","8.2","20","Default","S04.Destroyer","Default"
"Type 052 DDG(2011)","Luhu","2","18","","4800000","0","2011","2999","China","DDG","","NONE","type-42_temp.xml","","","31","0.9","7","513800","0.864976","200","Ship5000Dmg","5.1","Double Helo Hangar","44.764","ShipRCS1","37.987","21.637","ShipIR1","Default","Default","8.2","20","Default","S04.Destroyer","Default"
"Type 052B DDG","Luyang","2","18","","7000000","0","2004","2999","China","DDG","","NONE","type-42_temp.xml","","","29","0.9","7","980000","0.846906","200","Ship5000Dmg","6","Double Helo Hangar","47.222","ShipRCS1","38.283","21.741","ShipIR1","Default","Default","10","20","Default","S04.Destroyer","Default"
"Type 052C DDG","Luyang II","2","18","","7000000","0","2004","2999","China","DDG","","NONE","type-42_temp.xml","","","29","0.9","7","980000","0.846906","200","Ship5000Dmg","6","Double Helo Hangar","47.222","ShipRCS1","38.283","21.741","ShipIR1","Default","Default","10","20","Default","S04.Destroyer","Default"
"Type 053H FFG","Jianghu I","1","17","","1702000","0","1974","2999","China","FFG","","NONE","type-42_temp.xml","","","26","0.7","7","238280","0.344179","200","Ship1000Dmg","3.1","None","38.01","ShipRCS1","36.191","17.102","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Type 053H1 FFG","Jianghu II","1","17","","1702000","0","1986","2999","China","FFG","","NONE","type-42_temp.xml","","","28","0.7","7","238280","0.39713","200","Ship1000Dmg","3.1","None","38.01","ShipRCS1","36.191","17.102","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Type 053H1G","Jianghu V","1","17","","1960000","0","1993","2999","China","FFG","","NONE","type-42_temp.xml","","","28","0.7","7","274400","0.457329","200","Ship1000Dmg","3.1","None","38.929","ShipRCS1","36.191","17.139","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Type 053H2","Jianghu III","1","17","","1960000","0","1986","2999","China","FFG","","NONE","type-42_temp.xml","","","28","0.7","7","274400","0.457329","200","Ship1000Dmg","3.1","None","38.929","ShipRCS1","36.191","17.139","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Type 053H2G","Jiangwie I","2","17","","2250000","0","1992","2999","China","FFG","","NONE","cn_type-053h2g_jianwei.xml","","","28","0.7","7","315000","0.279998","200","Ship3000Dmg","4.3","Single Helo Hangar","39.828","ShipRCS1","36.81","17.192","ShipIR1","Default","Default","5.8","20","Default","S02.Frigate","Default"
"Type 053H3","Jiangwie I","2","17","","2250000","0","1998","2999","China","FFG","","NONE","cn_type-053h3_jiangwei-ii.xml","","","28","0.7","7","315000","0.279998","200","Ship3000Dmg","4.3","Single Helo Hangar","39.828","ShipRCS1","36.81","17.192","ShipIR1","Default","Default","5.8","20","Default","S02.Frigate","Default"
"Type 053HT-H","Jianghu IV","2","17","","1960000","0","1986","2999","China","FFG","","NONE","type-42_temp.xml","","","28","0.7","7","274400","0.457329","200","Ship1000Dmg","3.1","Single Helo Hangar","38.929","ShipRCS1","36.191","17.139","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Type 053K FFG","Jiangdong","1","17","","1925000","0","1975","2999","China","FFG","","NONE","type-42_temp.xml","","","26","0.7","7","269500","0.389274","200","Ship1000Dmg","3.1","None","38.812","ShipRCS1","36.191","17.134","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Type 054 FFG","","2","17","","4300000","0","2005.133","2999","China","FFG","","NONE","cn_type-054a_jiangkai-ii.xml","","","27","0.7","7","602000","0.376247","200","Ship5000Dmg","10","Single Helo Hangar","34.048","ShipRCS1","37.922","18.439","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 054A FFG","","2","17","","4053000","0","2008.072","2999","China","FFG","","NONE","cn_type-054a_jiangkai-ii.xml","","","30","0.7","7","602000","0.394038","200","Ship5000Dmg","10","Single Helo Hangar","33.662","ShipRCS1","37.922","18.423","ShipIR1","Default","Default","7","20","Default","S04.Destroyer","Default"
"Type 062A PBG","Shanghai I","1","17","0","125000","0","1959","2999","China","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.127136","25","Ship100Dmg","1.6","","20.999","ShipRCS1","33.094","16.338","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062A PBG(Korea, North)","Shanghai I","1","17","0","125000","0","1959","2999","Korea, North","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.127136","25","Ship100Dmg","1.6","","20.999","ShipRCS1","33.094","16.338","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG","Shanghai II","1","17","0","155000","0","1961","2999","China","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Albania)","Shanghai II","1","17","0","155000","0","1961","2999","Albania","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Bangladesh)","Shanghai II","1","17","0","155000","0","1961","2999","Bangladesh","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
"Type 062B PBG(Cameroon)","Shanghai II","1","17","0","155000","0","1961","2999","Cameroon","PG","","NONE","pg-84.xml","The Type 062 class gunboat is a class of gunboats of the People's Republic of China's People's Liberation Army Navy. Successor to the Shantou class gunboat, it is also known by its NATO reporting name Shanghai-I and Shanghai-II. The class is larger than its predecessor and is the most widely built and exported Chinese military boat in terms of numbers. This unsophisticated class is relatively well-armed for its size, and with patrol mission as main duty, supplemented by ASW missions.","","34","3","8","17500","0.103298","25","Ship200Dmg","1.7","","22.401","ShipRCS1","33.101","16.398","ShipIR1","Default","Default","2","5","Default","S01.Patrol Craft","Default"
