DatabaseClass text primary key,Top_dB real,Bottom_dB real,Aspect0 real,Aspect10 real,Aspect20 real,Aspect30 real,Aspect40 real,Aspect50 real,Aspect60 real,Aspect70 real,Aspect80 real,Aspect90 real,Aspect100 real,Aspect110 real,Aspect120 real,Aspect130 real,Aspect140 real,Aspect150 real,Aspect160 real,Aspect170 real,Aspect180 real
"IR_FW_VL_H_LP_4_Super_M3","14.42","14.42","14.42","14.42","14.42","13.42","12.42","12.42","11.42","11.42","11.42","6.08","8.63","10.06","11.13","12.1","13.07","13.07","14.07","15.06","16.08"
"IR_FW_VL_H_LP_4_Super_M3.2","14.92","14.92","14.92","14.92","14.92","13.92","12.92","12.92","11.92","11.92","11.92","6.08","8.63","10.06","11.13","12.1","13.07","13.07","14.07","15.06","16.08"
"IR_FW_VL_H_LP_4_Super_M3.4","15.39","15.39","15.39","15.39","15.39","14.39","13.39","13.39","12.39","12.39","12.39","6.08","8.63","10.06","11.13","12.1","13.07","13.07","14.07","15.06","16.08"
"IR_FW_VL_H_LP_4_Super_M3.6","15.84","15.84","15.84","15.84","15.84","14.84","13.84","13.84","12.84","12.84","12.84","6.08","8.63","10.06","11.13","12.1","13.07","13.07","14.07","15.06","16.08"
"IR_FW_VL_H_LP_8_M0.85","3.87","3.87","5.87","5.87","5.87","4.87","4.87","3.87","3.87","3.87","3.87","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.1","8.13","8.13","8.13","8.13","8.13","7.13","6.13","6.13","5.13","5.13","5.13","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.2","8.55","8.55","8.55","8.55","8.55","7.55","6.55","6.55","5.55","5.55","5.55","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.3","8.93","8.93","8.93","8.93","8.93","7.93","6.93","6.93","5.93","5.93","5.93","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.4","9.31","9.31","9.31","9.31","9.31","8.31","7.31","7.31","6.31","6.31","6.31","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.5","9.7","9.7","9.7","9.7","9.7","8.7","7.7","7.7","6.7","6.7","6.7","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.6","10.07","10.07","10.07","10.07","10.07","9.07","8.07","8.07","7.07","7.07","7.07","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.7","10.44","10.44","10.44","10.44","10.44","9.44","8.44","8.44","7.44","7.44","7.44","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.8","10.79","10.79","10.79","10.79","10.79","9.79","8.79","8.79","7.79","7.79","7.79","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M1.9","11.15","11.15","11.15","11.15","11.15","10.15","9.15","9.15","8.15","8.15","8.15","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2","11.49","11.49","11.49","11.49","11.49","10.49","9.49","9.49","8.49","8.49","8.49","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.1","11.82","11.82","11.82","11.82","11.82","10.82","9.82","9.82","8.82","8.82","8.82","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.2","12.14","12.14","12.14","12.14","12.14","11.14","10.14","10.14","9.14","9.14","9.14","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.3","12.45","12.45","12.45","12.45","12.45","11.45","10.45","10.45","9.45","9.45","9.45","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.4","12.76","12.76","12.76","12.76","12.76","11.76","10.76","10.76","9.76","9.76","9.76","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.5","13.05","13.05","13.05","13.05","13.05","12.05","11.05","11.05","10.05","10.05","10.05","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.6","13.34","13.34","13.34","13.34","13.34","12.34","11.34","11.34","10.34","10.34","10.34","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.7","13.62","13.62","13.62","13.62","13.62","12.62","11.62","11.62","10.62","10.62","10.62","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.8","13.89","13.89","13.89","13.89","13.89","12.89","11.89","11.89","10.89","10.89","10.89","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M2.9","14.16","14.16","14.16","14.16","14.16","13.16","12.16","12.16","11.16","11.16","11.16","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M3","14.42","14.42","14.42","14.42","14.42","13.42","12.42","12.42","11.42","11.42","11.42","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M3.2","14.92","14.92","14.92","14.92","14.92","13.92","12.92","12.92","11.92","11.92","11.92","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M3.4","15.39","15.39","15.39","15.39","15.39","14.39","13.39","13.39","12.39","12.39","12.39","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_VL_H_LP_8_Super_M3.6","15.84","15.84","15.84","15.84","15.84","14.84","13.84","13.84","12.84","12.84","12.84","9.08","11.63","13.06","14.13","15.1","16.07","16.07","17.07","18.06","19.08"
"IR_FW_L_H_HP_2_M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_AB_M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","7.63","10.18","11.61","12.68","13.65","14.62","14.62","15.62","16.61","17.63"
"IR_FW_L_H_HP_2_Super_M1.1","7.63","7.63","7.63","7.63","7.63","6.63","5.63","5.63","4.63","4.63","4.63","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M1.2","8.05","8.05","8.05","8.05","8.05","7.05","6.05","6.05","5.05","5.05","5.05","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M1.3","8.43","8.43","8.43","8.43","8.43","7.43","6.43","6.43","5.43","5.43","5.43","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M1.4","8.81","8.81","8.81","8.81","8.81","7.81","6.81","6.81","5.81","5.81","5.81","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M1.5","9.2","9.2","9.2","9.2","9.2","8.2","7.2","7.2","6.2","6.2","6.2","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M1.6","9.57","9.57","9.57","9.57","9.57","8.57","7.57","7.57","6.57","6.57","6.57","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M1.7","9.94","9.94","9.94","9.94","9.94","8.94","7.94","7.94","6.94","6.94","6.94","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M1.8","10.29","10.29","10.29","10.29","10.29","9.29","8.29","8.29","7.29","7.29","7.29","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M1.9","10.65","10.65","10.65","10.65","10.65","9.65","8.65","8.65","7.65","7.65","7.65","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2","10.99","10.99","10.99","10.99","10.99","9.99","8.99","8.99","7.99","7.99","7.99","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.1","11.32","11.32","11.32","11.32","11.32","10.32","9.32","9.32","8.32","8.32","8.32","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.2","11.64","11.64","11.64","11.64","11.64","10.64","9.64","9.64","8.64","8.64","8.64","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.3","11.95","11.95","11.95","11.95","11.95","10.95","9.95","9.95","8.95","8.95","8.95","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.4","12.26","12.26","12.26","12.26","12.26","11.26","10.26","10.26","9.26","9.26","9.26","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.5","12.55","12.55","12.55","12.55","12.55","11.55","10.55","10.55","9.55","9.55","9.55","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.6","12.84","12.84","12.84","12.84","12.84","11.84","10.84","10.84","9.84","9.84","9.84","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.7","13.12","13.12","13.12","13.12","13.12","12.12","11.12","11.12","10.12","10.12","10.12","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.8","13.39","13.39","13.39","13.39","13.39","12.39","11.39","11.39","10.39","10.39","10.39","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M2.9","13.66","13.66","13.66","13.66","13.66","12.66","11.66","11.66","10.66","10.66","10.66","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M3","13.92","13.92","13.92","13.92","13.92","12.92","11.92","11.92","10.92","10.92","10.92","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M3.2","14.42","14.42","14.42","14.42","14.42","13.42","12.42","12.42","11.42","11.42","11.42","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M3.4","14.89","14.89","14.89","14.89","14.89","13.89","12.89","12.89","11.89","11.89","11.89","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_L_H_HP_2_Super_M3.6","15.34","15.34","15.34","15.34","15.34","14.34","13.34","13.34","12.34","12.34","12.34","5.17","7.72","9.15","10.22","11.19","12.16","12.16","13.16","14.15","15.17"
"IR_FW_VL_F_HP_4_M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_AB_M0.85","3.37","3.37","5.37","5.37","5.37","4.37","4.37","3.37","3.37","3.37","3.37","10.63","13.18","14.61","15.68","16.65","17.62","17.62","18.62","19.61","20.63"
"IR_FW_VL_F_HP_4_Super_M1.1","7.63","7.63","7.63","7.63","7.63","6.63","5.63","5.63","4.63","4.63","4.63","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M1.2","8.05","8.05","8.05","8.05","8.05","7.05","6.05","6.05","5.05","5.05","5.05","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M1.3","8.43","8.43","8.43","8.43","8.43","7.43","6.43","6.43","5.43","5.43","5.43","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M1.4","8.81","8.81","8.81","8.81","8.81","7.81","6.81","6.81","5.81","5.81","5.81","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M1.5","9.2","9.2","9.2","9.2","9.2","8.2","7.2","7.2","6.2","6.2","6.2","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M1.6","9.57","9.57","9.57","9.57","9.57","8.57","7.57","7.57","6.57","6.57","6.57","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M1.7","9.94","9.94","9.94","9.94","9.94","8.94","7.94","7.94","6.94","6.94","6.94","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M1.8","10.29","10.29","10.29","10.29","10.29","9.29","8.29","8.29","7.29","7.29","7.29","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M1.9","10.65","10.65","10.65","10.65","10.65","9.65","8.65","8.65","7.65","7.65","7.65","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2","10.99","10.99","10.99","10.99","10.99","9.99","8.99","8.99","7.99","7.99","7.99","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.1","11.32","11.32","11.32","11.32","11.32","10.32","9.32","9.32","8.32","8.32","8.32","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.2","11.64","11.64","11.64","11.64","11.64","10.64","9.64","9.64","8.64","8.64","8.64","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.3","11.95","11.95","11.95","11.95","11.95","10.95","9.95","9.95","8.95","8.95","8.95","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.4","12.26","12.26","12.26","12.26","12.26","11.26","10.26","10.26","9.26","9.26","9.26","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.5","12.55","12.55","12.55","12.55","12.55","11.55","10.55","10.55","9.55","9.55","9.55","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.6","12.84","12.84","12.84","12.84","12.84","11.84","10.84","10.84","9.84","9.84","9.84","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.7","13.12","13.12","13.12","13.12","13.12","12.12","11.12","11.12","10.12","10.12","10.12","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.8","13.39","13.39","13.39","13.39","13.39","12.39","11.39","11.39","10.39","10.39","10.39","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M2.9","13.66","13.66","13.66","13.66","13.66","12.66","11.66","11.66","10.66","10.66","10.66","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M3","13.92","13.92","13.92","13.92","13.92","12.92","11.92","11.92","10.92","10.92","10.92","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M3.2","14.42","14.42","14.42","14.42","14.42","13.42","12.42","12.42","11.42","11.42","11.42","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M3.4","14.89","14.89","14.89","14.89","14.89","13.89","12.89","12.89","11.89","11.89","11.89","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_FW_VL_F_HP_4_Super_M3.6","15.34","15.34","15.34","15.34","15.34","14.34","13.34","13.34","12.34","12.34","12.34","8.17","10.72","12.15","13.22","14.19","15.16","15.16","16.16","17.15","18.17"
"IR_M_S_LP_M0.85","-7.63","-7.63","-4.63","-4.63","-4.63","-6.63","-7.63","-8.63","-8.63","-8.63","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.1","-5.37","-5.37","-2.37","-2.37","-2.37","-4.37","-5.37","-6.37","-6.37","-6.37","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.2","-4.57","-4.57","-1.57","-1.57","-1.57","-3.57","-4.57","-5.57","-5.57","-5.57","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.3","-3.89","-3.89","-0.89","-0.89","-0.89","-2.89","-3.89","-4.89","-4.89","-4.89","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.4","-3.27","-3.27","-0.27","-0.27","-0.27","-2.27","-3.27","-4.27","-4.27","-4.27","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.5","-2.66","-2.66","0.34","0.34","0.34","-1.66","-2.66","-3.66","-3.66","-3.66","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.6","-2.09","-2.09","0.91","0.91","0.91","-1.09","-2.09","-3.09","-3.09","-3.09","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.7","-1.56","-1.56","1.44","1.44","1.44","-0.56","-1.56","-2.56","-2.56","-2.56","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.8","-1.07","-1.07","1.93","1.93","1.93","-0.07","-1.07","-2.07","-2.07","-2.07","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M1.9","-0.58","-0.58","2.42","2.42","2.42","0.42","-0.58","-1.58","-1.58","-1.58","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2","-0.14","-0.14","2.86","2.86","2.86","0.86","-0.14","-1.14","-1.14","-1.14","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.1","0.29","0.29","3.29","3.29","3.29","1.29","0.29","-0.71","-0.71","-0.71","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.2","0.7","0.7","3.7","3.7","3.7","1.7","0.7","-0.3","-0.3","-0.3","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.3","1.07","1.07","4.07","4.07","4.07","2.07","1.07","0.07","0.07","0.07","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.4","1.45","1.45","4.45","4.45","4.45","2.45","1.45","0.45","0.45","0.45","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.5","1.8","1.8","4.8","4.8","4.8","2.8","1.8","0.8","0.8","0.8","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.6","2.14","2.14","5.14","5.14","5.14","3.14","2.14","1.14","1.14","1.14","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.7","2.47","2.47","5.47","5.47","5.47","3.47","2.47","1.47","1.47","1.47","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.8","2.78","2.78","5.78","5.78","5.78","3.78","2.78","1.78","1.78","1.78","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M2.9","3.09","3.09","6.09","6.09","6.09","4.09","3.09","2.09","2.09","2.09","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M3","3.38","3.38","6.38","6.38","6.38","4.38","3.38","2.38","2.38","2.38","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M3.2","3.95","3.95","6.95","6.95","6.95","4.95","3.95","2.95","2.95","2.95","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M3.4","4.47","4.47","7.47","7.47","7.47","5.47","4.47","3.47","3.47","3.47","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M3.6","4.97","4.97","7.97","7.97","7.97","5.97","4.97","3.97","3.97","3.97","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M3.8","5.44","5.44","8.44","8.44","8.44","6.44","5.44","4.44","4.44","4.44","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M4","5.89","5.89","8.89","8.89","8.89","6.89","5.89","4.89","4.89","4.89","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M4.2","6.31","6.31","9.31","9.31","9.31","7.31","6.31","5.31","5.31","5.31","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M4.4","6.71","6.71","9.71","9.71","9.71","7.71","6.71","5.71","5.71","5.71","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M4.6","7.1","7.1","10.1","10.1","10.1","8.1","7.1","6.1","6.1","6.1","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M4.8","7.47","7.47","10.47","10.47","10.47","8.47","7.47","6.47","6.47","6.47","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M5","7.82","7.82","10.82","10.82","10.82","8.82","7.82","6.82","6.82","6.82","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M5.2","8.16","8.16","11.16","11.16","11.16","9.16","8.16","7.16","7.16","7.16","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M5.4","8.49","8.49","11.49","11.49","11.49","9.49","8.49","7.49","7.49","7.49","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M5.6","8.81","8.81","11.81","11.81","11.81","9.81","8.81","7.81","7.81","7.81","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M5.8","9.11","9.11","12.11","12.11","12.11","10.11","9.11","8.11","8.11","8.11","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M6","9.41","9.41","12.41","12.41","12.41","10.41","9.41","8.41","8.41","8.41","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M6.2","9.69","9.69","12.69","12.69","12.69","10.69","9.69","8.69","8.69","8.69","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M6.4","9.97","9.97","12.97","12.97","12.97","10.97","9.97","8.97","8.97","8.97","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_S_LP_Super_M6.5","10.1","10.1","13.1","13.1","13.1","11.1","10.1","9.1","9.1","9.1","-5.92","-3.37","-1.94","-0.87","0.1","0.89","0.89","2.14","2.65","3.42","4.08"
"IR_M_M_LP_M0.85","-6.63","-6.63","-3.63","-3.63","-3.63","-5.63","-6.63","-7.63","-7.63","-7.63","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M1.1","-4.37","-4.37","-1.37","-1.37","-1.37","-3.37","-4.37","-5.37","-5.37","-5.37","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M1.2","-3.57","-3.57","-0.57","-0.57","-0.57","-2.57","-3.57","-4.57","-4.57","-4.57","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M1.3","-2.89","-2.89","0.11","0.11","0.11","-1.89","-2.89","-3.89","-3.89","-3.89","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M1.4","-2.27","-2.27","0.73","0.73","0.73","-1.27","-2.27","-3.27","-3.27","-3.27","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M1.5","-1.66","-1.66","1.34","1.34","1.34","-0.66","-1.66","-2.66","-2.66","-2.66","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M1.6","-1.09","-1.09","1.91","1.91","1.91","-0.09","-1.09","-2.09","-2.09","-2.09","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M1.7","-0.56","-0.56","2.44","2.44","2.44","0.44","-0.56","-1.56","-1.56","-1.56","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
