DatabaseClass text,MagazineId numeric,Item text,Quantity numeric
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AGM-65D","225"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AGM-65F","20"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AGM-65G","20"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AGM-65J","223"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AGM-65K","223"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AGM-84F Harpoon","64"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AGM-84H SLAM-ER","64"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AGM-88C","297"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AIM-120C5","529"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AIM-120C7","918"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AIM-120D","606"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AIM-7P","75"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AIM-9M","264"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","AIM-9X","799"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-53 1MT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-53 2.5MT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-53 5MT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-53 9MT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-61 10kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-61 170kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-61 1kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-61 340kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-61 5kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-61 60kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-61 80kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-83 100kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-83 1200kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-83 200kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-83 25kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-83 400kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-83 50kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","B-83 800kT","19"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Chaff-1","6392"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","DICASS (100) Sonobuoy","450"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","DICASS (105) Sonobuoy","450"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","DIFAR (100) Sonobuoy","450"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","DIFAR (105) Sonobuoy","450"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","FPU-6","144"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","FPU-8","144"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Flare-1","6392"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-10/B","79"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-12/B","178"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-16/B","142"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-24/B","79"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-24B/B","79"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-27","79"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-28B/B","118"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-31A(v)2","39"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-31C(v)4","39"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-32A(v)2","80"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","GBU-32C(v)4","80"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","LOFAR (100) Sonobuoy","450"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","LOFAR (105) Sonobuoy","450"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Mk-46 Mod5","37"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Mk-50","37"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Mk-54","36"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Mk-81","624"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Mk-82","677"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Mk-83","356"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","Mk-84","154"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","1","RIM-162D","144"
"CVN-71 (Nimitz) USS Theodore Roosevelt 2010.000-M","2","20mm mark 244-0 ELC","2092"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","0","Fuel","7795035"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","1400 liter tank","24"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","20mm PGU","6271"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","300 gallon tank","60"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","300 gallon wing tank","40"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AGM-45B","69"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AGM-84A Harpoon","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AGM-88A","109"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AGM-88B","136"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AIM-54A","273"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AIM-54C ECCM","82"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AIM-54C","265"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AIM-7M","381"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AIM-7P","1030"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","AIM-9M","1152"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-43 1MT","4"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-43 300kT","4"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-43 700kT","4"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-43 70kT","4"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-53 1MT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-53 2.5MT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-53 5MT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-53 9MT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-57 Mod0 5kT","24"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-57 Mod1 10kT","24"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-57 Mod3 15kT","24"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-57 Mod5 20kT","24"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-61 10kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-61 170kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-61 1kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-61 340kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-61 5kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-61 60kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-61 80kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-83 100kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-83 1200kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-83 200kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-83 25kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-83 400kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-83 50kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","B-83 800kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Chaff-1","12396"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","DICASS (80) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","DICASS (85) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","DIFAR (80) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","DIFAR (85) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","FPU-6","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","FPU-8","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Flare-1","12396"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","GBU-1/B","54"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","GBU-10/B","82"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","GBU-12/B","191"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","GBU-15/B","54"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","GBU-16/B","164"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","GBU-24/B","53"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","GBU-24B/B","53"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","GBU-27","42"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","LOFAR (80) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","LOFAR (85) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","M117","91"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","M118","34"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk 16 Zuni FFAR","656"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk 71 Zuni WAFAR","656"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-25 Mine","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-36 DST","30"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-36 Mod1 Mine","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-36 Mod2 Mine","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-39 Mine","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-40 DST","30"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-40 FFAR","3117"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-41 DST","5"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-46 Mod5","91"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-56 Mine","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-59 DST","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-81","683"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-82","780"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-83","391"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","Mk-84","152"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","1","RIM-7P(v1)","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1990.052-M","2","20mm mark 244-0 ELC","2092"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","0","Fuel","7795035"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","1400 liter tank","24"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","20mm PGU","6212"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","300 gallon tank","60"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","300 gallon wing tank","40"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AGM-45B","40"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AGM-84A Harpoon","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AGM-88A","61"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AGM-88B","170"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AIM-54A","209"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AIM-54C ECCM","125"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AIM-54C","265"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AIM-7M","94"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AIM-7P","1229"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","AIM-9M","1152"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-43 1MT","1"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-43 300kT","1"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-43 700kT","1"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-43 70kT","1"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-53 1MT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-53 2.5MT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-53 5MT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-53 9MT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-57 Mod0 5kT","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-57 Mod1 10kT","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-57 Mod3 15kT","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-57 Mod5 20kT","17"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-61 10kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-61 170kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-61 1kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-61 340kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-61 5kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-61 60kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-61 80kT","31"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-83 100kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-83 1200kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-83 200kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-83 25kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-83 400kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-83 50kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","B-83 800kT","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Chaff-1","12280"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","DICASS (80) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","DICASS (85) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","DIFAR (80) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","DIFAR (85) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","FPU-6","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","FPU-8","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Flare-1","12280"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-1/B","54"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-10/B","81"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-12/B","189"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-15/B","54"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-16/B","162"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-24/B","53"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-24B/B","53"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-27","51"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","GBU-28B/B","27"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","LOFAR (80) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","LOFAR (85) Sonobuoy","1500"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","M117","90"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","M118","33"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk 16 Zuni FFAR","650"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk 71 Zuni WAFAR","650"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-25 Mine","16"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-36 DST","30"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-36 Mod1 Mine","16"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-36 Mod2 Mine","16"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-39 Mine","16"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-40 DST","30"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-40 FFAR","3088"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-41 DST","5"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-46 Mod5","90"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-50","27"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-56 Mine","16"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-59 DST","16"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-81","677"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-82","772"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-83","388"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","Mk-84","151"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","1","RIM-7P(v1)","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.000-M","2","20mm mark 244-0 ELC","2092"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","0","Fuel","7795035"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","120 gallon tank","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","1400 liter tank","24"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","20mm PGU","5118"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","300 gallon tank","60"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","300 gallon wing tank","40"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-45B","33"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-65B","178"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-65D","170"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-65E","172"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-65F","130"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-65G","82"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-84A Harpoon","138"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-84C Harpoon","60"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-84D Harpoon","76"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-84E SLAM","44"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-84F Harpoon","24"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-88A","67"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AGM-88B","186"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AIM-120A","189"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AIM-54A","172"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AIM-54C ECCM","103"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AIM-54C","219"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AIM-7P","1012"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","AIM-9M","949"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-53 1MT","14"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-53 2.5MT","14"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-53 5MT","14"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-53 9MT","14"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-57 Mod0 5kT","14"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-57 Mod1 10kT","14"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-57 Mod3 15kT","14"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-57 Mod5 20kT","14"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-61 10kT","26"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-61 170kT","26"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-61 1kT","26"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-61 340kT","26"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-61 5kT","26"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-61 60kT","26"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-61 80kT","26"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-83 100kT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-83 1200kT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-83 200kT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-83 25kT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-83 400kT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-83 50kT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","B-83 800kT","18"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","Chaff-1","10341"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","DICASS (80) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","DICASS (85) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","DICASS (90) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","DIFAR (80) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","DIFAR (85) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","DIFAR (90) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","FPU-6","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","FPU-8","72"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","Flare-1","10341"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-1/B","44"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-10/B","66"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-12/B","156"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-15/B","44"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-16/B","133"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-24/B","43"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-24B/B","43"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-27","42"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","GBU-28B/B","22"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","LOFAR (80) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","LOFAR (85) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","LOFAR (90) Sonobuoy","1890"
"CVN-72 (Nimitz) USS Abraham Lincoln 1991.407-M","1","M117","74"
