DatabaseClass numeric,SensorClass numeric,SensorAz numeric
"Tromp DDG(1977)","CWE 610 Passive","0"
"Tromp DDG(1977)","Eyeball 20/20","0"
"Tromp DDG(1977)","Eyeball 20/20b","0"
"Tromp DDG(1977)","Eyeball 20/20c","0"
"Tromp DDG(1977)","Eyeball 20/20d","0"
"Tromp DDG(1977)","SPG-51D 1","0"
"Tromp DDG(1977)","SPS-01 AS","0"
"Tromp DDG(1977)","WM-25","0"
"Tromp DDG(1984)","CWE 610 Active","0"
"Tromp DDG(1984)","CWE 610 Passive","0"
"Tromp DDG(1984)","Eyeball 20/20","0"
"Tromp DDG(1984)","Eyeball 20/20b","0"
"Tromp DDG(1984)","Eyeball 20/20c","0"
"Tromp DDG(1984)","Eyeball 20/20d","0"
"Tromp DDG(1984)","RAMSES ECM","0"
"Tromp DDG(1984)","RAMSES ESM","0"
"Tromp DDG(1984)","SPG-51D 1","0"
"Tromp DDG(1984)","SPS-01 AS","0"
"Tromp DDG(1984)","WM-25","0"
"Tromp DDG(1989)","CWE 610 Active","0"
"Tromp DDG(1989)","CWE 610 Passive","0"
"Tromp DDG(1989)","Eyeball 20/20","0"
"Tromp DDG(1989)","Eyeball 20/20b","0"
"Tromp DDG(1989)","Eyeball 20/20c","0"
"Tromp DDG(1989)","Eyeball 20/20d","0"
"Tromp DDG(1989)","RAMSES ECM","0"
"Tromp DDG(1989)","RAMSES ESM","0"
"Tromp DDG(1989)","SPG-51D 1","0"
"Tromp DDG(1989)","SPS-01 AS","0"
"Tromp DDG(1989)","WM-25","0"
"Truxtun CGN (84)","Eyeball 20/20","0"
"Truxtun CGN (84)","Eyeball 20/20b","0"
"Truxtun CGN (84)","Eyeball 20/20c","0"
"Truxtun CGN (84)","Eyeball 20/20d","0"
"Truxtun CGN (84)","SLQ-32(v)2 ESM B.1","0"
"Truxtun CGN (84)","SLQ-32(v)2 ESM B.2","0"
"Truxtun CGN (84)","SLQ-32(v)2 ESM B.3","0"
"Truxtun CGN (84)","SPG-55 4","0"
"Truxtun CGN (84)","SPS-10","0"
"Truxtun CGN (84)","SPS-43 AS","0"
"Truxtun CGN (84)","SPS-48C AS","0"
"Truxtun CGN (84)","SQS-26 Active","0"
"Truxtun CGN (84)","SQS-26 Passive","0"
"Truxtun CGN","Eyeball 20/20","0"
"Truxtun CGN","Eyeball 20/20b","0"
"Truxtun CGN","Eyeball 20/20c","0"
"Truxtun CGN","Eyeball 20/20d","0"
"Truxtun CGN","SPG-55 2","0"
"Truxtun CGN","SPS-10","0"
"Truxtun CGN","SPS-43 AS","0"
"Truxtun CGN","SPS-48C AS","0"
"Truxtun CGN","SQS-26 Active","0"
"Truxtun CGN","SQS-26 Passive","0"
"Truxtun CGN","WLR-1H ESM","0"
"Tu-128","Eyeball 20/10","0"
"Tu-128","Eyeball 20/10d","0"
"Tu-128","Eyeball 20/10e","0"
"Tu-128","Eyeball 20/10f","0"
"Tu-128","RP-S Smerch","0"
"Tu-128M","Eyeball 20/10","0"
"Tu-128M","Eyeball 20/10d","0"
"Tu-128M","Eyeball 20/10e","0"
"Tu-128M","Eyeball 20/10f","0"
"Tu-128M","RP-SM Smerch-M","0"
"Tu-142M","AEW radar","0"
"Tu-142M","ESM-4","0"
"Tu-142M","Eyeball 20/10","0"
"Tu-142M","Eyeball 20/10b","0"
"Tu-142M","Eyeball 20/10c","0"
"Tu-16","Eyeball 20/10","0"
"Tu-16","Eyeball 20/10b","0"
"Tu-16","Eyeball 20/10c","0"
"Tu-16","PSBN","180"
"Tu-160","Baikal ECM","0"
"Tu-160","Baikal ESM","0"
"Tu-160","Laser-30km","0"
"Tu-160","Obzor K","0"
"Tu-16K-10-26","Eyeball 20/10","0"
"Tu-16K-10-26","Eyeball 20/10b","0"
"Tu-16K-10-26","Eyeball 20/10c","0"
"Tu-16K-10-26","PSBN-M","180"
"Tu-16K-10-26","YeN","0"
"Tu-16KS","Eyeball 20/10","0"
"Tu-16KS","Eyeball 20/10b","0"
"Tu-16KS","Eyeball 20/10c","0"
"Tu-16KS","PSBN","180"
"Tu-16KS","Rubin-1","0"
"Tu-16KSR-2","Eyeball 20/10","0"
"Tu-16KSR-2","Eyeball 20/10b","0"
"Tu-16KSR-2","Eyeball 20/10c","0"
"Tu-16KSR-2","PSBN-M","180"
"Tu-16KSR-2","Rubin-1K","0"
"Tu-16P Buket","Badger ECM","0"
"Tu-16P Buket","Eyeball 20/10","0"
"Tu-16P Buket","Eyeball 20/10b","0"
"Tu-16P Buket","Eyeball 20/10c","0"
"Tu-16P Buket","Type 245 SS/FC","0"
"Tu-22K","Eyeball 20/10","0"
"Tu-22K","Eyeball 20/10b","0"
"Tu-22K","Eyeball 20/10c","0"
"Tu-22K","PSBN","180"
"Tu-22K","Rubin-1KV","0"
"Tu-22ME","Eyeball 20/10","0"
"Tu-22ME","Eyeball 20/10b","0"
"Tu-22ME","Eyeball 20/10c","0"
"Tu-22ME","PN-A(Down Beat)","0"
"Tu-22ME","SPO-15 RWR","0"
"Tu-95G","AEW radar 2","0"
"Tu-95G","ESM-11","0"
"Tu-95G","Eyeball 20/10","0"
"Tu-95G","Eyeball 20/10b","0"
"Tu-95G","Eyeball 20/10c","0"
"Tu-95RT","Eyeball 20/10","0"
"Tu-95RT","Eyeball 20/10b","0"
"Tu-95RT","Eyeball 20/10c","0"
"Tu-95RT","SRS-6 Romb 4","0"
"Tu-95RT","Uspekh 1A","0"
"Type 051 DDG","Eyeball 20/20","0"
"Type 051 DDG","Eyeball 20/20b","0"
"Type 051 DDG","Eyeball 20/20c","0"
"Type 051 DDG","Eyeball 20/20d","0"
"Type 051 DDG","SJC-IV Passive","0"
"Type 051 DDG","SJD-2","0"
"Type 051 DDG","Type 343G","0"
"Type 051 DDG","Type 354","0"
"Type 051 DDG","Type 515","0"
"Type 051 DDG","Type 707","0"
"Type 051 DDG","Type 921-A ESM","0"
"Type 051B DDG","Decca 1226","0"
"Type 051B DDG","Eyeball 20/20","0"
"Type 051B DDG","Eyeball 20/20b","0"
"Type 051B DDG","Eyeball 20/20c","0"
"Type 051B DDG","Eyeball 20/20d","0"
"Type 051B DDG","SJD-8 Active","0"
"Type 051B DDG","SJD-9 Passive","0"
"Type 051B DDG","Type 344","0"
"Type 051B DDG","Type 345","0"
"Type 051B DDG","Type 347","0"
"Type 051B DDG","Type 363","0"
"Type 051B DDG","Type 381","0"
"Type 051B DDG","Type 517h-1","0"
"Type 051B DDG","Type 826","0"
"Type 051B DDG","Type 984-1/2","0"
"Type 051C DDG","30N6E","0"
"Type 051C DDG","Decca 1226","0"
"Type 051C DDG","Eyeball 20/20","0"
"Type 051C DDG","Eyeball 20/20b","0"
"Type 051C DDG","Eyeball 20/20c","0"
"Type 051C DDG","Eyeball 20/20d","0"
"Type 051C DDG","MR-755 Fregat MAE-5","0"
"Type 051C DDG","SJD-8 Active","0"
"Type 051C DDG","SJD-9 Passive","0"
"Type 051C DDG","Type 344","0"
"Type 051C DDG","Type 346","0"
"Type 051C DDG","Type 347","0"
"Type 051C DDG","Type 826","0"
"Type 051C DDG","Type 984-1/2","0"
"Type 051D DDG","Eyeball 20/20","0"
"Type 051D DDG","Eyeball 20/20b","0"
"Type 051D DDG","Eyeball 20/20c","0"
"Type 051D DDG","Eyeball 20/20d","0"
"Type 051D DDG","SJC-IV Passive","0"
"Type 051D DDG","SJD-2","0"
"Type 051D DDG","Type 343G","0"
"Type 051D DDG","Type 347","0"
"Type 051D DDG","Type 354","0"
"Type 051D DDG","Type 515","0"
"Type 051D DDG","Type 707","0"
"Type 051D DDG","Type 921-A ESM","0"
"Type 051DT DDG","Eyeball 20/20","0"
"Type 051DT DDG","Eyeball 20/20b","0"
"Type 051DT DDG","Eyeball 20/20c","0"
"Type 051DT DDG","Eyeball 20/20d","0"
"Type 051DT DDG","SJC-IV Passive","0"
"Type 051DT DDG","SJD-2","0"
"Type 051DT DDG","Type 343G","0"
"Type 051DT DDG","Type 345","180"
"Type 051DT DDG","Type 347","0"
"Type 051DT DDG","Type 354","0"
"Type 051DT DDG","Type 515","0"
"Type 051DT DDG","Type 707","0"
"Type 051DT DDG","Type 826","0"
"Type 051DT DDG","Type 981 ECM","0"
"Type 051DT DDG(1999)","Eyeball 20/20","0"
"Type 051DT DDG(1999)","Eyeball 20/20b","0"
"Type 051DT DDG(1999)","Eyeball 20/20c","0"
"Type 051DT DDG(1999)","Eyeball 20/20d","0"
"Type 051DT DDG(1999)","SJC-IV Passive","0"
"Type 051DT DDG(1999)","SJD-2","0"
"Type 051DT DDG(1999)","Type 343G","0"
"Type 051DT DDG(1999)","Type 345","180"
"Type 051DT DDG(1999)","Type 347","0"
"Type 051DT DDG(1999)","Type 354","0"
"Type 051DT DDG(1999)","Type 515","0"
"Type 051DT DDG(1999)","Type 707","0"
"Type 051DT DDG(1999)","Type 826","0"
"Type 051DT DDG(1999)","Type 981 ECM","0"
"Type 051G DDG","Decca 1229","0"
"Type 051G DDG","Eyeball 20/20","0"
"Type 051G DDG","Eyeball 20/20b","0"
"Type 051G DDG","Eyeball 20/20c","0"
"Type 051G DDG","Eyeball 20/20d","0"
"Type 051G DDG","SJD-8 Active","0"
"Type 051G DDG","SJD-9 Passive","0"
"Type 051G DDG","Type 343G","0"
"Type 051G DDG","Type 347","0"
"Type 051G DDG","Type 363","0"
"Type 051G DDG","Type 517h-1","0"
"Type 051G DDG","Type 826","0"
"Type 051G DDG","Type 981 ECM","0"
"Type 051G DDG(2001)","Decca 1229","0"
"Type 051G DDG(2001)","Eyeball 20/20","0"
"Type 051G DDG(2001)","Eyeball 20/20b","0"
"Type 051G DDG(2001)","Eyeball 20/20c","0"
"Type 051G DDG(2001)","Eyeball 20/20d","0"
"Type 051G DDG(2001)","SJD-8 Active","0"
"Type 051G DDG(2001)","SJD-9 Passive","0"
"Type 051G DDG(2001)","Type 343G","0"
"Type 051G DDG(2001)","Type 345","180"
"Type 051G DDG(2001)","Type 347","0"
"Type 051G DDG(2001)","Type 363","0"
"Type 051G DDG(2001)","Type 517h-1","0"
"Type 051G DDG(2001)","Type 826","0"
"Type 051G DDG(2001)","Type 981 ECM","0"
"Type 051G2 DDG","Decca 1229","0"
"Type 051G2 DDG","ESS-1 VDS","180"
"Type 051G2 DDG","Eyeball 20/20","0"
"Type 051G2 DDG","Eyeball 20/20b","0"
"Type 051G2 DDG","Eyeball 20/20c","0"
"Type 051G2 DDG","Eyeball 20/20d","0"
"Type 051G2 DDG","SJD-8 Active","0"
"Type 051G2 DDG","SJD-9 Passive","0"
"Type 051G2 DDG","Type 343G","0"
"Type 051G2 DDG","Type 347","0"
"Type 051G2 DDG","Type 363","0"
"Type 051G2 DDG","Type 517h-1","0"
"Type 051G2 DDG","Type 826","0"
"Type 051G2 DDG","Type 981 ECM","0"
"Type 051G2 DDG(2003)","Decca 1229","0"
"Type 051G2 DDG(2003)","ESS-1 VDS","180"
"Type 051G2 DDG(2003)","Eyeball 20/20","0"
"Type 051G2 DDG(2003)","Eyeball 20/20b","0"
"Type 051G2 DDG(2003)","Eyeball 20/20c","0"
"Type 051G2 DDG(2003)","Eyeball 20/20d","0"
"Type 051G2 DDG(2003)","SJD-8 Active","0"
"Type 051G2 DDG(2003)","SJD-9 Passive","0"
"Type 051G2 DDG(2003)","Type 343G","0"
"Type 051G2 DDG(2003)","Type 345","180"
"Type 051G2 DDG(2003)","Type 347","0"
"Type 051G2 DDG(2003)","Type 363","0"
"Type 051G2 DDG(2003)","Type 517h-1","0"
"Type 051G2 DDG(2003)","Type 826","0"
"Type 051G2 DDG(2003)","Type 981 ECM","0"
"Type 051Z DDG","Decca 1229","0"
"Type 051Z DDG","Eyeball 20/20","0"
"Type 051Z DDG","Eyeball 20/20b","0"
"Type 051Z DDG","Eyeball 20/20c","0"
"Type 051Z DDG","Eyeball 20/20d","0"
"Type 051Z DDG","SJC-IV Passive","0"
"Type 051Z DDG","SJD-2","0"
"Type 051Z DDG","Type 343G","0"
"Type 051Z DDG","Type 345","0"
"Type 051Z DDG","Type 347","0"
"Type 051Z DDG","Type 363","0"
"Type 051Z DDG","Type 381","0"
"Type 051Z DDG","Type 515","0"
"Type 051Z DDG","Type 921-A ESM","0"
"Type 052 DDG","DRBV 15C","0"
"Type 052 DDG","ESS-1 VDS","180"
"Type 052 DDG","Eyeball 20/20","0"
"Type 052 DDG","Eyeball 20/20b","0"
"Type 052 DDG","Eyeball 20/20c","0"
"Type 052 DDG","Eyeball 20/20d","0"
"Type 052 DDG","SJD-8 Active","0"
"Type 052 DDG","SJD-9 Passive","0"
"Type 052 DDG","Type 344","0"
"Type 052 DDG","Type 345","0"
"Type 052 DDG","Type 347","0"
"Type 052 DDG","Type 360","0"
"Type 052 DDG","Type 362","0"
"Type 052 DDG","Type 518","0"
"Type 052 DDG","Type 928-1","0"
"Type 052 DDG","Type 984-1/2","0"
"Type 052 DDG(2003)","DRBV 15C","0"
"Type 052 DDG(2003)","ESS-1 VDS","180"
"Type 052 DDG(2003)","Eyeball 20/20","0"
"Type 052 DDG(2003)","Eyeball 20/20b","0"
"Type 052 DDG(2003)","Eyeball 20/20c","0"
"Type 052 DDG(2003)","Eyeball 20/20d","0"
"Type 052 DDG(2003)","SJD-8 Active","0"
"Type 052 DDG(2003)","SJD-9 Passive","0"
"Type 052 DDG(2003)","Type 344","0"
"Type 052 DDG(2003)","Type 345","0"
"Type 052 DDG(2003)","Type 347","0"
"Type 052 DDG(2003)","Type 360","0"
"Type 052 DDG(2003)","Type 362","0"
"Type 052 DDG(2003)","Type 518","0"
"Type 052 DDG(2003)","Type 928-1","0"
"Type 052 DDG(2003)","Type 984-1/2","0"
"Type 052 DDG(2011)","DRBV 15C","0"
"Type 052 DDG(2011)","ESS-1 VDS","180"
"Type 052 DDG(2011)","Eyeball 20/20","0"
"Type 052 DDG(2011)","Eyeball 20/20b","0"
"Type 052 DDG(2011)","Eyeball 20/20c","0"
"Type 052 DDG(2011)","Eyeball 20/20d","0"
"Type 052 DDG(2011)","SJD-8 Active","0"
"Type 052 DDG(2011)","SJD-9 Passive","0"
"Type 052 DDG(2011)","Type 344","0"
"Type 052 DDG(2011)","Type 345","0"
"Type 052 DDG(2011)","Type 347","0"
"Type 052 DDG(2011)","Type 360","0"
"Type 052 DDG(2011)","Type 364","0"
"Type 052 DDG(2011)","Type 517h-1","0"
"Type 052 DDG(2011)","Type 928-1","0"
"Type 052 DDG(2011)","Type 984-1/2","0"
"Type 052B DDG","Decca 1226","0"
"Type 052B DDG","Eyeball 20/20","0"
"Type 052B DDG","Eyeball 20/20b","0"
"Type 052B DDG","Eyeball 20/20c","0"
"Type 052B DDG","Eyeball 20/20d","0"
"Type 052B DDG","MR-755 Fregat MAE-5","0"
"Type 052B DDG","SJD-8 Active","0"
"Type 052B DDG","SJD-9 Passive","0"
"Type 052B DDG","Type 344","0"
"Type 052B DDG","Type 345 4","0"
"Type 052B DDG","Type 346","0"
"Type 052B DDG","Type 347","0"
"Type 052B DDG","Type 826","0"
"Type 052B DDG","Type 984-1/2","0"
"Type 052C DDG","30N6E","0"
"Type 052C DDG","Decca 1226","0"
"Type 052C DDG","Eyeball 20/20","0"
"Type 052C DDG","Eyeball 20/20b","0"
"Type 052C DDG","Eyeball 20/20c","0"
"Type 052C DDG","Eyeball 20/20d","0"
"Type 052C DDG","SJD-8 Active","0"
"Type 052C DDG","SJD-9 Passive","0"
"Type 052C DDG","Type 344","0"
"Type 052C DDG","Type 347","0"
"Type 052C DDG","Type 364","0"
"Type 052C DDG","Type 382","0"
"Type 052C DDG","Type 517h-1","0"
"Type 052C DDG","Type 826","0"
"Type 052C DDG","Type 984-1/2","0"
"Type 053","ESM-1","0"
"Type 053","MGK-100 Kerch Active","0"
"Type 053","MGK-100 Kerch Bow Passive","0"
"Type 053","MRK-50 SS","0"
"Type 053","Periscope-1","0"
"Type 053(Egypt)","ESM-1","0"
"Type 053(Egypt)","MGK-100 Kerch Active","0"
"Type 053(Egypt)","MGK-100 Kerch Bow Passive","0"
"Type 053(Egypt)","MRK-50 SS","0"
"Type 053(Egypt)","Periscope-1","0"
"Type 053(Korea, North)","ESM-1","0"
"Type 053(Korea, North)","MGK-100 Kerch Active","0"
"Type 053(Korea, North)","MGK-100 Kerch Bow Passive","0"
"Type 053(Korea, North)","MRK-50 SS","0"
"Type 053(Korea, North)","Periscope-1","0"
"Type 053H FFG","Eyeball 20/20","0"
"Type 053H FFG","Eyeball 20/20b","0"
"Type 053H FFG","Eyeball 20/20c","0"
"Type 053H FFG","Eyeball 20/20d","0"
"Type 053H FFG","MR-331 Rangout","0"
"Type 053H FFG","SJD-5","0"
"Type 053H FFG","Type 341","0"
"Type 053H FFG","Type 343G","0"
"Type 053H FFG","Type 352","0"
"Type 053H FFG","Type 354","0"
"Type 053H FFG","Type 921-A ESM","0"
"Type 053H1 FFG","Eyeball 20/20","0"
"Type 053H1 FFG","Eyeball 20/20b","0"
"Type 053H1 FFG","Eyeball 20/20c","0"
"Type 053H1 FFG","Eyeball 20/20d","0"
"Type 053H1 FFG","SJC-1B Passive","0"
"Type 053H1 FFG","SJD-5","0"
"Type 053H1 FFG","Type 341","0"
"Type 053H1 FFG","Type 343G","0"
"Type 053H1 FFG","Type 352","0"
"Type 053H1 FFG","Type 354","0"
"Type 053H1 FFG","Type 517h-1","0"
"Type 053H1 FFG","Type 921-A ESM","0"
"Type 053H1G","Eyeball 20/20","0"
"Type 053H1G","Eyeball 20/20b","0"
"Type 053H1G","Eyeball 20/20c","0"
"Type 053H1G","Eyeball 20/20d","0"
"Type 053H1G","SJC-1B Passive","0"
"Type 053H1G","SJD-5","0"
"Type 053H1G","Type 341","0"
"Type 053H1G","Type 343G","0"
"Type 053H1G","Type 352","0"
"Type 053H1G","Type 354","0"
"Type 053H1G","Type 517h-1","0"
"Type 053H1G","Type 921-A ESM","0"
"Type 053H2","Eyeball 20/20","0"
"Type 053H2","Eyeball 20/20b","0"
"Type 053H2","Eyeball 20/20c","0"
"Type 053H2","Eyeball 20/20d","0"
"Type 053H2","SJC-1B Passive","0"
"Type 053H2","SJD-5","0"
"Type 053H2","Type 341","0"
"Type 053H2","Type 343G","0"
"Type 053H2","Type 352","0"
"Type 053H2","Type 354","0"
"Type 053H2","Type 517h-1","0"
"Type 053H2","Type 921-A ESM","0"
"Type 053H2G","Decca 1229","0"
"Type 053H2G","Eyeball 20/20","0"
"Type 053H2G","Eyeball 20/20b","0"
"Type 053H2G","Eyeball 20/20c","0"
"Type 053H2G","Eyeball 20/20d","0"
"Type 053H2G","SJC-1B Passive","0"
"Type 053H2G","SJD-7 Active","0"
"Type 053H2G","Type 341","0"
"Type 053H2G","Type 343G","0"
"Type 053H2G","Type 360","0"
"Type 053H2G","Type 517h-1","0"
"Type 053H2G","Type 921-A ESM","0"
"Type 053H3","Decca 1229","0"
"Type 053H3","Eyeball 20/20","0"
"Type 053H3","Eyeball 20/20b","0"
"Type 053H3","Eyeball 20/20c","0"
"Type 053H3","Eyeball 20/20d","0"
"Type 053H3","SJC-1B Passive","0"
"Type 053H3","SJD-7 Active","0"
"Type 053H3","Type 341","0"
"Type 053H3","Type 343G","0"
"Type 053H3","Type 360","0"
"Type 053H3","Type 517h-1","0"
"Type 053H3","Type 921-A ESM","0"
"Type 053HT-H","Eyeball 20/20","0"
"Type 053HT-H","Eyeball 20/20b","0"
"Type 053HT-H","Eyeball 20/20c","0"
"Type 053HT-H","Eyeball 20/20d","0"
"Type 053HT-H","SJC-1B Passive","0"
"Type 053HT-H","SJD-5","0"
"Type 053HT-H","Type 341","0"
"Type 053HT-H","Type 343G","0"
"Type 053HT-H","Type 352","0"
"Type 053HT-H","Type 354","0"
"Type 053HT-H","Type 921-A ESM","0"
"Type 053K FFG","Eyeball 20/20","0"
"Type 053K FFG","Eyeball 20/20b","0"
"Type 053K FFG","Eyeball 20/20c","0"
"Type 053K FFG","Eyeball 20/20d","0"
"Type 053K FFG","SJD-5","0"
"Type 053K FFG","Type 341","0"
"Type 053K FFG","Type 343G","0"
"Type 053K FFG","Type 352","0"
"Type 053K FFG","Type 354","0"
"Type 053K FFG","Type 921-A ESM","0"
"Type 054 FFG","Eyeball 20/20","0"
"Type 054 FFG","Eyeball 20/20b","0"
"Type 054 FFG","Eyeball 20/20c","0"
"Type 054 FFG","Eyeball 20/20d","0"
"Type 054 FFG","MG-335 Platina Active","0"
"Type 054 FFG","MG-335 Platina Passive","0"
"Type 054 FFG","Type 344","0"
"Type 054 FFG","Type 345","0"
"Type 054 FFG","Type 347","0"
"Type 054 FFG","Type 362","0"
"Type 054 FFG","Type 363","0"
"Type 054 FFG","Type 826","0"
"Type 054 FFG","Type 985-1","0"
"Type 054A FFG","Eyeball 20/20","0"
"Type 054A FFG","Eyeball 20/20b","0"
"Type 054A FFG","Eyeball 20/20c","0"
"Type 054A FFG","Eyeball 20/20d","0"
"Type 054A FFG","MG-335 Platina Active","0"
"Type 054A FFG","MG-335 Platina Passive","0"
"Type 054A FFG","MR-755 Fregat MAE-5","0"
"Type 054A FFG","TR47C","0"
"Type 054A FFG","Type 344","0"
"Type 054A FFG","Type 345 4","0"
"Type 054A FFG","Type 362","0"
"Type 054A FFG","Type 826","0"
"Type 054A FFG","Type 985-1","0"
"Type 062A PBG","Active Sonar Chinese PB","0"
"Type 062A PBG","Eyeball 20/20","0"
"Type 062A PBG","Eyeball 20/20b","0"
"Type 062A PBG","Eyeball 20/20c","0"
"Type 062A PBG","Eyeball 20/20d","0"
"Type 062A PBG","Zarnitsa","0"
"Type 062A PBG(Korea, North)","Active Sonar Chinese PB","0"
"Type 062A PBG(Korea, North)","Eyeball 20/20","0"
"Type 062A PBG(Korea, North)","Eyeball 20/20b","0"
"Type 062A PBG(Korea, North)","Eyeball 20/20c","0"
"Type 062A PBG(Korea, North)","Eyeball 20/20d","0"
"Type 062A PBG(Korea, North)","Zarnitsa","0"
"Type 062B PBG","Active Sonar Chinese PB","0"
"Type 062B PBG","Eyeball 20/20","0"
"Type 062B PBG","Eyeball 20/20b","0"
"Type 062B PBG","Eyeball 20/20c","0"
"Type 062B PBG","Eyeball 20/20d","0"
"Type 062B PBG","Reya","0"
"Type 062B PBG(Albania)","Active Sonar Chinese PB","0"
"Type 062B PBG(Albania)","Eyeball 20/20","0"
"Type 062B PBG(Albania)","Eyeball 20/20b","0"
"Type 062B PBG(Albania)","Eyeball 20/20c","0"
"Type 062B PBG(Albania)","Eyeball 20/20d","0"
"Type 062B PBG(Albania)","Reya","0"
"Type 062B PBG(Bangladesh)","Active Sonar Chinese PB","0"
"Type 062B PBG(Bangladesh)","Eyeball 20/20","0"
"Type 062B PBG(Bangladesh)","Eyeball 20/20b","0"
"Type 062B PBG(Bangladesh)","Eyeball 20/20c","0"
"Type 062B PBG(Bangladesh)","Eyeball 20/20d","0"
"Type 062B PBG(Bangladesh)","Reya","0"
"Type 062B PBG(Cameroon)","Active Sonar Chinese PB","0"
"Type 062B PBG(Cameroon)","Eyeball 20/20","0"
"Type 062B PBG(Cameroon)","Eyeball 20/20b","0"
"Type 062B PBG(Cameroon)","Eyeball 20/20c","0"
"Type 062B PBG(Cameroon)","Eyeball 20/20d","0"
"Type 062B PBG(Cameroon)","Reya","0"
"Type 062B PBG(Congo)","Active Sonar Chinese PB","0"
"Type 062B PBG(Congo)","Eyeball 20/20","0"
"Type 062B PBG(Congo)","Eyeball 20/20b","0"
"Type 062B PBG(Congo)","Eyeball 20/20c","0"
"Type 062B PBG(Congo)","Eyeball 20/20d","0"
"Type 062B PBG(Congo)","Reya","0"
"Type 062B PBG(Guinnea)","Active Sonar Chinese PB","0"
"Type 062B PBG(Guinnea)","Eyeball 20/20","0"
"Type 062B PBG(Guinnea)","Eyeball 20/20b","0"
"Type 062B PBG(Guinnea)","Eyeball 20/20c","0"
"Type 062B PBG(Guinnea)","Eyeball 20/20d","0"
"Type 062B PBG(Guinnea)","Reya","0"
"Type 062B PBG(Korea, North)","Active Sonar Chinese PB","0"
"Type 062B PBG(Korea, North)","Eyeball 20/20","0"
"Type 062B PBG(Korea, North)","Eyeball 20/20b","0"
"Type 062B PBG(Korea, North)","Eyeball 20/20c","0"
"Type 062B PBG(Korea, North)","Eyeball 20/20d","0"
"Type 062B PBG(Korea, North)","Reya","0"
"Type 062B PBG(Pakistan)","Active Sonar Chinese PB","0"
"Type 062B PBG(Pakistan)","Eyeball 20/20","0"
"Type 062B PBG(Pakistan)","Eyeball 20/20b","0"
"Type 062B PBG(Pakistan)","Eyeball 20/20c","0"
"Type 062B PBG(Pakistan)","Eyeball 20/20d","0"
"Type 062B PBG(Pakistan)","Reya","0"
"Type 062B PBG(Romania)","Active Sonar Chinese PB","0"
"Type 062B PBG(Romania)","Eyeball 20/20","0"
"Type 062B PBG(Romania)","Eyeball 20/20b","0"
"Type 062B PBG(Romania)","Eyeball 20/20c","0"
"Type 062B PBG(Romania)","Eyeball 20/20d","0"
"Type 062B PBG(Romania)","Reya","0"
"Type 062B PBG(Sierra Leone)","Active Sonar Chinese PB","0"
"Type 062B PBG(Sierra Leone)","Eyeball 20/20","0"
"Type 062B PBG(Sierra Leone)","Eyeball 20/20b","0"
"Type 062B PBG(Sierra Leone)","Eyeball 20/20c","0"
"Type 062B PBG(Sierra Leone)","Eyeball 20/20d","0"
"Type 062B PBG(Sierra Leone)","Reya","0"
"Type 062B PBG(Sri Lanka)","Active Sonar Chinese PB","0"
"Type 062B PBG(Sri Lanka)","Eyeball 20/20","0"
"Type 062B PBG(Sri Lanka)","Eyeball 20/20b","0"
"Type 062B PBG(Sri Lanka)","Eyeball 20/20c","0"
"Type 062B PBG(Sri Lanka)","Eyeball 20/20d","0"
"Type 062B PBG(Sri Lanka)","Reya","0"
"Type 062B PBG(Tanzania)","Active Sonar Chinese PB","0"
"Type 062B PBG(Tanzania)","Eyeball 20/20","0"
"Type 062B PBG(Tanzania)","Eyeball 20/20b","0"
"Type 062B PBG(Tanzania)","Eyeball 20/20c","0"
"Type 062B PBG(Tanzania)","Eyeball 20/20d","0"
"Type 062B PBG(Tanzania)","Reya","0"
"Type 062B PBG(Vietnam, North)","Active Sonar Chinese PB","0"
"Type 062B PBG(Vietnam, North)","Eyeball 20/20","0"
"Type 062B PBG(Vietnam, North)","Eyeball 20/20b","0"
"Type 062B PBG(Vietnam, North)","Eyeball 20/20c","0"
"Type 062B PBG(Vietnam, North)","Eyeball 20/20d","0"
"Type 062B PBG(Vietnam, North)","Reya","0"
"Type 062B PBG(Zaire)","Active Sonar Chinese PB","0"
"Type 062B PBG(Zaire)","Eyeball 20/20","0"
"Type 062B PBG(Zaire)","Eyeball 20/20b","0"
"Type 062B PBG(Zaire)","Eyeball 20/20c","0"
"Type 062B PBG(Zaire)","Eyeball 20/20d","0"
"Type 062B PBG(Zaire)","Reya","0"
"Type 206","Calypso II","0"
"Type 206","DBQS-21D Active","0"
"Type 206","DBQS-21D Bow Passive","0"
"Type 206","ESM-1","0"
"Type 206","Periscope-1","0"
"Type 206A","Calypso II","0"
"Type 206A","DBQS-21D Active","0"
"Type 206A","DBQS-21D Bow Passive","0"
"Type 206A","ESM-1","0"
"Type 206A","Periscope-1","0"
"Type 212A","DBQS-40 Active","0"
"Type 212A","DBQS-40 Bow Passive","0"
"Type 212A","DBQS-40 Port Flank Passive","270"
"Type 212A","DBQS-40 Stbd Flank Passive","90"
"Type 212A","ESM-1","0"
"Type 212A","Periscope-1","0"
"Type 212A","TAS-3 TA","180"
"Type 212A","Type 1007(s)","0"
"Type 22 FF Batch 1","ESM-4.5","0"
"Type 22 FF Batch 1","Eyeball 20/20","0"
"Type 22 FF Batch 1","Eyeball 20/20b","0"
"Type 22 FF Batch 1","Eyeball 20/20c","0"
